anio,cat_inac,cat_ocup,ch03,ch04,ch06,ch07,ch08,ch12,ch13,ch14,codusu,estado,ipcf,itf,miembros_hogar,nivel_ed,nro_hogar,pondera,pp03d,pp04a,pp04c,pp10a,pp3e_tot,pp3e_tot_missing,pp3f_tot,pp3f_tot_missing,lp_pc,pobre
2005,7.0,0.0,2.0,2.0,62.0,2.0,1.0,6.0,1.0,,251928,3.0,600.0,3600.0,6.0,6.0,1.0,592.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,2.0,3.0,2.0,32.0,5.0,1.0,7.0,1.0,,251928,1.0,600.0,3600.0,6.0,6.0,1.0,592.0,0.0,2.0,1.0,0.0,15.0,0,0.0,0,205.07,0
2005,0.0,3.0,3.0,2.0,30.0,5.0,1.0,7.0,1.0,,251928,1.0,600.0,3600.0,6.0,6.0,1.0,592.0,0.0,1.0,10.0,0.0,20.0,0,0.0,0,205.07,0
2005,0.0,3.0,3.0,1.0,34.0,5.0,1.0,7.0,1.0,,251928,1.0,600.0,3600.0,6.0,6.0,1.0,592.0,0.0,2.0,4.0,0.0,45.0,0,0.0,0,205.07,0
2005,0.0,3.0,3.0,1.0,28.0,5.0,1.0,7.0,2.0,4.0,251928,1.0,600.0,3600.0,6.0,5.0,1.0,592.0,0.0,2.0,4.0,0.0,44.0,0,0.0,0,205.07,0
2005,1.0,0.0,1.0,1.0,74.0,2.0,12.0,4.0,1.0,,251966,3.0,205.0,410.0,2.0,4.0,1.0,481.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,4.0,0.0,2.0,2.0,70.0,2.0,12.0,4.0,1.0,,251966,3.0,205.0,410.0,2.0,4.0,1.0,481.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,0.0,2.0,1.0,1.0,48.0,5.0,4.0,2.0,1.0,,251969,1.0,400.0,400.0,1.0,2.0,1.0,662.0,0.0,2.0,1.0,0.0,16.0,0,0.0,0,205.07,0
2005,4.0,0.0,1.0,2.0,51.0,3.0,2.0,4.0,1.0,,252019,3.0,450.0,900.0,2.0,4.0,1.0,448.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,3.0,3.0,2.0,26.0,5.0,1.0,4.0,1.0,,252019,1.0,450.0,900.0,2.0,4.0,1.0,448.0,0.0,2.0,6.0,0.0,40.0,0,0.0,0,205.07,0
2005,0.0,2.0,1.0,1.0,67.0,2.0,2.0,2.0,2.0,3.0,252331,1.0,250.0,500.0,2.0,1.0,1.0,368.0,0.0,2.0,1.0,0.0,70.0,0,0.0,0,205.07,0
2005,0.0,3.0,2.0,2.0,56.0,2.0,2.0,2.0,1.0,,252331,1.0,250.0,500.0,2.0,2.0,1.0,368.0,0.0,2.0,0.0,0.0,12.0,0,0.0,0,205.07,0
2005,0.0,3.0,1.0,1.0,39.0,2.0,1.0,4.0,1.0,,252342,1.0,683.3333333333334,2050.0,3.0,4.0,1.0,410.0,0.0,2.0,9.0,0.0,45.0,0,0.0,0,205.07,0
2005,0.0,3.0,2.0,2.0,35.0,2.0,1.0,4.0,1.0,,252342,1.0,683.3333333333334,2050.0,3.0,4.0,1.0,410.0,0.0,2.0,0.0,0.0,36.0,0,0.0,0,205.07,0
2005,3.0,0.0,3.0,2.0,9.0,5.0,1.0,3.0,2.0,4.0,252342,4.0,683.3333333333334,2050.0,3.0,1.0,1.0,410.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,3.0,1.0,2.0,27.0,5.0,1.0,7.0,1.0,,252348,1.0,750.0,750.0,1.0,6.0,1.0,535.0,0.0,1.0,9.0,0.0,30.0,0,0.0,0,205.07,0
2005,0.0,3.0,1.0,1.0,30.0,2.0,1.0,4.0,2.0,2.0,252383,1.0,170.0,850.0,5.0,3.0,1.0,378.0,0.0,2.0,7.0,0.0,45.0,0,0.0,0,205.07,1
2005,4.0,0.0,2.0,2.0,27.0,2.0,1.0,2.0,1.0,,252383,3.0,170.0,850.0,5.0,2.0,1.0,378.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,5.0,0.0,3.0,2.0,5.0,5.0,1.0,1.0,2.0,0.0,252383,4.0,170.0,850.0,5.0,7.0,1.0,378.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,5.0,0.0,3.0,2.0,2.0,5.0,1.0,,,,252383,4.0,170.0,850.0,5.0,7.0,1.0,378.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,5.0,0.0,3.0,2.0,1.0,5.0,1.0,,,,252383,4.0,170.0,850.0,5.0,7.0,1.0,378.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,0.0,2.0,1.0,1.0,63.0,2.0,2.0,2.0,1.0,,252566,1.0,50.0,200.0,4.0,2.0,1.0,292.0,0.0,2.0,1.0,0.0,8.0,0,0.0,0,205.07,1
2005,4.0,0.0,2.0,2.0,62.0,2.0,2.0,2.0,1.0,,252566,3.0,50.0,200.0,4.0,2.0,1.0,292.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,6.0,0.0,3.0,2.0,28.0,5.0,2.0,2.0,1.0,,252566,3.0,50.0,200.0,4.0,2.0,1.0,292.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,1.0,25.0,5.0,2.0,4.0,2.0,4.0,252566,3.0,50.0,200.0,4.0,3.0,1.0,292.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,0.0,3.0,1.0,1.0,31.0,2.0,1.0,4.0,1.0,,252665,1.0,255.0,1020.0,4.0,4.0,1.0,451.0,0.0,2.0,4.0,0.0,44.0,0,0.0,0,205.07,0
2005,0.0,3.0,2.0,2.0,26.0,2.0,1.0,4.0,1.0,,252665,1.0,255.0,1020.0,4.0,4.0,1.0,451.0,2.0,2.0,0.0,0.0,6.0,0,4.0,0,205.07,0
2005,3.0,0.0,3.0,2.0,6.0,5.0,1.0,3.0,2.0,0.0,252665,4.0,255.0,1020.0,4.0,1.0,1.0,451.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,5.0,0.0,3.0,1.0,4.0,5.0,1.0,1.0,2.0,0.0,252665,4.0,255.0,1020.0,4.0,7.0,1.0,451.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,1.0,1.0,1.0,37.0,2.0,1.0,7.0,2.0,2.0,252692,1.0,875.0,3500.0,4.0,5.0,1.0,666.0,0.0,2.0,6.0,0.0,40.0,0,0.0,0,205.07,0
2005,0.0,3.0,2.0,2.0,37.0,2.0,1.0,7.0,1.0,,252692,1.0,875.0,3500.0,4.0,6.0,1.0,666.0,0.0,2.0,11.0,0.0,44.0,0,0.0,0,205.07,0
2005,3.0,0.0,3.0,1.0,11.0,5.0,1.0,3.0,2.0,5.0,252692,3.0,875.0,3500.0,4.0,1.0,1.0,666.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,3.0,0.0,3.0,1.0,6.0,5.0,1.0,3.0,2.0,0.0,252692,4.0,875.0,3500.0,4.0,1.0,1.0,666.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,2.0,1.0,1.0,24.0,1.0,4.0,4.0,2.0,2.0,252695,2.0,50.0,200.0,4.0,3.0,1.0,358.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0,205.07,1
2005,0.0,3.0,2.0,2.0,24.0,1.0,4.0,2.0,1.0,,252695,2.0,50.0,200.0,4.0,2.0,1.0,358.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0,205.07,1
2005,7.0,0.0,9.0,2.0,79.0,4.0,2.0,,,,252695,3.0,50.0,200.0,4.0,7.0,1.0,358.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,5.0,0.0,3.0,2.0,0.0,5.0,4.0,,,,252695,4.0,50.0,200.0,4.0,7.0,1.0,358.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,0.0,3.0,1.0,1.0,37.0,1.0,4.0,2.0,1.0,,252747,1.0,266.6666666666667,800.0,3.0,2.0,1.0,304.0,0.0,2.0,6.0,0.0,46.0,0,0.0,0,205.07,0
2005,4.0,0.0,2.0,2.0,20.0,1.0,4.0,2.0,1.0,,252747,3.0,266.6666666666667,800.0,3.0,2.0,1.0,304.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,5.0,0.0,3.0,2.0,0.0,5.0,4.0,,,,252747,4.0,266.6666666666667,800.0,3.0,7.0,1.0,304.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,3.0,0.0,1.0,2.0,23.0,5.0,1.0,7.0,2.0,3.0,252762,3.0,300.0,600.0,2.0,5.0,1.0,475.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,3.0,0.0,10.0,2.0,22.0,5.0,2.0,7.0,2.0,3.0,252762,3.0,300.0,600.0,2.0,5.0,1.0,475.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,3.0,1.0,1.0,49.0,2.0,1.0,2.0,1.0,,253080,1.0,214.28571428571428,1500.0,7.0,2.0,1.0,315.0,0.0,2.0,11.0,0.0,44.0,0,0.0,0,205.07,0
2005,4.0,0.0,2.0,2.0,37.0,2.0,1.0,2.0,2.0,5.0,253080,3.0,214.28571428571428,1500.0,7.0,1.0,1.0,315.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,3.0,0.0,3.0,1.0,16.0,5.0,1.0,5.0,2.0,1.0,253080,3.0,214.28571428571428,1500.0,7.0,3.0,1.0,315.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,3.0,0.0,3.0,2.0,15.0,5.0,1.0,5.0,2.0,0.0,253080,3.0,214.28571428571428,1500.0,7.0,3.0,1.0,315.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,3.0,0.0,3.0,2.0,13.0,5.0,1.0,3.0,2.0,7.0,253080,3.0,214.28571428571428,1500.0,7.0,2.0,1.0,315.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,3.0,0.0,3.0,2.0,12.0,5.0,1.0,3.0,2.0,6.0,253080,3.0,214.28571428571428,1500.0,7.0,1.0,1.0,315.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,3.0,0.0,3.0,1.0,9.0,5.0,1.0,3.0,2.0,4.0,253080,4.0,214.28571428571428,1500.0,7.0,1.0,1.0,315.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,1.0,0.0,1.0,1.0,74.0,2.0,12.0,2.0,2.0,3.0,253131,3.0,470.0,940.0,2.0,1.0,1.0,440.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,1.0,0.0,2.0,2.0,72.0,2.0,12.0,2.0,2.0,2.0,253131,3.0,470.0,940.0,2.0,1.0,1.0,440.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,3.0,1.0,1.0,53.0,2.0,2.0,2.0,1.0,,253135,1.0,286.6666666666667,860.0,3.0,2.0,1.0,440.0,0.0,2.0,1.0,0.0,56.0,0,0.0,0,205.07,0
2005,4.0,0.0,2.0,2.0,50.0,2.0,2.0,2.0,1.0,,253135,3.0,286.6666666666667,860.0,3.0,2.0,1.0,440.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,1.0,0.0,7.0,2.0,77.0,4.0,1.0,2.0,1.0,,253135,3.0,286.6666666666667,860.0,3.0,2.0,1.0,440.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,1.0,0.0,1.0,1.0,59.0,2.0,1.0,2.0,1.0,,253264,3.0,433.3333333333333,1300.0,3.0,2.0,1.0,420.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,4.0,0.0,2.0,2.0,52.0,2.0,1.0,2.0,1.0,,253264,3.0,433.3333333333333,1300.0,3.0,2.0,1.0,420.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,3.0,3.0,2.0,28.0,5.0,1.0,7.0,2.0,4.0,253264,2.0,433.3333333333333,1300.0,3.0,5.0,1.0,420.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0,205.07,0
2005,0.0,3.0,1.0,1.0,35.0,2.0,1.0,7.0,2.0,2.0,253385,1.0,200.0,1000.0,5.0,5.0,1.0,658.0,0.0,2.0,12.0,0.0,0.0,0,0.0,0,205.07,1
2005,4.0,0.0,2.0,2.0,32.0,2.0,1.0,2.0,1.0,,253385,3.0,200.0,1000.0,5.0,2.0,1.0,658.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,2.0,13.0,5.0,1.0,3.0,2.0,7.0,253385,3.0,200.0,1000.0,5.0,2.0,1.0,658.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,1.0,11.0,5.0,1.0,3.0,2.0,5.0,253385,3.0,200.0,1000.0,5.0,1.0,1.0,658.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,5.0,0.0,3.0,2.0,1.0,5.0,1.0,,,,253385,4.0,200.0,1000.0,5.0,7.0,1.0,658.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,0.0,2.0,1.0,1.0,40.0,2.0,4.0,2.0,1.0,,253416,2.0,40.0,200.0,5.0,2.0,1.0,300.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0,205.07,1
2005,0.0,3.0,2.0,2.0,37.0,2.0,4.0,2.0,1.0,,253416,1.0,40.0,200.0,5.0,2.0,1.0,300.0,0.0,1.0,9.0,0.0,20.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,2.0,19.0,5.0,4.0,7.0,2.0,1.0,253416,3.0,40.0,200.0,5.0,5.0,1.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,2.0,17.0,5.0,4.0,7.0,2.0,0.0,253416,3.0,40.0,200.0,5.0,5.0,1.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,1.0,12.0,5.0,4.0,3.0,2.0,6.0,253416,3.0,40.0,200.0,5.0,1.0,1.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,0.0,3.0,1.0,1.0,45.0,2.0,4.0,4.0,2.0,3.0,253478,1.0,150.0,600.0,4.0,3.0,1.0,718.0,0.0,2.0,6.0,0.0,40.0,0,0.0,0,205.07,1
2005,0.0,0.0,2.0,2.0,39.0,2.0,4.0,2.0,2.0,5.0,253478,2.0,150.0,600.0,4.0,1.0,1.0,718.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0,205.07,1
2005,7.0,0.0,3.0,2.0,21.0,5.0,4.0,5.0,1.0,,253478,3.0,150.0,600.0,4.0,4.0,1.0,718.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,1.0,9.0,5.0,4.0,3.0,2.0,4.0,253478,4.0,150.0,600.0,4.0,1.0,1.0,718.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,0.0,3.0,1.0,2.0,31.0,3.0,4.0,2.0,1.0,,253743,1.0,112.5,450.0,4.0,2.0,1.0,297.0,0.0,1.0,9.0,0.0,20.0,0,0.0,0,205.07,1
2005,0.0,3.0,3.0,1.0,17.0,5.0,4.0,3.0,1.0,,253743,1.0,112.5,450.0,4.0,3.0,1.0,297.0,0.0,2.0,5.0,0.0,40.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,2.0,14.0,5.0,4.0,3.0,2.0,7.0,253743,3.0,112.5,450.0,4.0,2.0,1.0,297.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,1.0,9.0,5.0,4.0,3.0,2.0,3.0,253743,4.0,112.5,450.0,4.0,1.0,1.0,297.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,0.0,2.0,1.0,1.0,43.0,2.0,1.0,7.0,1.0,,253959,1.0,233.33333333333337,700.0,3.0,6.0,1.0,799.0,0.0,2.0,1.0,0.0,48.0,0,0.0,0,205.07,0
2005,4.0,0.0,2.0,2.0,46.0,2.0,1.0,6.0,2.0,3.0,253959,3.0,233.33333333333337,700.0,3.0,5.0,1.0,799.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,3.0,0.0,3.0,1.0,10.0,5.0,1.0,3.0,2.0,5.0,253959,3.0,233.33333333333337,700.0,3.0,1.0,1.0,799.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,3.0,1.0,1.0,32.0,2.0,4.0,2.0,2.0,3.0,254136,1.0,100.0,400.0,4.0,1.0,1.0,452.0,0.0,2.0,5.0,0.0,44.0,0,0.0,0,205.07,1
2005,4.0,0.0,2.0,2.0,24.0,2.0,4.0,4.0,2.0,1.0,254136,3.0,100.0,400.0,4.0,3.0,1.0,452.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,5.0,0.0,3.0,2.0,5.0,5.0,4.0,1.0,2.0,0.0,254136,4.0,100.0,400.0,4.0,7.0,1.0,452.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,5.0,0.0,3.0,1.0,2.0,5.0,4.0,,,,254136,4.0,100.0,400.0,4.0,7.0,1.0,452.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,7.0,0.0,1.0,1.0,52.0,2.0,4.0,2.0,1.0,,254414,3.0,150.0,900.0,6.0,2.0,1.0,372.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,4.0,0.0,2.0,2.0,47.0,2.0,4.0,2.0,1.0,,254414,3.0,150.0,900.0,6.0,2.0,1.0,372.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,0.0,0.0,3.0,2.0,25.0,5.0,4.0,4.0,1.0,,254414,2.0,150.0,900.0,6.0,4.0,1.0,372.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0,205.07,1
2005,0.0,3.0,3.0,2.0,24.0,5.0,4.0,4.0,1.0,,254414,1.0,150.0,900.0,6.0,4.0,1.0,372.0,0.0,2.0,99.0,0.0,40.0,0,0.0,0,205.07,1
2005,0.0,0.0,3.0,1.0,21.0,5.0,4.0,2.0,1.0,,254414,2.0,150.0,900.0,6.0,2.0,1.0,372.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,2.0,10.0,5.0,4.0,3.0,2.0,5.0,254414,3.0,150.0,900.0,6.0,1.0,1.0,372.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,0.0,2.0,1.0,1.0,41.0,2.0,2.0,4.0,1.0,,254481,1.0,350.0,1400.0,4.0,4.0,1.0,478.0,0.0,2.0,1.0,0.0,72.0,0,0.0,0,205.07,0
2005,4.0,0.0,2.0,2.0,42.0,2.0,2.0,4.0,1.0,,254481,3.0,350.0,1400.0,4.0,4.0,1.0,478.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,3.0,0.0,3.0,1.0,10.0,5.0,2.0,3.0,2.0,5.0,254481,3.0,350.0,1400.0,4.0,1.0,1.0,478.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,3.0,0.0,3.0,2.0,7.0,5.0,2.0,3.0,2.0,2.0,254481,4.0,350.0,1400.0,4.0,1.0,1.0,478.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,3.0,1.0,1.0,29.0,2.0,1.0,4.0,2.0,4.0,255134,1.0,70.0,350.0,5.0,3.0,1.0,504.0,0.0,2.0,2.0,0.0,40.0,0,0.0,0,205.07,1
2005,0.0,3.0,2.0,2.0,29.0,2.0,1.0,4.0,2.0,1.0,255134,1.0,70.0,350.0,5.0,3.0,1.0,504.0,0.0,2.0,99.0,0.0,15.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,1.0,7.0,5.0,1.0,3.0,2.0,2.0,255134,4.0,70.0,350.0,5.0,1.0,1.0,504.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,5.0,0.0,3.0,1.0,5.0,5.0,1.0,1.0,2.0,0.0,255134,4.0,70.0,350.0,5.0,7.0,1.0,504.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,5.0,0.0,3.0,1.0,1.0,5.0,1.0,,,,255134,4.0,70.0,350.0,5.0,7.0,1.0,504.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,0.0,3.0,1.0,2.0,38.0,5.0,1.0,4.0,1.0,,255314,1.0,900.0,900.0,1.0,4.0,1.0,725.0,0.0,2.0,12.0,0.0,40.0,0,0.0,0,205.07,0
2005,0.0,3.0,1.0,1.0,32.0,2.0,1.0,4.0,2.0,3.0,255379,1.0,175.0,700.0,4.0,3.0,1.0,701.0,0.0,2.0,4.0,0.0,60.0,0,0.0,0,205.07,1
2005,4.0,0.0,2.0,2.0,28.0,2.0,1.0,4.0,2.0,3.0,255379,3.0,175.0,700.0,4.0,3.0,1.0,701.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,2.0,6.0,5.0,1.0,3.0,2.0,1.0,255379,4.0,175.0,700.0,4.0,1.0,1.0,701.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,5.0,0.0,3.0,1.0,1.0,5.0,1.0,,,,255379,4.0,175.0,700.0,4.0,7.0,1.0,701.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,0.0,3.0,1.0,1.0,42.0,2.0,1.0,2.0,1.0,,255389,1.0,134.16666666666666,805.0,6.0,2.0,1.0,531.0,2.0,1.0,7.0,0.0,72.0,0,32.0,0,205.07,1
2005,0.0,0.0,2.0,2.0,37.0,2.0,1.0,2.0,1.0,,255389,2.0,134.16666666666666,805.0,6.0,2.0,1.0,531.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0,205.07,1
2005,0.0,3.0,3.0,2.0,20.0,5.0,1.0,5.0,2.0,1.0,255389,2.0,134.16666666666666,805.0,6.0,3.0,1.0,531.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,1.0,16.0,5.0,1.0,3.0,2.0,8.0,255389,3.0,134.16666666666666,805.0,6.0,3.0,1.0,531.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,1.0,15.0,5.0,1.0,3.0,2.0,6.0,255389,3.0,134.16666666666666,805.0,6.0,1.0,1.0,531.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,3.0,0.0,3.0,2.0,12.0,5.0,1.0,3.0,2.0,6.0,255389,3.0,134.16666666666666,805.0,6.0,1.0,1.0,531.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,1
2005,0.0,2.0,1.0,1.0,52.0,2.0,4.0,4.0,2.0,2.0,255396,1.0,450.0,2250.0,5.0,3.0,1.0,714.0,0.0,2.0,1.0,0.0,28.0,0,0.0,0,205.07,0
2005,0.0,3.0,2.0,2.0,53.0,2.0,1.0,6.0,2.0,2.0,255396,1.0,450.0,2250.0,5.0,5.0,1.0,714.0,0.0,2.0,10.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,2.0,3.0,2.0,30.0,5.0,4.0,7.0,2.0,0.0,255396,1.0,450.0,2250.0,5.0,5.0,1.0,714.0,0.0,2.0,1.0,0.0,8.0,0,0.0,0,205.07,0
2005,0.0,3.0,3.0,1.0,27.0,5.0,4.0,4.0,2.0,3.0,255396,1.0,450.0,2250.0,5.0,3.0,1.0,714.0,0.0,2.0,99.0,0.0,66.0,0,0.0,0,205.07,0
2005,7.0,0.0,3.0,2.0,17.0,5.0,4.0,5.0,1.0,,255396,3.0,450.0,2250.0,5.0,4.0,1.0,714.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,3.0,1.0,1.0,25.0,1.0,4.0,2.0,1.0,,256253,1.0,200.0,200.0,1.0,2.0,1.0,416.0,0.0,2.0,1.0,0.0,40.0,0,0.0,0,205.07,1
2005,0.0,1.0,1.0,1.0,50.0,5.0,4.0,2.0,1.0,,256378,1.0,800.0,800.0,1.0,2.0,1.0,510.0,0.0,2.0,2.0,0.0,48.0,0,0.0,0,205.07,0
2005,0.0,3.0,1.0,1.0,49.0,2.0,1.0,2.0,2.0,2.0,256442,1.0,450.0,1800.0,4.0,1.0,1.0,572.0,0.0,2.0,1.0,0.0,60.0,0,0.0,0,205.07,0
2005,0.0,3.0,2.0,2.0,43.0,2.0,4.0,2.0,1.0,,256442,1.0,450.0,1800.0,4.0,2.0,1.0,572.0,0.0,2.0,0.0,0.0,56.0,0,0.0,0,205.07,0
2005,0.0,3.0,3.0,1.0,21.0,5.0,1.0,4.0,1.0,,256442,1.0,450.0,1800.0,4.0,4.0,1.0,572.0,0.0,2.0,99.0,0.0,84.0,0,0.0,0,205.07,0
2005,3.0,0.0,3.0,1.0,18.0,5.0,4.0,5.0,2.0,2.0,256442,3.0,450.0,1800.0,4.0,3.0,1.0,572.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,1.0,0.0,1.0,2.0,86.0,4.0,1.0,2.0,2.0,3.0,256662,3.0,400.0,400.0,1.0,1.0,1.0,558.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,3.0,1.0,1.0,30.0,2.0,1.0,4.0,2.0,2.0,257301,1.0,360.0,1800.0,5.0,3.0,1.0,598.0,0.0,2.0,6.0,0.0,72.0,0,0.0,0,205.07,0
2005,0.0,3.0,2.0,2.0,30.0,2.0,1.0,4.0,1.0,,257301,1.0,360.0,1800.0,5.0,4.0,1.0,598.0,0.0,2.0,0.0,0.0,12.0,0,0.0,0,205.07,0
2005,0.0,3.0,7.0,2.0,56.0,4.0,1.0,2.0,2.0,2.0,257301,1.0,360.0,1800.0,5.0,1.0,1.0,598.0,0.0,2.0,0.0,0.0,70.0,0,0.0,0,205.07,0
2005,3.0,0.0,3.0,2.0,8.0,5.0,1.0,3.0,2.0,2.0,257301,4.0,360.0,1800.0,5.0,1.0,1.0,598.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,5.0,0.0,3.0,2.0,2.0,5.0,1.0,,,,257301,4.0,360.0,1800.0,5.0,7.0,1.0,598.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,2.0,1.0,1.0,64.0,2.0,1.0,2.0,1.0,,257764,1.0,350.0,700.0,2.0,2.0,1.0,523.0,0.0,2.0,1.0,0.0,35.0,0,0.0,0,205.07,0
2005,4.0,0.0,2.0,2.0,59.0,2.0,1.0,4.0,2.0,3.0,257764,3.0,350.0,700.0,2.0,3.0,1.0,523.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,205.07,0
2005,0.0,2.0,1.0,1.0,32.0,2.0,4.0,4.0,2.0,4.0,257892,1.0,266.6666666666667,800.0,3.0,3.0,1.0,525.0,0.0,2.0,2.0,0.0,56.0,0,0.0,0,205.07,0
