codusu,nro_hogar,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,itf,ipcf,pondera,pondih,cat_ocup,pp03d,pp3e_tot,pp3f_tot,pp04a,pp04c,pp10a,pp3e_tot_missing,pp3f_tot_missing,anio
TQRMNOQRPHKMMNCDEGJBF00861145,1,1,77,2,1.0,2,3,1,1573000.0,524333.33,607.0,760.0,0,,,,,,,0,0,2025
TQRMNOQRRHKMMNCDEGJBF00861559,1,1,35,3,4.0,4,1,0,250000.0,125000.0,1011.0,1086.0,3,0.0,40.0,0.0,2.0,3.0,,0,0,2025
TQRMNOQRRHKMMNCDEGJBF00861559,1,1,5,5,1.0,7,4,5,250000.0,125000.0,1011.0,1086.0,0,,,,,,,0,0,2025
TQRMNOPUTHJOMNCDEGJBF00876758,1,1,52,3,1.0,4,1,0,1200000.0,300000.0,1115.0,1212.0,3,0.0,48.0,0.0,2.0,9.0,,0,0,2025
TQRMNOSPTHMMLLCDEIKAH00880997,1,2,86,2,1.0,2,3,4,0.0,0.0,738.0,,0,,,,,,,0,0,2025
TQRMNOSPTHMMLLCDEIKAH00880997,1,1,77,2,1.0,2,3,1,0.0,0.0,738.0,,0,,,,,,,0,0,2025
TQRMNORPQHKLLLCDEIKAH00864387,1,2,43,3,1.0,6,1,0,0.0,0.0,746.0,,3,0.0,30.0,0.0,1.0,9.0,,0,0,2025
TQRMNORPQHKLLLCDEIKAH00864387,1,2,9,5,1.0,1,4,3,0.0,0.0,746.0,,0,,,,,,,0,0,2025
TQRMNORPTHKLLLCDEIKAH00856556,1,2,71,2,1.0,6,3,1,0.0,0.0,1059.0,,0,,,,,,,0,0,2025
TQRMNOPSUHMOMLCDEIKAH00881055,1,1,5,5,4.0,1,4,5,0.0,0.0,797.0,,0,,,,,,,0,0,2025
TQRMNOPPQHKKMLCDEIKAH00857167,1,2,55,5,4.0,4,1,0,0.0,0.0,1477.0,,3,2.0,24.0,15.0,2.0,0.0,,0,0,2025
TQRMNOPPQHKKMLCDEIKAH00857167,1,2,32,5,4.0,3,1,0,0.0,0.0,1477.0,,2,0.0,18.0,0.0,2.0,2.0,,0,0,2025
TQRMNOPPQHKKMLCDEIKAH00857167,1,1,5,5,4.0,7,4,5,0.0,0.0,1477.0,,0,,,,,,,0,0,2025
TQRMNOTVRHKMMMCDEIKAH00864344,1,1,57,3,4.0,5,1,0,0.0,0.0,527.0,,2,0.0,42.0,0.0,2.0,1.0,,0,0,2025
TQRMNOTVRHKMMMCDEIKAH00864344,1,2,82,4,1.0,2,3,1,0.0,0.0,527.0,,0,,,,,,,0,0,2025
TQRMNOTRVHLOKNCDEGKDB00853130,1,1,70,2,1.0,4,3,1,900000.0,225000.0,88.0,170.0,0,,,,,,,0,0,2025
TQRMNOTRVHLOKNCDEGKDB00853130,1,2,59,2,1.0,4,3,4,900000.0,225000.0,88.0,170.0,0,,,,,,,0,0,2025
TQRMNOTRVHLOKNCDEGKDB00853130,1,1,24,5,1.0,6,1,0,900000.0,225000.0,88.0,170.0,3,0.0,44.0,0.0,2.0,9.0,,0,0,2025
TQRMNOTRVHLOKNCDEGKDB00853130,1,1,33,5,4.0,4,3,7,900000.0,225000.0,88.0,170.0,0,,,,,,,0,0,2025
TQSMNOTRXHLOKNCDEGKDB00853116,1,2,25,1,4.0,3,3,4,1650000.0,412500.0,100.0,226.0,0,,,,,,,0,0,2025
TQRMNOPSUHLMKOCDEFIAH00851544,1,2,46,2,1.0,5,1,0,2700000.0,675000.0,688.0,1192.0,3,0.0,0.0,0.0,1.0,11.0,,0,0,2025
TQRMNOPSUHLMKOCDEFIAH00851544,1,1,47,2,1.0,5,1,0,2700000.0,675000.0,688.0,1192.0,3,0.0,0.0,0.0,1.0,12.0,,0,0,2025
TQRMNOPSUHLMKOCDEFIAH00851544,1,2,13,5,1.0,3,3,3,2700000.0,675000.0,688.0,1192.0,0,,,,,,,0,0,2025
TQRMNOPSUHLMKOCDEFIAH00851544,1,2,13,5,1.0,3,3,3,2700000.0,675000.0,688.0,1192.0,0,,,,,,,0,0,2025
TQRMNOPUWHJOKNCDEFIAH00873651,1,1,42,2,1.0,5,1,0,1500000.0,250000.0,709.0,1210.0,3,0.0,48.0,0.0,2.0,11.0,,0,0,2025
TQRMNOPUWHJOKNCDEFIAH00873651,1,2,39,2,1.0,5,1,0,1500000.0,250000.0,709.0,1210.0,3,0.0,30.0,0.0,1.0,8.0,,0,0,2025
TQRMNOPUWHJOKNCDEFIAH00873651,1,2,1,5,1.0,7,4,5,1500000.0,250000.0,709.0,1210.0,0,,,,,,,0,0,2025
TQRMNOPUWHJOKNCDEFIAH00873651,1,1,20,5,1.0,5,3,3,1500000.0,250000.0,709.0,1210.0,0,,,,,,,0,0,2025
TQRMNOPUWHJOKNCDEFIAH00873651,1,1,19,5,1.0,4,3,7,1500000.0,250000.0,709.0,1210.0,0,,,,,,,0,0,2025
TQRMNOPUWHJOKNCDEFIAH00873651,1,1,21,5,1.0,5,3,3,1500000.0,250000.0,709.0,1210.0,0,,,,,,,0,0,2025
TQRMNORWQHLMKQCDEFIAH00851587,1,2,83,4,1.0,3,3,1,0.0,0.0,530.0,,0,,,,,,,0,0,2025
TQRMNORWQHLMKQCDEFIAH00851587,1,2,53,5,1.0,5,1,0,0.0,0.0,530.0,,2,0.0,60.0,0.0,2.0,1.0,,0,0,2025
TQRMNOUSRHJMKMCDEFIAH00873261,1,2,41,1,1.0,6,3,4,3000000.0,750000.0,970.0,1497.0,0,,,,,,,0,0,2025
TQRMNOUSRHJMKMCDEFIAH00873261,1,2,13,5,1.0,3,3,3,3000000.0,750000.0,970.0,1497.0,0,,,,,,,0,0,2025
TQRMNOUSRHJMKMCDEFIAH00873261,1,1,4,5,1.0,7,4,5,3000000.0,750000.0,970.0,1497.0,0,,,,,,,0,0,2025
TQRMNOSUUHJLLLCDEFLID00875897,1,2,20,5,1.0,5,3,3,0.0,0.0,422.0,,0,,,,,,,0,0,2025
TQRMNOSUUHJLLLCDEFLID00875897,1,2,18,5,1.0,5,3,3,0.0,0.0,422.0,,0,,,,,,,0,0,2025
TQRMNORQXHJOKQCDEFLID00875891,1,2,48,2,1.0,6,1,0,0.0,0.0,323.0,,2,0.0,48.0,0.0,2.0,2.0,,0,0,2025
TQRMNORQXHJOKQCDEFLID00875891,1,1,27,5,1.0,4,1,0,0.0,0.0,323.0,,2,0.0,48.0,0.0,2.0,2.0,,0,0,2025
TQRMNORQXHJOKQCDEFLID00875891,1,1,19,5,4.0,5,3,3,0.0,0.0,323.0,,0,,,,,,,0,0,2025
TQRMNOPVPHJOKRCDEFLID00875893,1,2,79,4,1.0,4,3,1,335000.0,335000.0,358.0,432.0,0,,,,,,,0,0,2025
TQRMNOSTRHMMKQCDEFLID00881129,1,2,30,2,1.0,4,1,0,0.0,0.0,310.0,,3,0.0,30.0,0.0,3.0,9.0,,0,0,2025
TQRMNOSTRHMMKQCDEFLID00881129,1,1,30,2,1.0,4,1,0,0.0,0.0,310.0,,2,2.0,16.0,12.0,2.0,1.0,,0,0,2025
TQRMNOSTRHMMKQCDEFLID00881129,1,2,21,5,4.0,4,1,0,0.0,0.0,310.0,,3,0.0,40.0,0.0,2.0,6.0,,0,0,2025
TQRMNOSTRHMMKQCDEFLID00881129,1,1,0,5,1.0,7,4,5,0.0,0.0,310.0,,0,,,,,,,0,0,2025
TQRMNORXPHJKKUCDEFLID00875895,1,1,75,2,1.0,2,3,1,3000000.0,1500000.0,377.0,369.0,0,,,,,,,0,0,2025
TQRMNORXPHJKKUCDEFLID00875895,1,2,69,2,1.0,6,3,1,3000000.0,1500000.0,377.0,369.0,0,,,,,,,0,0,2025
TQRMNOSUUHJLLLCDEFLID00875897,1,1,54,2,1.0,6,1,0,0.0,0.0,422.0,,1,0.0,45.0,0.0,2.0,6.0,,0,0,2025
TQRMNOSUUHJLLLCDEFLID00875897,1,2,50,2,1.0,6,1,0,0.0,0.0,422.0,,1,0.0,30.0,0.0,2.0,6.0,,0,0,2025
TQRMNORPRHLNKOCDEIKAH00855804,1,1,73,2,1.0,1,3,4,504000.0,252000.0,501.0,267.0,0,,,,,,,0,0,2025
TQRMNORPRHLNKOCDEIKAH00855804,1,2,66,2,1.0,2,3,4,504000.0,252000.0,501.0,267.0,0,,,,,,,0,0,2025
TQRMNOPUQHJLKRCDEIKAH00881199,1,1,74,2,1.0,2,3,1,0.0,0.0,1381.0,,0,,,,,,,0,0,2025
TQRMNOPUQHJLKRCDEIKAH00881199,1,2,69,2,1.0,2,3,1,0.0,0.0,1381.0,,0,,,,,,,0,0,2025
TQRMNOPUQHJLKRCDEIKAH00881199,1,1,26,5,1.0,5,1,0,0.0,0.0,1381.0,,3,0.0,44.0,0.0,2.0,,,0,0,2025
TQRMNOQSVHMMKUCDEIKAH00881200,1,1,66,5,1.0,2,1,0,1350000.0,1350000.0,327.0,885.0,3,0.0,44.0,0.0,2.0,,,0,0,2025
TQRMNOPXXHKOKMCDEIMBF00861689,1,2,77,5,1.0,2,3,1,460000.0,460000.0,133.0,162.0,0,,,,,,,0,0,2025
TQRMNOPUVHJMKQCDEIOAH00881244,1,2,70,2,12.0,3,3,4,1670000.0,835000.0,166.0,280.0,0,,,,,,,0,0,2025
TQRMNOQRQHJNKSCDEIOAH00873726,1,1,53,2,4.0,4,1,0,0.0,0.0,93.0,,2,0.0,36.0,0.0,2.0,1.0,,0,0,2025
TQRMNOQRQHJNKSCDEIOAH00873726,1,2,58,2,1.0,4,1,0,0.0,0.0,93.0,,2,0.0,54.0,0.0,2.0,1.0,,0,0,2025
TQRMNOQRQHJNKSCDEIOAH00873726,1,2,30,5,4.0,3,3,4,0.0,0.0,93.0,,0,,,,,,,0,0,2025
TQRMNOQRQHJNKSCDEIOAH00873726,1,1,22,5,4.0,4,1,0,0.0,0.0,93.0,,3,0.0,40.0,0.0,2.0,,,0,0,2025
TQRMNORWPHJNKSCDEIOAH00873272,1,1,39,1,4.0,3,1,0,1030000.0,206000.0,129.0,203.0,3,0.0,60.0,0.0,2.0,,,0,0,2025
TQRMNORWPHJNKSCDEIOAH00873272,1,2,28,1,4.0,3,3,4,1030000.0,206000.0,129.0,203.0,0,,,,,,,0,0,2025
TQRMNORWPHJNKSCDEIOAH00873272,1,1,4,5,4.0,7,4,5,1030000.0,206000.0,129.0,203.0,0,,,,,,,0,0,2025
TQRMNORWPHJNKSCDEIOAH00873272,1,2,3,5,4.0,7,4,5,1030000.0,206000.0,129.0,203.0,0,,,,,,,0,0,2025
TQRMNORWPHJNKSCDEIOAH00873272,1,2,10,5,4.0,1,3,7,1030000.0,206000.0,129.0,203.0,0,,,,,,,0,0,2025
TQRMNOPYPHLMLOCDEFIAH00851563,1,1,76,1,1.0,6,1,0,2210000.0,1105000.0,563.0,1177.0,1,0.0,25.0,0.0,2.0,4.0,,0,0,2025
TQRMNOPYPHLMLOCDEFIAH00851563,1,2,67,1,1.0,5,1,0,2210000.0,1105000.0,563.0,1177.0,4,0.0,10.0,0.0,2.0,4.0,,0,0,2025
TQRMNOTTUHMMLOCDEFIAH00881293,1,2,70,2,1.0,6,3,1,2400000.0,1200000.0,556.0,1047.0,0,,,,,,,0,0,2025
TQRMNOTTUHMMLOCDEFIAH00881293,1,1,71,2,1.0,6,3,1,2400000.0,1200000.0,556.0,1047.0,0,,,,,,,0,0,2025
TQRMNOSPQHMOLQCDEFIAH00881294,1,1,27,5,1.0,6,1,0,0.0,0.0,677.0,,3,0.0,30.0,0.0,2.0,6.0,,0,0,2025
TQRMNOQSXHMOLRCDEFIAH00881295,1,2,79,4,1.0,3,3,4,560000.0,560000.0,828.0,1005.0,0,,,,,,,0,0,2025
TQRMNOQSWHKMLSCDEFIAH00864644,1,1,50,1,1.0,5,1,0,2800000.0,700000.0,743.0,1416.0,3,0.0,36.0,0.0,2.0,11.0,,0,0,2025
TQRMNOQSWHKMLSCDEFIAH00864644,1,2,50,1,1.0,5,1,0,2800000.0,700000.0,743.0,1416.0,3,2.0,40.0,2.0,1.0,11.0,,0,0,2025
TQRMNOQSWHKMLSCDEFIAH00864644,1,1,20,5,1.0,5,1,0,2800000.0,700000.0,743.0,1416.0,3,0.0,27.0,0.0,2.0,8.0,,0,0,2025
TQRMNOQSWHKMLSCDEFIAH00864644,1,2,23,5,1.0,3,2,0,2800000.0,700000.0,743.0,1416.0,0,,,,,,2.0,0,0,2025
TQRMNOPXYHLMMLCDEFIAH00881296,1,2,40,1,1.0,6,1,0,1900000.0,633333.33,817.0,1421.0,3,0.0,30.0,0.0,2.0,5.0,,0,0,2025
TQRMNORVUHJNKOCDEIKAH00876814,1,1,69,2,1.0,5,3,1,0.0,0.0,505.0,,0,,,,,,,0,0,2025
TQRMNORVUHJNKOCDEIKAH00876814,1,2,71,2,1.0,4,3,1,0.0,0.0,505.0,,0,,,,,,,0,0,2025
TQRMNOSWUHJMMMCDEGJBF00876739,1,2,38,2,1.0,6,1,0,1300000.0,433333.33,670.0,772.0,3,2.0,30.0,10.0,1.0,12.0,,0,0,2025
TQRMNOSWUHJMMMCDEGJBF00876739,1,1,43,2,1.0,6,1,0,1300000.0,433333.33,670.0,772.0,3,0.0,60.0,0.0,2.0,,,0,0,2025
TQRMNOSWUHJMMMCDEGJBF00876739,1,2,4,5,1.0,7,4,5,1300000.0,433333.33,670.0,772.0,0,,,,,,,0,0,2025
TQRMNORVRHMMMPCDEGJBF00880919,1,1,62,1,4.0,4,1,0,2320000.0,580000.0,556.0,717.0,2,0.0,38.0,0.0,2.0,2.0,,0,0,2025
TQRMNORVRHMMMPCDEGJBF00880919,1,2,60,1,1.0,6,3,1,2320000.0,580000.0,556.0,717.0,0,,,,,,,0,0,2025
TQRMNORVRHMMMPCDEGJBF00880919,1,2,23,5,1.0,4,2,0,2320000.0,580000.0,556.0,717.0,0,,,,,,5.0,0,0,2025
TQRMNORVRHMMMPCDEGJBF00880919,1,1,20,5,1.0,4,2,0,2320000.0,580000.0,556.0,717.0,3,,,,,,4.0,0,0,2025
TQRMNOPTQHKMLNCDEIMBF00857925,1,2,24,5,1.0,5,3,3,330000.0,165000.0,135.0,136.0,0,,,,,,,0,0,2025
TQRMNOPTUHKMLNCDEIMBF00857977,1,1,75,2,1.0,2,3,6,1080000.0,540000.0,128.0,203.0,0,,,,,,,0,0,2025
TQRMNOPTUHKMLNCDEIMBF00857977,1,2,72,2,1.0,6,3,4,1080000.0,540000.0,128.0,203.0,0,,,,,,,0,0,2025
TQRMNOPRPHLKLLCDEIMBF00855937,1,2,40,3,1.0,6,1,0,2600000.0,2600000.0,113.0,178.0,3,2.0,35.0,8.0,1.0,12.0,,0,0,2025
TQRMNOUQQHLOKPCDEIMBF00855931,1,1,38,1,4.0,3,1,0,855000.0,213750.0,133.0,193.0,2,0.0,40.0,0.0,2.0,1.0,,0,0,2025
TQRMNOUQQHLOKPCDEIMBF00855931,1,2,39,1,1.0,3,1,0,855000.0,213750.0,133.0,193.0,3,2.0,30.0,12.0,2.0,0.0,,0,0,2025
TQRMNOPPRHKLLMCDEIKAH00880998,1,2,88,4,1.0,4,3,1,300000.0,150000.0,1437.0,3445.0,0,,,,,,,0,0,2025
TQRMNOPPRHKLLMCDEIKAH00880998,1,1,63,3,1.0,4,3,4,300000.0,150000.0,1437.0,3445.0,0,,,,,,,0,0,2025
TQRMNORSSHMMKUCDEIMBF00880999,1,1,52,2,1.0,6,1,0,3800000.0,760000.0,197.0,268.0,3,2.0,30.0,15.0,1.0,12.0,,0,0,2025
TQRMNORSSHMMKUCDEIMBF00880999,1,2,45,2,1.0,5,1,0,3800000.0,760000.0,197.0,268.0,1,0.0,24.0,0.0,2.0,2.0,,0,0,2025
TQRMNORSSHMMKUCDEIMBF00880999,1,2,20,5,1.0,5,3,3,3800000.0,760000.0,197.0,268.0,0,,,,,,,0,0,2025
TQRMNORSSHMMKUCDEIMBF00880999,1,1,11,5,1.0,1,3,3,3800000.0,760000.0,197.0,268.0,0,,,,,,,0,0,2025
TQRMNORSSHMMKUCDEIMBF00880999,1,1,9,5,1.0,1,4,3,3800000.0,760000.0,197.0,268.0,0,,,,,,,0,0,2025
TQRMNOTRUHLOKPCDEIMBF00855930,1,2,64,5,1.0,1,3,4,321000.0,53500.0,153.0,176.0,0,,,,,,,0,0,2025
TQRMNOTRUHLOKPCDEIMBF00855930,1,1,34,5,4.0,1,3,6,321000.0,53500.0,153.0,176.0,0,,,,,,,0,0,2025
TQRMNOTRUHLOKPCDEIMBF00855930,1,2,34,5,4.0,3,3,4,321000.0,53500.0,153.0,176.0,0,,,,,,,0,0,2025
TQRMNOTRUHLOKPCDEIMBF00855930,1,2,18,5,4.0,5,3,3,321000.0,53500.0,153.0,176.0,0,,,,,,,0,0,2025
TQRMNOTRUHLOKPCDEIMBF00855930,1,1,16,5,4.0,3,3,3,321000.0,53500.0,153.0,176.0,0,,,,,,,0,0,2025
TQRMNOTRUHLOKPCDEIMBF00855930,1,1,13,5,4.0,3,3,3,321000.0,53500.0,153.0,176.0,0,,,,,,,0,0,2025
TQRMNOQQQHLLKPCDEIOAH00856030,2,1,35,2,1.0,6,1,0,0.0,0.0,143.0,,3,0.0,30.0,0.0,1.0,10.0,,0,0,2025
TQRMNOQQQHLLKPCDEIOAH00856030,2,2,32,2,1.0,6,1,0,0.0,0.0,143.0,,2,0.0,20.0,0.0,2.0,1.0,,0,0,2025
TQRMNOPYPHJKKOCDEIOAH00873222,1,1,52,2,2.0,5,1,0,2790000.0,930000.0,148.0,232.0,3,0.0,35.0,0.0,1.0,7.0,,0,0,2025
TQRMNOPYPHJKKOCDEIOAH00873222,1,2,51,2,2.0,6,3,1,2790000.0,930000.0,148.0,232.0,0,,,,,,,0,0,2025
TQRMNOPYPHJKKOCDEIOAH00873222,1,2,17,5,2.0,3,3,3,2790000.0,930000.0,148.0,232.0,0,,,,,,,0,0,2025
TQRMNOTTQHMMKSCDEIOAH00881058,1,1,25,1,1.0,5,1,0,1500000.0,750000.0,84.0,133.0,1,0.0,20.0,0.0,2.0,5.0,,0,0,2025
TQRMNOTTQHMMKSCDEIOAH00881058,1,2,25,1,1.0,5,1,0,1500000.0,750000.0,84.0,133.0,3,0.0,48.0,0.0,2.0,7.0,,0,0,2025
TQRMNOPXPHMOKRCDEGKDB00881077,1,2,45,2,1.0,6,1,0,0.0,0.0,110.0,,3,0.0,36.0,0.0,1.0,7.0,,0,0,2025
TQRMNOPXPHMOKRCDEGKDB00881077,1,1,46,2,1.0,6,1,0,0.0,0.0,110.0,,3,0.0,48.0,0.0,1.0,9.0,,0,0,2025
TQRMNOPXPHMOKRCDEGKDB00881077,1,1,10,5,1.0,1,3,3,0.0,0.0,110.0,,0,,,,,,,0,0,2025
TQRMNOTQUHLOKQCDEGKDB00853117,1,2,48,2,1.0,2,1,0,750000.0,150000.0,134.0,144.0,3,0.0,48.0,0.0,2.0,0.0,,0,0,2025
TQRMNOTQUHLOKQCDEGKDB00853117,1,1,47,2,4.0,2,3,4,750000.0,150000.0,134.0,144.0,0,,,,,,,0,0,2025
TQRMNOTQUHLOKQCDEGKDB00853117,1,1,25,1,4.0,3,2,0,750000.0,150000.0,134.0,144.0,3,,,,,,2.0,0,0,2025
TQSMNOTRXHLOKNCDEGKDB00853116,1,2,23,1,1.0,4,1,0,1650000.0,412500.0,100.0,226.0,2,0.0,18.0,0.0,2.0,1.0,,0,0,2025
TQSMNOTRXHLOKNCDEGKDB00853116,1,1,28,1,1.0,4,1,0,1650000.0,412500.0,100.0,226.0,3,0.0,44.0,0.0,2.0,8.0,,0,0,2025
TQSMNOTRXHLOKNCDEGKDB00853116,1,1,23,1,1.0,4,1,0,1650000.0,412500.0,100.0,226.0,3,0.0,48.0,0.0,2.0,8.0,,0,0,2025
TQRMNOSTYHKMKQCDEGKDB00856775,1,1,71,2,1.0,4,3,1,885000.0,442500.0,60.0,90.0,0,,,,,,,0,0,2025
TQRMNOSTYHKMKQCDEGKDB00856775,1,1,68,2,1.0,3,3,1,885000.0,442500.0,60.0,90.0,0,,,,,,,0,0,2025
TQRMNOQYYHLMKOCDEGKDB00853125,1,1,77,2,1.0,4,3,1,0.0,0.0,91.0,,0,,,,,,,0,0,2025
TQRMNOQYYHLMKOCDEGKDB00853125,1,2,77,2,1.0,3,3,1,0.0,0.0,91.0,,0,,,,,,,0,0,2025
TQSMNOSYWHMOKQCDEGKDB00881076,1,1,26,3,1.0,4,1,0,0.0,0.0,80.0,,3,0.0,35.0,0.0,2.0,6.0,,0,0,2025
TQRMNORWQHLMKQCDEFIAH00851587,1,2,50,5,1.0,5,2,0,0.0,0.0,530.0,,0,,,,,,5.0,0,0,2025
TQRMNOQVYHLNLNCDEIOAH00856092,1,1,62,1,4.0,3,1,0,800000.0,400000.0,142.0,209.0,2,0.0,22.0,0.0,2.0,1.0,,0,0,2025
TQRMNOQVYHLNLNCDEIOAH00856092,1,2,63,1,1.0,1,3,1,800000.0,400000.0,142.0,209.0,0,,,,,,,0,0,2025
TQRMNOPWVHMMLMCDEIOAH00881101,1,1,26,5,1.0,4,1,0,0.0,0.0,68.0,,3,0.0,60.0,0.0,2.0,,,0,0,2025
TQRMNOSUUHJLLLCDEFLID00875897,1,1,14,5,1.0,3,3,3,0.0,0.0,422.0,,0,,,,,,,0,0,2025
TQRMNOPQUHKMLSCDEFKID00858373,1,2,44,5,1.0,6,1,0,850000.0,425000.0,694.0,969.0,3,2.0,30.0,10.0,1.0,9.0,,0,0,2025
TQRMNOPQUHKMLSCDEFKID00858373,1,1,16,5,1.0,3,3,3,850000.0,425000.0,694.0,969.0,0,,,,,,,0,0,2025
TQRMNOPQXHKMLSCDEFKID00857506,1,2,59,5,12.0,6,3,1,1100000.0,1100000.0,615.0,771.0,0,,,,,,,0,0,2025
TQRMNOVPTHLOLSCDEFKID00851901,1,2,52,5,2.0,3,1,0,1836000.0,459000.0,898.0,1419.0,3,0.0,0.0,0.0,2.0,0.0,,0,0,2025
TQRMNOVPTHLOLSCDEFKID00851901,1,1,31,5,1.0,5,1,0,1836000.0,459000.0,898.0,1419.0,3,3.0,30.0,30.0,2.0,2.0,,0,0,2025
TQRMNOVPTHLOLSCDEFKID00851901,1,2,21,3,4.0,3,1,0,1836000.0,459000.0,898.0,1419.0,2,0.0,0.0,0.0,2.0,1.0,,0,0,2025
TQRMNOVPTHLOLSCDEFKID00851901,1,1,4,5,4.0,7,4,5,1836000.0,459000.0,898.0,1419.0,0,,,,,,,0,0,2025
TQRMNORXQHKNLUCDEFKID00858374,1,2,69,3,1.0,1,3,4,450000.0,450000.0,639.0,800.0,0,,,,,,,0,0,2025
TQRMNOPSYHKMMLCDEFKID00858375,1,1,52,1,1.0,2,1,0,1320000.0,440000.0,724.0,1049.0,3,0.0,48.0,0.0,2.0,12.0,,0,0,2025
TQRMNOPXYHKOKMCDEIMBF00861441,1,2,62,2,1.0,3,3,1,1950000.0,975000.0,116.0,120.0,0,,,,,,,0,0,2025
TQRMNOPXYHKOKMCDEIMBF00861441,1,1,56,2,1.0,3,1,0,1950000.0,975000.0,116.0,120.0,3,0.0,48.0,0.0,2.0,,,0,0,2025
TQSMNOQTTHJOKSCDEIMBF00873434,1,1,60,3,1.0,2,3,4,280000.0,280000.0,137.0,140.0,0,,,,,,,0,0,2025
TQRMNORWUHMOLMCDEIMBF00881201,1,2,37,3,1.0,4,1,0,0.0,0.0,173.0,,3,0.0,48.0,0.0,2.0,6.0,,0,0,2025
TQRMNORWUHMOLMCDEIMBF00881201,1,2,19,5,1.0,4,1,0,0.0,0.0,173.0,,3,0.0,72.0,0.0,2.0,12.0,,0,0,2025
TQRMNORWUHMOLMCDEIMBF00881201,1,1,13,5,1.0,3,3,3,0.0,0.0,173.0,,0,,,,,,,0,0,2025
TQRMNOQPPHJNKTCDEIMBF00881202,1,1,73,4,1.0,3,3,1,0.0,0.0,102.0,,0,,,,,,,0,0,2025
TQRMNOQPPHJNKTCDEIMBF00881202,1,1,28,5,4.0,4,3,4,0.0,0.0,102.0,,0,,,,,,,0,0,2025
TQRMNORUVHJNKTCDEIMBF00873638,1,2,72,4,1.0,4,3,1,0.0,0.0,120.0,,0,,,,,,,0,0,2025
TQRMNORPPHLLKSCDEIMBF00855926,1,2,75,4,1.0,6,3,1,600000.0,600000.0,252.0,372.0,0,,,,,,,0,0,2025
TQRMNOVVSHKLKTCDEIMBF00881203,1,1,22,5,1.0,5,1,0,350000.0,350000.0,170.0,254.0,3,0.0,25.0,0.0,2.0,8.0,,0,0,2025
TQRMNOVVUHKLKTCDEIMBF00864687,1,1,21,5,1.0,5,3,3,400000.0,400000.0,170.0,240.0,0,,,,,,,0,0,2025
TQRMNOQYSHKLKUCDEIMBF00881204,1,1,49,2,12.0,5,1,0,2300000.0,575000.0,165.0,215.0,3,0.0,44.0,0.0,2.0,6.0,,0,0,2025
TQRMNOQYSHKLKUCDEIMBF00881204,1,2,47,2,12.0,6,1,0,2300000.0,575000.0,165.0,215.0,3,2.0,25.0,6.0,1.0,7.0,,0,0,2025
TQRMNOQRUHJMLMCDEIOAH00872843,1,2,45,2,1.0,5,2,0,1350000.0,675000.0,118.0,134.0,2,,,,,,3.0,0,0,2025
TQRMNOQRUHJMLMCDEIOAH00872843,1,1,37,2,1.0,4,1,0,1350000.0,675000.0,118.0,134.0,3,0.0,48.0,0.0,2.0,7.0,,0,0,2025
TQRMNOPXPHLOLLCDEIOAH00856068,1,1,58,3,1.0,2,1,0,0.0,0.0,120.0,,3,0.0,50.0,0.0,2.0,,,0,0,2025
TQRMNOPRVHLNLNCDEIOAH00856071,1,1,43,1,1.0,4,1,0,2260000.0,1130000.0,142.0,249.0,3,0.0,60.0,0.0,2.0,9.0,,0,0,2025
TQRMNOPRVHLNLNCDEIOAH00856071,1,2,45,1,1.0,4,1,0,2260000.0,1130000.0,142.0,249.0,3,2.0,25.0,25.0,2.0,0.0,,0,0,2025
TQRMNOPXYHLMMLCDEFIAH00881296,1,1,43,1,1.0,6,1,0,1900000.0,633333.33,817.0,1421.0,3,0.0,40.0,0.0,2.0,4.0,,0,0,2025
TQRMNOPXYHLMMLCDEFIAH00881296,1,2,5,5,1.0,7,4,5,1900000.0,633333.33,817.0,1421.0,0,,,,,,,0,0,2025
TQRMNORXVHKOLPCDEFLID00864660,1,1,38,5,4.0,3,1,0,0.0,0.0,381.0,,2,0.0,22.0,0.0,2.0,1.0,,0,0,2025
TQRMNOSYRHJKLLCDEGJBF00872521,1,1,56,1,1.0,6,3,1,2150000.0,1075000.0,1099.0,1179.0,0,,,,,,,0,0,2025
TQRMNORXYHMLLOCDEIMBF00881002,1,1,0,5,1.0,7,4,5,5000000.0,1666666.67,201.0,261.0,0,,,,,,,0,0,2025
TQRMNOQXSHKMLMCDEIMBF00881003,1,2,35,2,1.0,6,1,0,2216000.0,554000.0,217.0,264.0,3,2.0,10.0,6.0,1.0,7.0,,0,0,2025
TQRMNOQXSHKMLMCDEIMBF00881003,1,1,35,2,1.0,5,1,0,2216000.0,554000.0,217.0,264.0,3,0.0,50.0,0.0,2.0,6.0,,0,0,2025
TQRMNOUQQHLOKPCDEIMBF00855931,1,1,19,5,4.0,3,3,3,855000.0,213750.0,133.0,193.0,0,,,,,,,0,0,2025
TQRMNOUQQHLOKPCDEIMBF00855931,1,1,16,5,4.0,3,3,3,855000.0,213750.0,133.0,193.0,0,,,,,,,0,0,2025
TQRMNOQWXHKMLUCDEIKAH00857530,1,1,71,3,1.0,4,3,4,294000.0,294000.0,482.0,705.0,0,,,,,,,0,0,2025
TQRMNOQXRHKMLUCDEIKAH00856706,1,1,77,2,1.0,2,3,1,613000.0,306500.0,672.0,1875.0,0,,,,,,,0,0,2025
