codusu,nro_hogar,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,itf,ipcf,pondera,pondih,cat_ocup,pp03d,pp3e_tot,pp3f_tot,pp04a,pp04c,pp10a,pp3e_tot_missing,pp3f_tot_missing,anio
TQRMNOVQVHJOLOCDEFKID00875778,1,2,25,1,4.0,4,1,0,1028000.0,205600.0,927.0,1076.0,3,0.0,24.0,0.0,2.0,3.0,,0,0,2025
TQRMNOVQVHJOLOCDEFKID00875778,1,2,7,5,4.0,1,4,3,1028000.0,205600.0,927.0,1076.0,0,,,,,,,0,0,2025
TQRMNOVQVHJOLOCDEFKID00875778,1,1,4,5,4.0,7,4,5,1028000.0,205600.0,927.0,1076.0,0,,,,,,,0,0,2025
TQRMNOVQVHJOLOCDEFKID00875778,1,1,0,5,4.0,7,4,5,1028000.0,205600.0,927.0,1076.0,0,,,,,,,0,0,2025
TQRMNOUPQHLOLOCDEFKID00851757,1,2,29,5,4.0,5,1,0,690000.0,230000.0,1294.0,1531.0,2,0.0,70.0,0.0,2.0,1.0,,0,0,2025
TQRMNOUPQHLOLOCDEFKID00851757,1,2,13,5,4.0,1,3,3,690000.0,230000.0,1294.0,1531.0,0,,,,,,,0,0,2025
TQRMNOUPQHLOLOCDEFKID00851757,1,1,5,5,4.0,7,4,5,690000.0,230000.0,1294.0,1531.0,0,,,,,,,0,0,2025
TQRMNOQVWHMMLQCDEFKID00877643,1,2,39,1,1.0,6,1,0,1050000.0,350000.0,727.0,1180.0,3,0.0,24.0,0.0,1.0,12.0,,0,0,2025
TQRMNOQVWHMMLQCDEFKID00877643,1,1,41,1,1.0,3,1,0,1050000.0,350000.0,727.0,1180.0,3,0.0,36.0,0.0,2.0,,,0,0,2025
TQRMNOQVWHMMLQCDEFKID00877643,1,2,2,5,1.0,7,4,5,1050000.0,350000.0,727.0,1180.0,0,,,,,,,0,0,2025
TQRMNOSTRHJMLRCDEFKID00875910,1,2,51,5,2.0,3,1,0,0.0,0.0,656.0,,3,0.0,60.0,0.0,2.0,2.0,,0,0,2025
TQRMNOSTRHJMLRCDEFKID00875910,1,1,28,1,1.0,3,1,0,0.0,0.0,656.0,,3,2.0,40.0,4.0,2.0,,,0,0,2025
TQRMNOSTRHJMLRCDEFKID00875910,1,1,24,5,2.0,5,1,0,0.0,0.0,656.0,,3,2.0,54.0,6.0,2.0,2.0,,0,0,2025
TQRMNOSTRHJMLRCDEFKID00875910,1,1,19,5,2.0,5,3,3,0.0,0.0,656.0,,0,,,,,,,0,0,2025
TQRMNOSSYHMLKSCDEGJBF00877718,1,2,49,2,1.0,4,1,0,0.0,0.0,674.0,,2,0.0,40.0,0.0,2.0,3.0,,0,0,2025
TQRMNOSSYHMLKSCDEGJBF00877718,1,1,58,2,1.0,5,1,0,0.0,0.0,674.0,,2,0.0,72.0,0.0,2.0,3.0,,0,0,2025
TQRMNOSSYHMLKSCDEGJBF00877718,1,1,23,5,1.0,4,1,0,0.0,0.0,674.0,,3,0.0,40.0,0.0,2.0,,,0,0,2025
TQRMNOSSYHMLKSCDEGJBF00877718,1,2,22,5,1.0,4,1,0,0.0,0.0,674.0,,3,0.0,30.0,0.0,2.0,3.0,,0,0,2025
TQRMNORVQHMOKTCDEGJBF00877719,1,2,68,4,1.0,5,1,0,753000.0,753000.0,833.0,891.0,3,0.0,63.0,0.0,2.0,0.0,,0,0,2025
TQRMNOQQWHKMKMCDEIOAH00865392,1,2,60,3,1.0,3,1,0,940000.0,470000.0,92.0,158.0,3,5.0,10.0,49.0,2.0,0.0,,0,0,2025
TQRMNOQQWHKMKMCDEIOAH00865392,1,1,19,5,4.0,3,1,0,940000.0,470000.0,92.0,158.0,2,0.0,35.0,0.0,2.0,1.0,,0,0,2025
TQRMNOSTVHJLKMCDEIOAH00876437,1,1,47,1,2.0,6,1,0,2400000.0,800000.0,225.0,303.0,1,2.0,25.0,20.0,2.0,,,0,0,2025
TQRMNOSTVHJLKMCDEIOAH00876437,1,2,42,1,2.0,4,1,0,2400000.0,800000.0,225.0,303.0,3,0.0,45.0,0.0,2.0,,,0,0,2025
TQRMNOSTVHJLKMCDEIOAH00876437,1,1,5,5,2.0,7,4,5,2400000.0,800000.0,225.0,303.0,0,,,,,,,0,0,2025
TQRMNOTXQHLNKTCDEFKID00857791,1,1,44,5,1.0,4,1,0,840000.0,840000.0,639.0,850.0,3,0.0,44.0,0.0,2.0,4.0,,0,0,2025
TQRMNOPWSHLMLQCDEFKID00851758,1,1,37,1,4.0,4,1,0,860000.0,143333.33,702.0,1064.0,2,0.0,21.0,0.0,2.0,1.0,,0,0,2025
TQRMNOPWSHLMLQCDEFKID00851758,1,2,35,1,4.0,4,1,0,860000.0,143333.33,702.0,1064.0,2,0.0,35.0,0.0,2.0,1.0,,0,0,2025
TQRMNOPWSHLMLQCDEFKID00851758,1,2,12,5,4.0,1,3,3,860000.0,143333.33,702.0,1064.0,0,,,,,,,0,0,2025
TQRMNOPWSHLMLQCDEFKID00851758,1,1,11,5,4.0,1,3,3,860000.0,143333.33,702.0,1064.0,0,,,,,,,0,0,2025
TQRMNOPWSHLMLQCDEFKID00851758,1,1,10,5,4.0,1,3,3,860000.0,143333.33,702.0,1064.0,0,,,,,,,0,0,2025
TQRMNOPWSHLMLQCDEFKID00851758,1,2,7,5,4.0,1,4,3,860000.0,143333.33,702.0,1064.0,0,,,,,,,0,0,2025
TQRMNOPQVHKMLSCDEFKID00860911,1,2,49,2,2.0,6,1,0,2500000.0,625000.0,686.0,1130.0,3,0.0,30.0,0.0,2.0,9.0,,0,0,2025
TQRMNOPQVHKMLSCDEFKID00860911,1,1,53,2,2.0,4,1,0,2500000.0,625000.0,686.0,1130.0,3,0.0,45.0,0.0,2.0,7.0,,0,0,2025
TQRMNOPQVHKMLSCDEFKID00860911,1,1,13,5,2.0,3,3,3,2500000.0,625000.0,686.0,1130.0,0,,,,,,,0,0,2025
TQRMNOPQVHKMLSCDEFKID00860911,1,2,16,5,2.0,3,3,3,2500000.0,625000.0,686.0,1130.0,0,,,,,,,0,0,2025
TQRMNORYTHMOLUCDEFKID00877861,1,2,78,4,1.0,1,1,0,0.0,0.0,706.0,,2,0.0,48.0,0.0,2.0,1.0,,0,0,2025
TQSMNOQWQHLOLTCDEFKID00875921,1,2,39,3,4.0,2,1,0,330000.0,110000.0,930.0,1221.0,2,0.0,30.0,0.0,2.0,2.0,,0,0,2025
TQSMNOQWQHLOLTCDEFKID00875921,1,2,19,5,4.0,5,3,3,330000.0,110000.0,930.0,1221.0,0,,,,,,,0,0,2025
TQSMNOQWQHLOLTCDEFKID00875921,1,2,5,5,4.0,7,4,5,330000.0,110000.0,930.0,1221.0,0,,,,,,,0,0,2025
TQRMNOQUTHJMLSCDEFIAH00872709,1,1,61,3,1.0,4,1,0,0.0,0.0,982.0,,2,0.0,49.0,0.0,2.0,1.0,,0,0,2025
TQRMNOQXSHLMLTCDEFIAH00872710,1,1,62,2,1.0,6,1,0,3200000.0,1600000.0,671.0,1151.0,3,0.0,45.0,0.0,1.0,12.0,,0,0,2025
TQRMNOQXSHLMLTCDEFIAH00872710,1,2,63,2,1.0,6,1,0,3200000.0,1600000.0,671.0,1151.0,3,0.0,40.0,0.0,1.0,,,0,0,2025
TQRMNOPQVHMOLTCDEFIAH00877883,1,1,41,2,4.0,3,1,0,0.0,0.0,1375.0,,3,0.0,48.0,0.0,2.0,3.0,,0,0,2025
TQRMNOPQVHMOLTCDEFIAH00877883,1,2,47,2,4.0,3,3,4,0.0,0.0,1375.0,,0,,,,,,,0,0,2025
TQRMNOPQVHMOLTCDEFIAH00877883,1,2,14,5,4.0,3,3,3,0.0,0.0,1375.0,,0,,,,,,,0,0,2025
TQRMNOPQVHMOLTCDEFIAH00877883,1,2,12,5,4.0,3,3,3,0.0,0.0,1375.0,,0,,,,,,,0,0,2025
TQRMNOPQVHMOLTCDEFIAH00877883,1,2,8,5,4.0,1,4,3,0.0,0.0,1375.0,,0,,,,,,,0,0,2025
TQRMNORQWHMMKPCDEIOAH00877913,1,2,27,1,1.0,3,2,0,1555000.0,518333.33,129.0,128.0,3,,,,,,2.0,0,0,2025
TQRMNORQWHMMKPCDEIOAH00877913,1,1,26,1,1.0,4,1,0,1555000.0,518333.33,129.0,128.0,3,0.0,54.0,0.0,2.0,11.0,,0,0,2025
TQRMNORQWHMMKPCDEIOAH00877913,1,1,5,5,4.0,7,4,5,1555000.0,518333.33,129.0,128.0,0,,,,,,,0,0,2025
TQRMNOQWQHLOKMCDEFMDB00852208,1,2,25,5,4.0,3,1,0,573000.0,191000.0,231.0,323.0,2,0.0,15.0,0.0,2.0,3.0,,0,0,2025
TQRMNOQWQHLOKMCDEFMDB00852208,1,1,20,5,4.0,3,1,0,573000.0,191000.0,231.0,323.0,2,0.0,35.0,0.0,2.0,1.0,,0,0,2025
TQRMNOQWQHLOKMCDEFMDB00852208,1,2,5,5,3.0,7,4,5,573000.0,191000.0,231.0,323.0,0,,,,,,,0,0,2025
TQRMNOSQUHLLKNCDEFMDB00852057,1,2,31,5,1.0,6,1,0,1100000.0,1100000.0,186.0,212.0,3,0.0,40.0,0.0,3.0,5.0,,0,0,2025
TQRMNOVQVHLNLSCDEFJAH00861741,1,1,43,5,4.0,3,1,0,600000.0,600000.0,476.0,637.0,2,0.0,30.0,0.0,2.0,1.0,,0,0,2025
TQRMNOPQVHKNLTCDEFJAH00865089,1,1,59,2,1.0,4,1,0,0.0,0.0,284.0,,3,0.0,40.0,0.0,2.0,,,0,0,2025
TQRMNOPQVHKNLTCDEFJAH00865089,1,2,53,2,1.0,4,1,0,0.0,0.0,284.0,,3,6.0,18.0,24.0,2.0,0.0,,0,0,2025
TQRMNOPQVHKNLTCDEFJAH00865089,1,1,21,5,1.0,4,1,0,0.0,0.0,284.0,,3,0.0,24.0,0.0,2.0,,,0,0,2025
TQRMNOQRWHMNKOCDEIMBF00877915,1,1,60,5,4.0,1,3,4,250000.0,250000.0,118.0,121.0,0,,,,,,,0,0,2025
TQRMNORVUHMNKOCDEIMBF00877916,1,1,34,2,1.0,4,1,0,1910000.0,318333.33,96.0,113.0,3,0.0,44.0,0.0,2.0,,,0,0,2025
TQRMNORVUHMNKOCDEIMBF00877916,1,1,81,4,1.0,1,3,4,1910000.0,318333.33,96.0,113.0,0,,,,,,,0,0,2025
TQRMNORVUHMNKOCDEIMBF00877916,1,2,32,2,1.0,4,1,0,1910000.0,318333.33,96.0,113.0,3,0.0,16.0,0.0,2.0,0.0,,0,0,2025
TQRMNOSTRHJMLRCDEFKID00875910,1,1,16,5,2.0,3,3,3,0.0,0.0,656.0,,0,,,,,,,0,0,2025
TQRMNOSTRHJMLRCDEFKID00875910,1,2,30,1,1.0,4,2,0,0.0,0.0,656.0,,0,,,,,,5.0,0,0,2025
TQRMNOSTRHJMLRCDEFKID00875910,1,1,7,5,1.0,1,4,3,0.0,0.0,656.0,,0,,,,,,,0,0,2025
TQRMNOSTRHJMLRCDEFKID00875910,1,2,2,5,1.0,7,4,5,0.0,0.0,656.0,,0,,,,,,,0,0,2025
TQRMNORXVHLOLLCDEFKID00851755,1,1,75,2,12.0,6,3,1,1835900.0,917950.0,947.0,1124.0,0,,,,,,,0,0,2025
TQRMNORXVHLOLLCDEFKID00851755,1,2,76,2,12.0,5,3,1,1835900.0,917950.0,947.0,1124.0,0,,,,,,,0,0,2025
TQRMNORWTHLOLNCDEFKID00851889,1,1,61,4,1.0,4,1,0,0.0,0.0,729.0,,2,0.0,30.0,0.0,2.0,1.0,,0,0,2025
TQRMNORXYHJMLQCDEIMBF00877773,1,2,4,5,1.0,7,4,5,800000.0,266666.67,176.0,223.0,0,,,,,,,0,0,2025
TQRMNORXYHJMLQCDEIMBF00877773,1,2,33,2,1.0,6,3,4,800000.0,266666.67,176.0,223.0,0,,,,,,,0,0,2025
TQRMNORXYHJMLQCDEIMBF00877773,1,1,35,2,1.0,3,1,0,800000.0,266666.67,176.0,223.0,1,0.0,72.0,0.0,2.0,2.0,,0,0,2025
TQRMNOTSTHLMLPCDEIMBF00855878,2,1,34,1,4.0,4,1,0,1018000.0,203600.0,221.0,358.0,2,0.0,48.0,0.0,2.0,1.0,,0,0,2025
TQRMNOTSTHLMLPCDEIMBF00855878,2,2,33,1,4.0,3,3,4,1018000.0,203600.0,221.0,358.0,0,,,,,,,0,0,2025
TQRMNOTSTHLMLPCDEIMBF00855878,2,1,16,5,4.0,3,3,3,1018000.0,203600.0,221.0,358.0,0,,,,,,,0,0,2025
TQRMNOTSTHLMLPCDEIMBF00855878,2,1,14,5,4.0,3,3,3,1018000.0,203600.0,221.0,358.0,0,,,,,,,0,0,2025
TQRMNOTSTHLMLPCDEIMBF00855878,2,2,5,5,4.0,1,4,5,1018000.0,203600.0,221.0,358.0,0,,,,,,,0,0,2025
TQSMNOPSSHLNLQCDEIMBF00855985,1,1,41,2,4.0,1,1,0,400000.0,100000.0,173.0,203.0,3,0.0,60.0,0.0,2.0,2.0,,0,0,2025
TQSMNOPSSHLNLQCDEIMBF00855985,1,2,41,2,4.0,3,3,4,400000.0,100000.0,173.0,203.0,0,,,,,,,0,0,2025
TQSMNOPSSHLNLQCDEIMBF00855985,1,2,15,5,4.0,3,3,3,400000.0,100000.0,173.0,203.0,0,,,,,,,0,0,2025
TQSMNOPSSHLNLQCDEIMBF00855985,1,2,5,5,4.0,7,4,5,400000.0,100000.0,173.0,203.0,0,,,,,,,0,0,2025
TQVMNORXUHLLLUCDEFKID00851760,1,2,24,5,1.0,5,1,0,325000.0,325000.0,1770.0,2164.0,3,3.0,10.0,6.0,2.0,0.0,,0,0,2025
TQRMNOPVSHJOLSCDEFKID00877862,1,1,26,5,4.0,4,2,0,0.0,0.0,881.0,802.0,3,,,,,,2.0,0,0,2025
TQRMNOTXPHLMMMCDEFKID00851910,1,2,55,3,1.0,4,1,0,1580000.0,790000.0,744.0,1014.0,2,0.0,45.0,0.0,2.0,1.0,,0,0,2025
TQRMNOTXPHLMMMCDEFKID00851910,1,1,19,5,1.0,5,3,3,1580000.0,790000.0,744.0,1014.0,0,,,,,,,0,0,2025
TQRMNOQSVHKMLSCDEFIAH00861627,1,1,32,1,1.0,4,1,0,1150000.0,383333.33,760.0,1338.0,3,0.0,20.0,0.0,1.0,10.0,,0,0,2025
TQRMNOQSVHKMLSCDEFIAH00861627,1,2,33,1,1.0,6,1,0,1150000.0,383333.33,760.0,1338.0,3,0.0,15.0,0.0,1.0,12.0,,0,0,2025
TQRMNOQSVHKMLSCDEFIAH00861627,1,2,2,5,1.0,7,4,5,1150000.0,383333.33,760.0,1338.0,0,,,,,,,0,0,2025
TQRMNORWQHKOLTCDEFIAH00860925,1,1,65,2,1.0,4,3,4,800000.0,400000.0,675.0,1137.0,0,,,,,,,0,0,2025
TQRMNORWQHKOLTCDEFIAH00860925,1,2,63,2,1.0,7,3,4,800000.0,400000.0,675.0,1137.0,0,,,,,,,0,0,2025
TQRMNOSXRHMMLMCDEIKAH00877884,1,2,73,4,1.0,6,3,1,501000.0,501000.0,884.0,493.0,0,,,,,,,0,0,2025
TQRMNORVUHMNKOCDEIMBF00877916,1,1,60,5,4.0,2,3,6,1910000.0,318333.33,96.0,113.0,0,,,,,,,0,0,2025
TQRMNORVUHMNKOCDEIMBF00877916,1,1,52,5,4.0,2,3,4,1910000.0,318333.33,96.0,113.0,0,,,,,,,0,0,2025
TQRMNORVUHMNKOCDEIMBF00877916,1,2,60,5,1.0,1,3,6,1910000.0,318333.33,96.0,113.0,0,,,,,,,0,0,2025
TQRMNOQTQHKKKOCDEIMBF00860785,1,1,56,2,1.0,5,1,0,0.0,0.0,166.0,,3,2.0,30.0,10.0,2.0,6.0,,0,0,2025
TQRMNOQTQHKKKOCDEIMBF00860785,1,2,58,2,1.0,6,1,0,0.0,0.0,166.0,,3,0.0,25.0,0.0,1.0,4.0,,0,0,2025
TQRMNOQTQHKKKOCDEIMBF00860785,1,2,22,5,1.0,5,1,0,0.0,0.0,166.0,,3,0.0,20.0,0.0,2.0,0.0,,0,0,2025
TQRMNOQTQHKKKOCDEIMBF00860785,1,2,26,5,1.0,6,1,0,0.0,0.0,166.0,,3,0.0,24.0,0.0,2.0,,,0,0,2025
TQRMNOQYPHJKKOCDEIMBF00872759,1,2,48,3,1.0,6,1,0,750000.0,750000.0,107.0,188.0,3,2.0,4.0,2.0,2.0,3.0,,0,0,2025
TQRMNOVQSHKMKPCDEIMBF00859812,2,2,25,1,1.0,5,1,0,980000.0,490000.0,163.0,228.0,3,0.0,30.0,0.0,1.0,11.0,,0,0,2025
TQRMNOVQSHKMKPCDEIMBF00859812,2,1,25,1,4.0,5,1,0,980000.0,490000.0,163.0,228.0,3,0.0,30.0,0.0,1.0,7.0,,0,0,2025
TQRMNOSRXHJOKPCDEIMBF00872772,1,1,78,4,1.0,2,3,1,1295000.0,647500.0,126.0,160.0,0,,,,,,,0,0,2025
TQRMNOSRXHJOKPCDEIMBF00872772,1,2,27,5,1.0,4,1,0,1295000.0,647500.0,126.0,160.0,3,0.0,48.0,0.0,2.0,,,0,0,2025
TQRMNOQUVHJMKQCDEIMBF00872773,1,2,68,4,1.0,3,3,1,0.0,0.0,139.0,,0,,,,,,,0,0,2025
TQRMNOQUVHJMKQCDEIMBF00872773,1,1,40,5,4.0,4,1,0,0.0,0.0,139.0,,2,0.0,84.0,0.0,2.0,3.0,,0,0,2025
TQRMNOUTQHKKKMCDEIOAH00877627,1,2,37,1,1.0,4,1,0,3150000.0,787500.0,134.0,210.0,3,0.0,30.0,0.0,1.0,9.0,,0,0,2025
TQRMNOUTQHKKKMCDEIOAH00877627,1,1,39,1,1.0,4,1,0,3150000.0,787500.0,134.0,210.0,3,0.0,0.0,0.0,2.0,,,0,0,2025
TQRMNOUTQHKKKMCDEIOAH00877627,1,2,12,5,1.0,3,3,3,3150000.0,787500.0,134.0,210.0,0,,,,,,,0,0,2025
TQRMNOUTQHKKKMCDEIOAH00877627,1,1,5,5,1.0,7,4,5,3150000.0,787500.0,134.0,210.0,0,,,,,,,0,0,2025
TQRMNOUTTHKKKMCDEIOAH00860942,1,2,52,1,1.0,3,1,0,2960000.0,1480000.0,97.0,153.0,3,5.0,8.0,32.0,2.0,0.0,,0,0,2025
TQRMNOUTTHKKKMCDEIOAH00860942,1,1,43,1,1.0,3,1,0,2960000.0,1480000.0,97.0,153.0,3,2.0,60.0,10.0,2.0,10.0,,0,0,2025
TQRMNOQYQHKNKNCDEIOAH00861632,1,2,75,4,1.0,3,3,4,520000.0,520000.0,74.0,109.0,0,,,,,,,0,0,2025
TQRMNOPWVHKMKOCDEFLID00860531,1,2,39,5,4.0,4,3,4,0.0,0.0,190.0,,0,,,,,,,0,0,2025
TQRMNOPWVHKMKOCDEFLID00860531,1,2,15,5,4.0,3,3,3,0.0,0.0,190.0,,0,,,,,,,0,0,2025
TQRMNOSQQHMMKPCDEFLID00877701,1,2,57,5,4.0,2,3,2,940000.0,470000.0,289.0,578.0,0,,,,,,,0,0,2025
TQRMNOQQUHJMLPCDEIMBF00872938,1,2,49,5,1.0,6,1,0,500000.0,500000.0,97.0,131.0,3,0.0,25.0,0.0,2.0,10.0,,0,0,2025
TQRMNOPSVHKMLOCDEIMBF00861588,1,2,27,1,1.0,4,1,0,1160000.0,386666.67,208.0,263.0,2,2.0,30.0,3.0,2.0,1.0,,0,0,2025
TQRMNOPSVHKMLOCDEIMBF00861588,1,1,32,1,1.0,3,1,0,1160000.0,386666.67,208.0,263.0,3,0.0,54.0,0.0,2.0,11.0,,0,0,2025
TQRMNOSPTHKMKMCDEIKAH00856637,1,2,66,4,1.0,4,3,1,0.0,0.0,1289.0,,0,,,,,,,0,0,2025
TQRMNOSPTHKMKMCDEIKAH00856637,1,1,33,3,4.0,4,1,0,0.0,0.0,1289.0,,2,0.0,48.0,0.0,2.0,2.0,,0,0,2025
TQRMNOSPTHKMKMCDEIKAH00856637,1,1,26,5,1.0,4,1,0,0.0,0.0,1289.0,,3,0.0,50.0,0.0,2.0,6.0,,0,0,2025
TQRMNOSTPHLNLQCDEIMBF00855980,1,2,22,5,1.0,4,1,0,630000.0,630000.0,152.0,191.0,3,0.0,48.0,0.0,2.0,,,0,0,2025
TQRMNOPSQHLLKTCDEIGED00876426,1,1,39,2,1.0,4,1,0,2500000.0,500000.0,147.0,130.0,3,0.0,60.0,0.0,1.0,6.0,,0,0,2025
TQRMNOPSQHLLKTCDEIGED00876426,1,2,35,2,1.0,4,3,4,2500000.0,500000.0,147.0,130.0,0,,,,,,,0,0,2025
TQRMNOPSQHLLKTCDEIGED00876426,1,2,12,5,1.0,3,3,3,2500000.0,500000.0,147.0,130.0,0,,,,,,,0,0,2025
TQRMNOPSQHLLKTCDEIGED00876426,1,2,11,5,1.0,1,3,3,2500000.0,500000.0,147.0,130.0,0,,,,,,,0,0,2025
TQRMNOPSQHLLKTCDEIGED00876426,1,1,8,5,1.0,1,4,3,2500000.0,500000.0,147.0,130.0,0,,,,,,,0,0,2025
TQRMNORXUHKLKTCDEIGED00856710,1,1,36,5,1.0,6,1,0,2310000.0,2310000.0,197.0,188.0,3,0.0,40.0,0.0,2.0,11.0,,0,0,2025
TQRMNORSTHLKLMCDEIKAH00855749,1,2,86,4,1.0,4,3,1,700000.0,700000.0,303.0,264.0,0,,,,,,,0,0,2025
TQRMNORPQHMLLOCDEIKAH00877885,1,2,57,4,1.0,6,1,0,0.0,0.0,1426.0,,3,0.0,60.0,0.0,2.0,1.0,,0,0,2025
TQRMNORPQHMLLOCDEIKAH00877885,1,2,25,5,1.0,6,3,7,0.0,0.0,1426.0,,0,,,,,,,0,0,2025
TQRMNORPQHMLLOCDEIKAH00877885,1,1,19,5,1.0,5,3,3,0.0,0.0,1426.0,,0,,,,,,,0,0,2025
TQRMNOPPQHJLKUCDEIMBF00872935,1,2,58,4,1.0,3,1,0,2100000.0,1050000.0,131.0,147.0,3,0.0,40.0,0.0,2.0,8.0,,0,0,2025
TQRMNOPPQHJLKUCDEIMBF00872935,1,1,27,5,1.0,4,3,4,2100000.0,1050000.0,131.0,147.0,0,,,,,,,0,0,2025
TQRMNOQTYHJLKUCDEIMBF00875870,1,2,55,3,1.0,4,1,0,0.0,0.0,111.0,,3,2.0,20.0,20.0,2.0,,,0,0,2025
TQRMNORSPHJNKNCDEIMBF00872717,1,2,35,1,4.0,4,1,0,1152000.0,230400.0,213.0,263.0,2,0.0,83.0,0.0,2.0,1.0,,0,0,2025
TQRMNOSXYHJMKQCDEIMBF00872774,1,2,80,4,1.0,3,3,1,710000.0,710000.0,135.0,180.0,0,,,,,,,0,0,2025
TQRMNOQTYHJLLMCDEIMBF00877917,1,2,41,5,1.0,6,1,0,800000.0,800000.0,181.0,240.0,3,0.0,60.0,0.0,2.0,9.0,,0,0,2025
TQRMNOQYRHKLKUCDEIMBF00857687,1,2,72,2,1.0,4,3,1,686000.0,343000.0,141.0,239.0,0,,,,,,,0,0,2025
TQRMNOQYRHKLKUCDEIMBF00857687,1,1,74,2,1.0,5,3,1,686000.0,343000.0,141.0,239.0,0,,,,,,,0,0,2025
TQRMNORWQHKNLLCDEIMBF00860844,1,2,44,3,4.0,3,1,0,1135000.0,283750.0,121.0,112.0,3,2.0,35.0,6.0,2.0,9.0,,0,0,2025
TQRMNORWQHKNLLCDEIMBF00860844,1,2,25,5,4.0,5,3,3,1135000.0,283750.0,121.0,112.0,0,,,,,,,0,0,2025
TQRMNORWQHKNLLCDEIMBF00860844,1,2,24,5,4.0,5,3,3,1135000.0,283750.0,121.0,112.0,0,,,,,,,0,0,2025
TQRMNORWQHKNLLCDEIMBF00860844,1,2,16,5,4.0,3,3,3,1135000.0,283750.0,121.0,112.0,0,,,,,,,0,0,2025
TQRMNOPWRHMMLLCDEFIAH00877630,1,2,79,5,1.0,2,3,2,500000.0,500000.0,550.0,687.0,0,,,,,,,0,0,2025
TQRMNORVSHLMLNCDEFIAH00851607,1,1,25,5,2.0,5,3,3,368000.0,368000.0,829.0,875.0,0,,,,,,,0,0,2025
TQRMNOPYSHLMKPCDEFLID00852024,1,1,36,1,1.0,4,1,0,0.0,0.0,638.0,,3,0.0,54.0,0.0,2.0,11.0,,0,0,2025
TQRMNOPYSHLMKPCDEFLID00852024,1,2,7,5,1.0,1,4,3,0.0,0.0,638.0,,0,,,,,,,0,0,2025
TQRMNOPYSHLMKPCDEFLID00852024,1,2,45,1,1.0,4,1,0,0.0,0.0,638.0,,3,0.0,30.0,0.0,2.0,,,0,0,2025
TQRMNOPVYHMMKOCDEFLID00877647,1,1,57,2,1.0,4,1,0,2300000.0,1150000.0,338.0,822.0,2,0.0,40.0,0.0,2.0,1.0,,0,0,2025
TQRMNOPVYHMMKOCDEFLID00877647,1,2,57,2,1.0,6,3,1,2300000.0,1150000.0,338.0,822.0,0,,,,,,,0,0,2025
TQRMNOSQQHMMKPCDEFLID00877701,1,1,28,5,1.0,6,1,0,940000.0,470000.0,289.0,578.0,3,0.0,44.0,0.0,2.0,6.0,,0,0,2025
TQRMNOPTVHLOKSCDEFLID00851916,1,2,60,2,1.0,3,1,0,1050000.0,525000.0,303.0,842.0,3,0.0,8.0,0.0,2.0,0.0,,0,0,2025
TQRMNOPTVHLOKSCDEFLID00851916,1,1,62,2,1.0,2,1,0,1050000.0,525000.0,303.0,842.0,3,0.0,44.0,0.0,2.0,2.0,,0,0,2025
TQRMNOQSSHKOKQCDEFLID00865371,1,2,87,4,1.0,2,3,2,0.0,0.0,239.0,,0,,,,,,,0,0,2025
TQRMNORRWHKNKRCDEFLID00857684,1,2,57,3,1.0,3,3,4,420000.0,210000.0,458.0,1015.0,0,,,,,,,0,0,2025
TQRMNORRWHKNKRCDEFLID00857684,1,2,24,5,4.0,3,3,4,420000.0,210000.0,458.0,1015.0,0,,,,,,,0,0,2025
TQRMNOPSVHKMLOCDEIMBF00861588,1,2,10,5,1.0,1,3,3,1160000.0,386666.67,208.0,263.0,0,,,,,,,0,0,2025
TQRMNOUSVHKLKTCDEIKAH00877722,1,1,20,5,1.0,4,1,0,4000000.0,4000000.0,1361.0,1230.0,2,0.0,42.0,0.0,2.0,1.0,,0,0,2025
TQRMNORWYHKOKMCDEIMBF00857650,1,2,25,5,1.0,5,1,0,750000.0,750000.0,151.0,205.0,3,0.0,63.0,0.0,2.0,6.0,,0,0,2025
TQRMNOTXQHMKKMCDEIOAH00877723,1,2,82,1,1.0,2,3,1,705000.0,352500.0,215.0,309.0,0,,,,,,,0,0,2025
TQRMNOPSUHLMKTCDEIKAH00873277,1,2,73,5,1.0,6,3,1,0.0,0.0,726.0,,0,,,,,,,0,0,2025
TQRMNOQXSHMMKPCDEIMBF00877752,1,2,58,3,1.0,3,1,0,1280000.0,640000.0,100.0,118.0,3,0.0,56.0,0.0,2.0,0.0,,0,0,2025
TQRMNOQXSHMMKPCDEIMBF00877752,1,2,30,5,1.0,5,1,0,1280000.0,640000.0,100.0,118.0,3,0.0,48.0,0.0,2.0,6.0,,0,0,2025
TQRMNORYTHKMKPCDEIMBF00857510,1,1,43,1,1.0,3,1,0,5500000.0,2750000.0,132.0,162.0,2,0.0,40.0,0.0,2.0,3.0,,0,0,2025
TQRMNORYTHKMKPCDEIMBF00857510,1,2,36,1,1.0,6,1,0,5500000.0,2750000.0,132.0,162.0,2,0.0,0.0,0.0,2.0,1.0,,0,0,2025
TQRMNOPTQHJNKMCDEIGED00494205,1,2,51,5,4.0,3,2,0,400000.0,133333.33,44.0,45.0,3,,,,,,4.0,0,0,2025
TQRMNOPTQHJNKMCDEIGED00494205,1,2,16,5,1.0,3,3,3,400000.0,133333.33,44.0,45.0,0,,,,,,,0,0,2025
