codusu,nro_hogar,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,ipcf,pondera,cat_ocup,pp03d,pp3e_tot,pp3f_tot,pp04a,pp04c,pp10a,pp3e_tot_missing,pp3f_tot_missing,anio,itf,pondih
151108,1.0,1.0,56.0,2.0,4.0,2.0,1.0,0.0,233.33333333333331,395.0,2.0,0.0,84.0,0.0,2.0,1.0,0.0,0,0,2005,,
151108,1.0,2.0,26.0,5.0,4.0,4.0,2.0,0.0,233.33333333333331,395.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,2005,,
151196,1.0,1.0,58.0,2.0,4.0,2.0,1.0,0.0,25.0,500.0,2.0,0.0,12.0,0.0,2.0,1.0,0.0,0,0,2005,,
151196,1.0,2.0,64.0,2.0,4.0,7.0,3.0,6.0,25.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
151237,1.0,2.0,68.0,5.0,1.0,2.0,3.0,1.0,430.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
151309,1.0,2.0,72.0,4.0,2.0,2.0,3.0,1.0,600.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
151606,1.0,1.0,49.0,2.0,2.0,6.0,1.0,0.0,116.66666666666669,342.0,3.0,0.0,20.0,0.0,2.0,7.0,0.0,0,0,2005,,
151606,1.0,2.0,42.0,2.0,2.0,4.0,3.0,4.0,116.66666666666669,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
151606,1.0,1.0,20.0,5.0,1.0,5.0,1.0,0.0,116.66666666666669,342.0,3.0,0.0,50.0,0.0,1.0,12.0,0.0,0,0,2005,,
151606,1.0,1.0,16.0,5.0,2.0,3.0,3.0,3.0,116.66666666666669,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
151606,1.0,1.0,12.0,5.0,2.0,2.0,3.0,3.0,116.66666666666669,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
151606,1.0,2.0,3.0,5.0,2.0,7.0,4.0,5.0,116.66666666666669,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
151646,1.0,1.0,61.0,2.0,1.0,4.0,1.0,0.0,780.0,727.0,3.0,0.0,30.0,0.0,1.0,12.0,0.0,0,0,2005,,
151646,1.0,2.0,60.0,2.0,1.0,5.0,1.0,0.0,780.0,727.0,3.0,2.0,10.0,,2.0,99.0,0.0,0,1,2005,,
151646,1.0,1.0,30.0,5.0,1.0,5.0,2.0,0.0,780.0,727.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,2005,,
151646,1.0,1.0,25.0,5.0,1.0,5.0,1.0,0.0,780.0,727.0,3.0,0.0,60.0,0.0,2.0,3.0,0.0,0,0,2005,,
151883,1.0,2.0,42.0,3.0,4.0,2.0,1.0,0.0,175.0,292.0,3.0,2.0,8.0,2.0,2.0,0.0,0.0,0,0,2005,,
151883,1.0,1.0,22.0,5.0,4.0,4.0,1.0,0.0,175.0,292.0,3.0,0.0,40.0,0.0,2.0,7.0,0.0,0,0,2005,,
151883,1.0,2.0,15.0,5.0,4.0,3.0,3.0,3.0,175.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
151883,1.0,1.0,14.0,5.0,4.0,1.0,3.0,3.0,175.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
151965,2.0,1.0,37.0,1.0,2.0,4.0,1.0,0.0,1350.0,537.0,3.0,0.0,40.0,0.0,2.0,10.0,0.0,0,0,2005,,
151965,2.0,2.0,28.0,1.0,2.0,4.0,1.0,0.0,1350.0,537.0,3.0,0.0,45.0,0.0,2.0,10.0,0.0,0,0,2005,,
152006,3.0,1.0,29.0,1.0,4.0,4.0,1.0,0.0,326.6666666666667,543.0,3.0,0.0,70.0,0.0,2.0,7.0,0.0,0,0,2005,,
152006,3.0,2.0,24.0,1.0,4.0,4.0,1.0,0.0,326.6666666666667,543.0,2.0,0.0,10.0,0.0,2.0,1.0,0.0,0,0,2005,,
152006,3.0,1.0,1.0,5.0,4.0,7.0,4.0,5.0,326.6666666666667,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
152207,1.0,1.0,48.0,2.0,4.0,2.0,1.0,0.0,112.5,552.0,3.0,2.0,20.0,5.0,2.0,99.0,0.0,0,0,2005,,
152207,1.0,2.0,47.0,2.0,4.0,1.0,2.0,0.0,112.5,552.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,2005,,
152207,1.0,1.0,17.0,5.0,4.0,2.0,1.0,0.0,112.5,552.0,2.0,0.0,15.0,0.0,2.0,1.0,0.0,0,0,2005,,
152207,1.0,1.0,11.0,5.0,4.0,1.0,3.0,3.0,112.5,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
152545,1.0,1.0,85.0,4.0,1.0,2.0,3.0,1.0,300.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
153308,1.0,2.0,78.0,4.0,1.0,4.0,3.0,1.0,400.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
153308,1.0,1.0,52.0,5.0,1.0,2.0,3.0,1.0,400.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
153466,1.0,1.0,51.0,2.0,2.0,4.0,1.0,0.0,160.0,518.0,1.0,0.0,40.0,0.0,2.0,4.0,0.0,0,0,2005,,
153466,1.0,2.0,48.0,2.0,2.0,6.0,3.0,4.0,160.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
153466,1.0,1.0,21.0,5.0,2.0,5.0,2.0,0.0,160.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,2005,,
153466,1.0,1.0,19.0,5.0,2.0,5.0,3.0,3.0,160.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
153466,1.0,1.0,15.0,5.0,2.0,3.0,3.0,3.0,160.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
153485,1.0,2.0,54.0,3.0,1.0,4.0,1.0,0.0,637.5,585.0,3.0,0.0,40.0,0.0,2.0,99.0,0.0,0,0,2005,,
153485,1.0,2.0,26.0,5.0,1.0,5.0,1.0,0.0,637.5,585.0,3.0,0.0,25.0,0.0,2.0,8.0,0.0,0,0,2005,,
153485,1.0,1.0,21.0,5.0,1.0,5.0,1.0,0.0,637.5,585.0,3.0,0.0,36.0,0.0,2.0,3.0,0.0,0,0,2005,,
153485,1.0,2.0,0.0,5.0,1.0,7.0,4.0,5.0,637.5,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
153563,1.0,1.0,53.0,2.0,1.0,2.0,1.0,0.0,253.33333333333331,481.0,3.0,0.0,44.0,0.0,2.0,99.0,0.0,0,0,2005,,
153563,1.0,2.0,45.0,2.0,1.0,1.0,3.0,4.0,253.33333333333331,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
153563,1.0,2.0,18.0,5.0,1.0,3.0,3.0,3.0,253.33333333333331,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
153563,1.0,1.0,25.0,1.0,4.0,2.0,1.0,0.0,253.33333333333331,481.0,3.0,0.0,48.0,0.0,2.0,99.0,0.0,0,0,2005,,
153563,1.0,2.0,24.0,1.0,4.0,2.0,1.0,0.0,253.33333333333331,481.0,3.0,0.0,20.0,0.0,3.0,99.0,0.0,0,0,2005,,
153563,1.0,1.0,7.0,5.0,4.0,1.0,4.0,3.0,253.33333333333331,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
153696,1.0,2.0,44.0,4.0,4.0,4.0,1.0,0.0,333.3333333333333,401.0,1.0,0.0,40.0,0.0,2.0,2.0,0.0,0,0,2005,,
153696,1.0,2.0,23.0,5.0,4.0,5.0,1.0,0.0,333.3333333333333,401.0,1.0,0.0,42.0,0.0,2.0,2.0,0.0,0,0,2005,,
153696,1.0,1.0,8.0,5.0,4.0,1.0,4.0,3.0,333.3333333333333,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
153709,1.0,1.0,69.0,2.0,4.0,2.0,3.0,7.0,85.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
153709,1.0,2.0,58.0,2.0,4.0,2.0,1.0,0.0,85.0,480.0,3.0,2.0,45.0,4.0,2.0,0.0,0.0,0,0,2005,,
153770,1.0,2.0,31.0,5.0,1.0,6.0,1.0,0.0,310.0,580.0,3.0,0.0,30.0,0.0,1.0,99.0,0.0,0,0,2005,,
153770,1.0,2.0,30.0,5.0,1.0,4.0,1.0,0.0,310.0,580.0,3.0,0.0,44.0,0.0,2.0,99.0,0.0,0,0,2005,,
153770,1.0,2.0,1.0,5.0,1.0,7.0,4.0,5.0,310.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154128,1.0,1.0,49.0,2.0,4.0,3.0,1.0,0.0,120.0,524.0,2.0,0.0,24.0,0.0,2.0,1.0,0.0,0,0,2005,,
154128,1.0,2.0,40.0,2.0,4.0,3.0,1.0,0.0,120.0,524.0,3.0,0.0,20.0,0.0,2.0,0.0,0.0,0,0,2005,,
154128,1.0,1.0,17.0,5.0,4.0,3.0,3.0,3.0,120.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154128,1.0,2.0,16.0,5.0,4.0,3.0,3.0,3.0,120.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154128,1.0,1.0,6.0,5.0,4.0,1.0,4.0,3.0,120.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154232,2.0,1.0,28.0,2.0,1.0,4.0,1.0,0.0,600.0,381.0,3.0,0.0,0.0,0.0,2.0,11.0,0.0,0,0,2005,,
154232,2.0,2.0,25.0,2.0,1.0,3.0,3.0,4.0,600.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154277,1.0,1.0,45.0,2.0,1.0,3.0,1.0,0.0,350.0,508.0,3.0,0.0,40.0,0.0,2.0,99.0,0.0,0,0,2005,,
154277,1.0,2.0,44.0,2.0,1.0,2.0,1.0,0.0,350.0,508.0,3.0,0.0,20.0,0.0,1.0,5.0,0.0,0,0,2005,,
154277,1.0,2.0,8.0,5.0,1.0,1.0,4.0,3.0,350.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154465,1.0,1.0,60.0,2.0,4.0,6.0,2.0,0.0,420.0,540.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,2005,,
154465,1.0,2.0,60.0,2.0,4.0,3.0,3.0,4.0,420.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154465,1.0,1.0,31.0,5.0,4.0,3.0,1.0,0.0,420.0,540.0,3.0,0.0,45.0,0.0,2.0,6.0,0.0,0,0,2005,,
154465,1.0,2.0,29.0,5.0,1.0,4.0,1.0,0.0,420.0,540.0,3.0,0.0,44.0,0.0,2.0,4.0,0.0,0,0,2005,,
154465,1.0,2.0,24.0,5.0,4.0,5.0,1.0,0.0,420.0,540.0,3.0,0.0,42.0,0.0,2.0,3.0,0.0,0,0,2005,,
154502,1.0,2.0,58.0,2.0,1.0,2.0,1.0,0.0,250.0,369.0,3.0,0.0,42.0,0.0,1.0,6.0,0.0,0,0,2005,,
154502,1.0,1.0,58.0,2.0,1.0,2.0,3.0,4.0,250.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154502,1.0,2.0,24.0,5.0,1.0,4.0,3.0,6.0,250.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154502,1.0,2.0,16.0,5.0,1.0,3.0,3.0,3.0,250.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154636,1.0,1.0,43.0,2.0,1.0,2.0,1.0,0.0,216.66666666666663,497.0,3.0,0.0,49.0,0.0,2.0,99.0,0.0,0,0,2005,,
154636,1.0,2.0,35.0,2.0,1.0,5.0,1.0,0.0,216.66666666666663,497.0,3.0,0.0,77.0,0.0,2.0,5.0,0.0,0,0,2005,,
154636,1.0,1.0,14.0,5.0,1.0,2.0,3.0,3.0,216.66666666666663,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154695,1.0,2.0,61.0,4.0,1.0,6.0,3.0,1.0,280.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154767,1.0,1.0,98.0,2.0,1.0,2.0,3.0,1.0,455.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154767,1.0,2.0,58.0,2.0,1.0,2.0,1.0,0.0,455.0,421.0,2.0,0.0,65.0,0.0,2.0,1.0,0.0,0,0,2005,,
154767,1.0,1.0,22.0,1.0,2.0,2.0,1.0,0.0,455.0,421.0,3.0,0.0,40.0,0.0,2.0,7.0,0.0,0,0,2005,,
154767,1.0,2.0,24.0,1.0,2.0,4.0,3.0,4.0,455.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154828,1.0,1.0,38.0,2.0,4.0,3.0,1.0,0.0,140.0,861.0,2.0,0.0,44.0,0.0,2.0,1.0,0.0,0,0,2005,,
154828,1.0,2.0,34.0,2.0,4.0,4.0,3.0,4.0,140.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154828,1.0,1.0,14.0,5.0,4.0,1.0,3.0,3.0,140.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154828,1.0,1.0,9.0,5.0,4.0,1.0,4.0,3.0,140.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154828,1.0,2.0,4.0,5.0,4.0,7.0,4.0,5.0,140.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
154853,1.0,1.0,79.0,5.0,12.0,3.0,3.0,1.0,628.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
155078,1.0,1.0,25.0,2.0,4.0,2.0,1.0,0.0,70.0,496.0,3.0,0.0,25.0,0.0,2.0,3.0,0.0,0,0,2005,,
155078,1.0,2.0,38.0,2.0,4.0,2.0,1.0,0.0,70.0,496.0,3.0,0.0,4.0,0.0,2.0,7.0,0.0,0,0,2005,,
155078,1.0,1.0,14.0,5.0,4.0,3.0,3.0,3.0,70.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
155078,1.0,1.0,11.0,5.0,4.0,1.0,3.0,3.0,70.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
155078,1.0,2.0,4.0,5.0,4.0,7.0,4.0,5.0,70.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
155457,1.0,1.0,34.0,1.0,2.0,4.0,1.0,0.0,1000.0,698.0,2.0,0.0,45.0,0.0,2.0,1.0,0.0,0,0,2005,,
155457,1.0,2.0,29.0,1.0,2.0,6.0,1.0,0.0,1000.0,698.0,3.0,0.0,40.0,0.0,2.0,99.0,0.0,0,0,2005,,
155457,1.0,2.0,2.0,5.0,2.0,7.0,4.0,5.0,1000.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
155525,1.0,1.0,46.0,3.0,4.0,2.0,1.0,0.0,150.0,404.0,3.0,0.0,24.0,0.0,2.0,10.0,0.0,0,0,2005,,
155525,1.0,1.0,18.0,5.0,4.0,3.0,3.0,3.0,150.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
155973,1.0,1.0,27.0,2.0,4.0,3.0,1.0,0.0,50.0,454.0,2.0,0.0,20.0,0.0,2.0,2.0,0.0,0,0,2005,,
155973,1.0,2.0,26.0,2.0,4.0,3.0,3.0,4.0,50.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
155973,1.0,2.0,7.0,5.0,4.0,1.0,4.0,3.0,50.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
155973,1.0,1.0,1.0,5.0,4.0,7.0,4.0,5.0,50.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
156066,1.0,1.0,58.0,2.0,4.0,1.0,1.0,0.0,200.0,620.0,2.0,0.0,18.0,0.0,2.0,1.0,0.0,0,0,2005,,
156066,1.0,2.0,48.0,2.0,4.0,2.0,3.0,4.0,200.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
156066,1.0,2.0,27.0,1.0,4.0,4.0,1.0,0.0,200.0,620.0,3.0,0.0,39.0,0.0,2.0,0.0,0.0,0,0,2005,,
156066,1.0,1.0,24.0,5.0,4.0,4.0,2.0,0.0,200.0,620.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2005,,
156066,1.0,1.0,28.0,1.0,1.0,2.0,1.0,0.0,200.0,620.0,3.0,0.0,44.0,0.0,2.0,10.0,0.0,0,0,2005,,
156113,1.0,1.0,34.0,2.0,4.0,1.0,1.0,0.0,103.33333333333331,610.0,3.0,0.0,50.0,0.0,2.0,6.0,0.0,0,0,2005,,
156113,1.0,2.0,33.0,2.0,4.0,2.0,1.0,0.0,103.33333333333331,610.0,3.0,0.0,20.0,0.0,1.0,7.0,0.0,0,0,2005,,
156113,1.0,1.0,13.0,5.0,4.0,2.0,3.0,3.0,103.33333333333331,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
156113,1.0,1.0,11.0,5.0,4.0,1.0,3.0,3.0,103.33333333333331,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
156113,1.0,1.0,8.0,5.0,4.0,1.0,4.0,3.0,103.33333333333331,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
156113,1.0,1.0,7.0,5.0,4.0,1.0,4.0,3.0,103.33333333333331,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
156343,1.0,1.0,34.0,2.0,1.0,4.0,1.0,0.0,420.0,610.0,3.0,0.0,40.0,0.0,2.0,99.0,0.0,0,0,2005,,
156343,1.0,2.0,31.0,2.0,1.0,6.0,3.0,4.0,420.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
156343,1.0,2.0,1.0,5.0,1.0,7.0,4.0,5.0,420.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
156733,1.0,2.0,56.0,5.0,1.0,6.0,1.0,0.0,760.0,526.0,3.0,0.0,35.0,0.0,1.0,10.0,0.0,0,0,2005,,
156733,1.0,2.0,78.0,4.0,1.0,2.0,3.0,1.0,760.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
156836,1.0,1.0,63.0,5.0,4.0,2.0,3.0,6.0,325.0,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
156836,1.0,1.0,59.0,5.0,1.0,2.0,1.0,0.0,325.0,594.0,3.0,0.0,55.0,0.0,2.0,6.0,0.0,0,0,2005,,
156836,1.0,1.0,40.0,1.0,2.0,2.0,1.0,0.0,325.0,594.0,3.0,0.0,50.0,0.0,2.0,6.0,0.0,0,0,2005,,
156836,1.0,2.0,36.0,1.0,2.0,6.0,3.0,4.0,325.0,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
156836,1.0,1.0,14.0,5.0,2.0,2.0,3.0,3.0,325.0,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
156836,1.0,2.0,13.0,5.0,2.0,1.0,3.0,3.0,325.0,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
156940,1.0,1.0,48.0,2.0,1.0,5.0,1.0,0.0,525.0,577.0,3.0,0.0,30.0,0.0,2.0,3.0,0.0,0,0,2005,,
156940,1.0,2.0,49.0,2.0,1.0,4.0,1.0,0.0,525.0,577.0,3.0,0.0,35.0,0.0,1.0,11.0,0.0,0,0,2005,,
156940,1.0,1.0,23.0,1.0,4.0,5.0,1.0,0.0,525.0,577.0,3.0,0.0,48.0,0.0,2.0,9.0,0.0,0,0,2005,,
156940,1.0,2.0,25.0,1.0,4.0,4.0,2.0,0.0,525.0,577.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2005,,
156943,1.0,1.0,36.0,5.0,1.0,5.0,1.0,0.0,1100.0,590.0,3.0,0.0,44.0,0.0,2.0,7.0,0.0,0,0,2005,,
157055,1.0,1.0,53.0,2.0,1.0,3.0,1.0,0.0,160.0,308.0,3.0,0.0,30.0,0.0,1.0,7.0,0.0,0,0,2005,,
157055,1.0,2.0,51.0,2.0,1.0,2.0,3.0,4.0,160.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
157055,1.0,1.0,24.0,5.0,1.0,4.0,1.0,0.0,160.0,308.0,3.0,0.0,40.0,0.0,2.0,8.0,0.0,0,0,2005,,
157055,1.0,2.0,21.0,5.0,1.0,5.0,2.0,0.0,160.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,2005,,
157133,1.0,1.0,41.0,2.0,12.0,5.0,1.0,0.0,475.0,539.0,1.0,2.0,12.0,8.0,2.0,6.0,0.0,0,0,2005,,
157133,1.0,2.0,45.0,2.0,12.0,5.0,2.0,0.0,475.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,2005,,
157133,1.0,2.0,15.0,5.0,12.0,3.0,3.0,4.0,475.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
157133,1.0,2.0,10.0,5.0,12.0,1.0,3.0,3.0,475.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
157238,1.0,1.0,36.0,1.0,4.0,2.0,1.0,0.0,41.66666666666666,403.0,3.0,2.0,20.0,12.0,1.0,7.0,0.0,0,0,2005,,
157238,1.0,2.0,27.0,1.0,4.0,2.0,3.0,4.0,41.66666666666666,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
157238,1.0,1.0,15.0,5.0,4.0,3.0,3.0,3.0,41.66666666666666,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
157238,1.0,1.0,10.0,5.0,4.0,1.0,3.0,3.0,41.66666666666666,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
157238,1.0,1.0,6.0,5.0,4.0,1.0,4.0,3.0,41.66666666666666,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
157238,1.0,2.0,2.0,5.0,4.0,7.0,4.0,5.0,41.66666666666666,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
157657,1.0,1.0,39.0,2.0,4.0,2.0,1.0,0.0,230.0,523.0,1.0,0.0,48.0,0.0,2.0,2.0,0.0,0,0,2005,,
157657,1.0,2.0,38.0,2.0,4.0,3.0,3.0,4.0,230.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
157657,1.0,1.0,15.0,5.0,4.0,3.0,3.0,3.0,230.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
157657,1.0,1.0,11.0,5.0,4.0,1.0,3.0,3.0,230.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
157657,1.0,1.0,8.0,5.0,4.0,1.0,4.0,3.0,230.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
158349,1.0,1.0,73.0,2.0,1.0,2.0,3.0,1.0,140.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
158349,1.0,2.0,64.0,2.0,1.0,2.0,3.0,4.0,140.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
158880,1.0,2.0,52.0,3.0,1.0,5.0,1.0,0.0,525.0,429.0,3.0,2.0,40.0,16.0,2.0,9.0,0.0,0,0,2005,,
158880,1.0,2.0,25.0,5.0,1.0,5.0,2.0,0.0,525.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,2005,,
158880,1.0,1.0,24.0,5.0,1.0,3.0,1.0,0.0,525.0,429.0,3.0,0.0,40.0,0.0,2.0,3.0,0.0,0,0,2005,,
158880,1.0,2.0,23.0,5.0,1.0,6.0,1.0,0.0,525.0,429.0,2.0,0.0,36.0,0.0,2.0,2.0,0.0,0,0,2005,,
159523,1.0,2.0,40.0,2.0,4.0,6.0,1.0,0.0,525.0,596.0,3.0,2.0,21.0,7.0,1.0,7.0,0.0,0,0,2005,,
159523,1.0,2.0,27.0,5.0,2.0,4.0,1.0,0.0,525.0,596.0,3.0,0.0,56.0,0.0,2.0,5.0,0.0,0,0,2005,,
159523,1.0,1.0,5.0,5.0,4.0,1.0,4.0,5.0,525.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
159523,1.0,1.0,48.0,2.0,9.0,4.0,1.0,0.0,525.0,596.0,2.0,0.0,24.0,0.0,2.0,1.0,0.0,0,0,2005,,
159622,1.0,1.0,82.0,4.0,1.0,2.0,3.0,1.0,486.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
159702,1.0,2.0,80.0,4.0,12.0,3.0,3.0,1.0,500.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
159805,1.0,1.0,80.0,2.0,1.0,2.0,3.0,1.0,120.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
159805,1.0,2.0,74.0,2.0,1.0,1.0,3.0,4.0,120.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
160097,1.0,1.0,40.0,2.0,1.0,6.0,1.0,0.0,200.0,590.0,3.0,0.0,72.0,0.0,2.0,8.0,0.0,0,0,2005,,
160097,1.0,2.0,39.0,2.0,1.0,6.0,3.0,4.0,200.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
160097,1.0,2.0,8.0,5.0,1.0,1.0,4.0,3.0,200.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
160097,1.0,1.0,6.0,5.0,1.0,1.0,4.0,3.0,200.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
160233,1.0,1.0,42.0,2.0,4.0,1.0,1.0,0.0,30.0,453.0,3.0,0.0,25.0,0.0,2.0,4.0,0.0,0,0,2005,,
160233,1.0,2.0,45.0,2.0,4.0,6.0,1.0,0.0,30.0,453.0,3.0,0.0,40.0,0.0,2.0,6.0,0.0,0,0,2005,,
160233,1.0,2.0,17.0,5.0,4.0,3.0,2.0,0.0,30.0,453.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,2005,,
160233,1.0,2.0,15.0,5.0,4.0,3.0,3.0,3.0,30.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
160233,1.0,1.0,2.0,5.0,4.0,7.0,4.0,5.0,30.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2005,,
