codusu,nro_hogar,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,ipcf,pondera,cat_ocup,pp03d,pp3e_tot,pp3f_tot,pp04a,pp04c,pp10a,pp3e_tot_missing,pp3f_tot_missing
128594  ,1.0,1.0,60.0,2.0,12.0,6.0,3.0,2.0,710.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
128594  ,1.0,2.0,65.0,2.0,12.0,4.0,3.0,1.0,710.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
128594  ,1.0,2.0,34.0,5.0,1.0,5.0,1.0,0.0,710.0,297.0,3.0,0.0,30.0,0.0,1.0,11.0,0.0,0,0
128666  ,1.0,1.0,56.0,2.0,2.0,2.0,1.0,0.0,750.0,346.0,1.0,0.0,112.0,0.0,2.0,2.0,0.0,0,0
128666  ,1.0,2.0,46.0,2.0,2.0,4.0,3.0,4.0,750.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
128666  ,1.0,1.0,21.0,5.0,2.0,5.0,3.0,3.0,750.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
128666  ,1.0,2.0,22.0,5.0,2.0,5.0,3.0,3.0,750.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
128925  ,1.0,1.0,46.0,1.0,4.0,2.0,1.0,0.0,112.5,512.0,3.0,0.0,16.0,0.0,2.0,2.0,0.0,0,0
128925  ,1.0,2.0,33.0,1.0,4.0,2.0,1.0,0.0,112.5,512.0,3.0,2.0,12.0,8.0,2.0,0.0,0.0,0,0
128925  ,1.0,2.0,12.0,5.0,4.0,1.0,3.0,3.0,112.5,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
128925  ,1.0,1.0,5.0,5.0,4.0,7.0,4.0,5.0,112.5,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
129183  ,1.0,2.0,52.0,4.0,1.0,5.0,1.0,0.0,700.0,327.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,0,0
129183  ,1.0,2.0,19.0,5.0,1.0,5.0,3.0,3.0,700.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
129183  ,1.0,1.0,14.0,5.0,1.0,3.0,3.0,1.0,700.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
129184  ,1.0,1.0,59.0,2.0,1.0,1.0,3.0,1.0,177.5,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
129184  ,1.0,2.0,54.0,2.0,1.0,2.0,1.0,0.0,177.5,372.0,2.0,0.0,56.0,0.0,2.0,2.0,0.0,0,0
129184  ,1.0,2.0,27.0,5.0,4.0,4.0,1.0,0.0,177.5,372.0,3.0,0.0,18.0,0.0,2.0,3.0,0.0,0,0
129184  ,1.0,1.0,30.0,5.0,1.0,2.0,3.0,6.0,177.5,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
129681  ,1.0,1.0,65.0,4.0,1.0,6.0,3.0,1.0,1000.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
130103  ,2.0,1.0,31.0,5.0,4.0,4.0,1.0,0.0,600.0,284.0,3.0,0.0,40.0,0.0,2.0,99.0,0.0,0,0
130103  ,2.0,1.0,28.0,5.0,1.0,4.0,1.0,0.0,600.0,284.0,3.0,0.0,30.0,0.0,1.0,99.0,0.0,0,0
130325  ,1.0,2.0,29.0,1.0,1.0,4.0,3.0,4.0,290.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
130325  ,1.0,1.0,33.0,1.0,1.0,4.0,1.0,0.0,290.0,348.0,3.0,2.0,48.0,24.0,1.0,11.0,0.0,0,0
130325  ,1.0,2.0,1.0,5.0,1.0,7.0,4.0,5.0,290.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
130794  ,1.0,2.0,78.0,4.0,12.0,4.0,3.0,1.0,400.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
131047  ,1.0,2.0,68.0,3.0,4.0,2.0,3.0,7.0,125.71428571428571,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
131047  ,1.0,1.0,32.0,1.0,4.0,4.0,1.0,0.0,125.71428571428571,308.0,3.0,0.0,48.0,0.0,2.0,4.0,0.0,0,0
131047  ,1.0,2.0,33.0,1.0,4.0,3.0,2.0,0.0,125.71428571428571,308.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0
131047  ,1.0,1.0,11.0,5.0,4.0,1.0,3.0,3.0,125.71428571428571,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
131047  ,1.0,2.0,12.0,5.0,4.0,1.0,3.0,3.0,125.71428571428571,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
131047  ,1.0,2.0,12.0,5.0,4.0,1.0,3.0,3.0,125.71428571428571,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
131047  ,1.0,2.0,88.0,4.0,1.0,2.0,3.0,1.0,125.71428571428571,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
131398  ,1.0,1.0,47.0,2.0,1.0,4.0,1.0,0.0,750.0,366.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0
131398  ,1.0,2.0,49.0,2.0,1.0,4.0,1.0,0.0,750.0,366.0,3.0,0.0,38.0,0.0,2.0,11.0,0.0,0,0
131398  ,1.0,1.0,24.0,5.0,1.0,5.0,3.0,3.0,750.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
131398  ,1.0,2.0,13.0,5.0,1.0,3.0,3.0,3.0,750.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
131700  ,1.0,2.0,48.0,3.0,1.0,5.0,3.0,2.0,640.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
131700  ,1.0,1.0,19.0,5.0,1.0,3.0,1.0,0.0,640.0,588.0,3.0,0.0,48.0,0.0,2.0,99.0,0.0,0,0
131808  ,1.0,1.0,63.0,2.0,4.0,2.0,1.0,0.0,178.33333333333334,241.0,2.0,2.0,30.0,20.0,2.0,2.0,0.0,0,0
131808  ,1.0,2.0,59.0,2.0,4.0,7.0,3.0,4.0,178.33333333333334,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
131808  ,1.0,1.0,12.0,5.0,4.0,1.0,3.0,3.0,178.33333333333334,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
131808  ,1.0,1.0,6.0,5.0,4.0,1.0,4.0,3.0,178.33333333333334,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
131808  ,1.0,1.0,11.0,5.0,4.0,1.0,3.0,3.0,178.33333333333334,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
131808  ,1.0,1.0,16.0,5.0,4.0,1.0,1.0,0.0,178.33333333333334,241.0,3.0,2.0,30.0,30.0,2.0,2.0,0.0,0,0
131891  ,1.0,2.0,79.0,4.0,12.0,2.0,3.0,1.0,341.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
132321  ,1.0,2.0,79.0,4.0,1.0,2.0,3.0,1.0,390.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
132377  ,1.0,2.0,76.0,4.0,1.0,2.0,3.0,1.0,332.5,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
132377  ,1.0,1.0,36.0,3.0,4.0,4.0,1.0,0.0,332.5,272.0,3.0,2.0,17.0,16.0,2.0,3.0,0.0,0,0
133165  ,1.0,1.0,60.0,2.0,1.0,2.0,3.0,1.0,850.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
133165  ,1.0,2.0,56.0,2.0,1.0,3.0,3.0,4.0,850.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
133165  ,1.0,1.0,26.0,5.0,1.0,4.0,1.0,0.0,850.0,293.0,3.0,0.0,48.0,0.0,2.0,12.0,0.0,0,0
133264  ,1.0,1.0,44.0,5.0,1.0,2.0,1.0,0.0,450.0,623.0,3.0,0.0,48.0,0.0,2.0,3.0,0.0,0,0
133264  ,1.0,2.0,14.0,5.0,1.0,3.0,3.0,3.0,450.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
133368  ,1.0,1.0,33.0,2.0,4.0,2.0,1.0,0.0,91.66666666666667,372.0,3.0,0.0,40.0,0.0,2.0,3.0,0.0,0,0
133368  ,1.0,2.0,30.0,2.0,4.0,2.0,1.0,0.0,91.66666666666667,372.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,0,0
133368  ,1.0,2.0,12.0,5.0,4.0,1.0,3.0,3.0,91.66666666666667,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
133368  ,1.0,2.0,10.0,5.0,4.0,1.0,3.0,3.0,91.66666666666667,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
133368  ,1.0,1.0,8.0,5.0,4.0,1.0,4.0,3.0,91.66666666666667,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
133368  ,1.0,1.0,2.0,5.0,4.0,7.0,4.0,5.0,91.66666666666667,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
133851  ,1.0,2.0,86.0,4.0,12.0,6.0,3.0,1.0,1125.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
133851  ,1.0,1.0,20.0,5.0,1.0,5.0,3.0,3.0,1125.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
133851  ,2.0,2.0,40.0,5.0,2.0,4.0,1.0,0.0,400.0,672.0,3.0,0.0,28.0,0.0,2.0,0.0,0.0,0,0
133852  ,1.0,1.0,57.0,2.0,1.0,2.0,1.0,0.0,275.0,249.0,3.0,0.0,30.0,0.0,1.0,11.0,0.0,0,0
133852  ,1.0,2.0,50.0,2.0,1.0,4.0,3.0,4.0,275.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
133852  ,1.0,1.0,29.0,1.0,4.0,3.0,3.0,7.0,275.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
133852  ,1.0,2.0,36.0,1.0,1.0,4.0,1.0,0.0,275.0,249.0,3.0,0.0,40.0,0.0,2.0,10.0,0.0,0,0
134359  ,1.0,1.0,40.0,2.0,1.0,6.0,1.0,0.0,925.0,269.0,3.0,0.0,50.0,0.0,2.0,7.0,0.0,0,0
134359  ,1.0,2.0,39.0,2.0,1.0,5.0,1.0,0.0,925.0,269.0,2.0,0.0,6.0,0.0,2.0,1.0,0.0,0,0
134359  ,1.0,2.0,12.0,5.0,1.0,2.0,3.0,3.0,925.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
134359  ,1.0,1.0,9.0,5.0,1.0,1.0,4.0,3.0,925.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
135194  ,1.0,2.0,60.0,4.0,12.0,2.0,2.0,0.0,75.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0
135194  ,1.0,2.0,22.0,1.0,1.0,5.0,3.0,3.0,75.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
135194  ,1.0,1.0,22.0,1.0,1.0,5.0,3.0,3.0,75.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
135194  ,1.0,2.0,1.0,5.0,1.0,7.0,4.0,5.0,75.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
135555  ,1.0,1.0,60.0,2.0,12.0,6.0,1.0,0.0,568.0,374.0,3.0,0.0,56.0,0.0,2.0,7.0,0.0,0,0
135555  ,1.0,2.0,60.0,2.0,12.0,6.0,3.0,1.0,568.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
135555  ,1.0,2.0,34.0,5.0,12.0,6.0,1.0,0.0,568.0,374.0,3.0,0.0,0.0,0.0,2.0,11.0,0.0,0,0
135555  ,1.0,2.0,31.0,5.0,12.0,6.0,0.0,0.0,568.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
135555  ,1.0,2.0,30.0,5.0,12.0,6.0,0.0,0.0,568.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
135655  ,1.0,1.0,51.0,2.0,4.0,5.0,1.0,0.0,270.0,416.0,3.0,0.0,30.0,0.0,2.0,99.0,0.0,0,0
135655  ,1.0,2.0,46.0,2.0,4.0,4.0,1.0,0.0,270.0,416.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,0,0
135655  ,1.0,2.0,22.0,5.0,4.0,4.0,1.0,0.0,270.0,416.0,3.0,0.0,40.0,0.0,2.0,4.0,0.0,0,0
135655  ,1.0,1.0,19.0,5.0,4.0,3.0,2.0,0.0,270.0,416.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
135655  ,1.0,1.0,15.0,5.0,1.0,1.0,3.0,1.0,270.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
135759  ,1.0,1.0,48.0,2.0,1.0,6.0,1.0,0.0,433.3333333333333,365.0,2.0,0.0,48.0,0.0,2.0,1.0,0.0,0,0
135759  ,1.0,2.0,47.0,2.0,1.0,4.0,1.0,0.0,433.3333333333333,365.0,1.0,0.0,36.0,0.0,2.0,2.0,0.0,0,0
135759  ,1.0,2.0,9.0,5.0,1.0,1.0,4.0,3.0,433.3333333333333,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
136038  ,1.0,1.0,33.0,1.0,4.0,3.0,1.0,0.0,250.0,309.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0
136038  ,1.0,2.0,23.0,1.0,4.0,3.0,1.0,0.0,250.0,309.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0
136038  ,1.0,2.0,1.0,5.0,4.0,7.0,4.0,5.0,250.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
136038  ,1.0,1.0,6.0,5.0,4.0,1.0,4.0,3.0,250.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
136761  ,1.0,1.0,42.0,2.0,1.0,2.0,1.0,0.0,150.0,786.0,3.0,0.0,60.0,0.0,1.0,9.0,0.0,0,0
136761  ,1.0,2.0,33.0,2.0,1.0,1.0,3.0,4.0,150.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
136761  ,1.0,1.0,13.0,5.0,1.0,1.0,3.0,3.0,150.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
136761  ,1.0,1.0,11.0,5.0,1.0,1.0,3.0,3.0,150.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
136761  ,1.0,2.0,9.0,5.0,1.0,1.0,4.0,3.0,150.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
137045  ,1.0,1.0,53.0,2.0,1.0,4.0,1.0,0.0,487.5,325.0,1.0,0.0,56.0,0.0,2.0,2.0,0.0,0,0
137045  ,1.0,2.0,51.0,2.0,1.0,4.0,1.0,0.0,487.5,325.0,3.0,0.0,30.0,0.0,1.0,11.0,0.0,0,0
137045  ,1.0,1.0,22.0,5.0,1.0,5.0,3.0,3.0,487.5,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
137045  ,1.0,2.0,19.0,5.0,1.0,5.0,1.0,0.0,487.5,325.0,3.0,0.0,15.0,0.0,1.0,10.0,0.0,0,0
137620  ,1.0,2.0,39.0,2.0,1.0,6.0,1.0,0.0,331.5,592.0,3.0,0.0,0.0,0.0,2.0,6.0,0.0,0,0
137620  ,1.0,1.0,35.0,2.0,1.0,4.0,1.0,0.0,331.5,592.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0
137620  ,1.0,2.0,7.0,5.0,1.0,1.0,4.0,3.0,331.5,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
137620  ,1.0,1.0,5.0,5.0,1.0,7.0,4.0,5.0,331.5,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
137728  ,1.0,1.0,50.0,2.0,1.0,3.0,1.0,0.0,227.83333333333334,486.0,3.0,0.0,72.0,0.0,2.0,9.0,0.0,0,0
137728  ,1.0,2.0,52.0,2.0,1.0,3.0,1.0,0.0,227.83333333333334,486.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,0,0
137728  ,1.0,1.0,23.0,5.0,4.0,3.0,2.0,0.0,227.83333333333334,486.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0
137728  ,1.0,1.0,21.0,5.0,1.0,3.0,3.0,6.0,227.83333333333334,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
137728  ,1.0,2.0,18.0,5.0,1.0,5.0,3.0,3.0,227.83333333333334,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
137728  ,1.0,2.0,17.0,5.0,1.0,3.0,3.0,3.0,227.83333333333334,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
137799  ,1.0,1.0,36.0,1.0,1.0,5.0,1.0,0.0,504.0,294.0,3.0,0.0,60.0,0.0,2.0,7.0,0.0,0,0
137799  ,1.0,2.0,38.0,1.0,1.0,6.0,1.0,0.0,504.0,294.0,3.0,0.0,0.0,0.0,1.0,9.0,0.0,0,0
137799  ,1.0,1.0,7.0,5.0,1.0,1.0,4.0,3.0,504.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
137799  ,1.0,1.0,10.0,5.0,1.0,1.0,3.0,3.0,504.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
137799  ,1.0,2.0,6.0,5.0,1.0,1.0,4.0,3.0,504.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
137930  ,1.0,2.0,25.0,1.0,4.0,1.0,3.0,4.0,166.66666666666666,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
137930  ,1.0,1.0,39.0,1.0,4.0,3.0,1.0,0.0,166.66666666666666,738.0,2.0,0.0,44.0,0.0,2.0,1.0,0.0,0,0
137930  ,1.0,2.0,0.0,5.0,4.0,7.0,4.0,5.0,166.66666666666666,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
138870  ,1.0,2.0,43.0,3.0,4.0,3.0,1.0,0.0,150.0,657.0,3.0,0.0,20.0,0.0,1.0,8.0,0.0,0,0
139203  ,1.0,2.0,77.0,1.0,1.0,1.0,3.0,1.0,190.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
139203  ,1.0,1.0,78.0,1.0,1.0,2.0,3.0,1.0,190.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
139226  ,1.0,2.0,74.0,4.0,1.0,2.0,2.0,0.0,300.0,531.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0
139257  ,1.0,2.0,57.0,3.0,1.0,2.0,1.0,0.0,250.0,372.0,3.0,0.0,24.0,0.0,2.0,8.0,0.0,0,0
139257  ,1.0,1.0,24.0,5.0,1.0,5.0,1.0,0.0,250.0,372.0,3.0,0.0,10.0,0.0,1.0,11.0,0.0,0,0
141032  ,1.0,2.0,46.0,1.0,4.0,3.0,1.0,0.0,206.66666666666666,271.0,3.0,0.0,,0.0,2.0,0.0,0.0,1,0
141032  ,1.0,2.0,16.0,5.0,4.0,3.0,3.0,3.0,206.66666666666666,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
141032  ,1.0,1.0,33.0,1.0,4.0,3.0,1.0,0.0,206.66666666666666,271.0,3.0,0.0,40.0,0.0,2.0,99.0,0.0,0,0
141136  ,1.0,2.0,78.0,4.0,12.0,4.0,3.0,1.0,1133.3333333333333,659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
141136  ,1.0,2.0,22.0,5.0,1.0,5.0,2.0,0.0,1133.3333333333333,659.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0
141136  ,1.0,1.0,21.0,5.0,1.0,5.0,2.0,0.0,1133.3333333333333,659.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0
141288  ,1.0,1.0,22.0,1.0,4.0,2.0,1.0,0.0,191.66666666666666,628.0,3.0,0.0,72.0,0.0,2.0,4.0,0.0,0,0
141288  ,1.0,2.0,18.0,1.0,4.0,3.0,1.0,0.0,191.66666666666666,628.0,3.0,0.0,5.0,0.0,1.0,8.0,0.0,0,0
141288  ,1.0,2.0,1.0,5.0,4.0,7.0,4.0,5.0,191.66666666666666,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
141534  ,1.0,2.0,69.0,4.0,1.0,2.0,3.0,1.0,524.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
141534  ,1.0,1.0,38.0,2.0,4.0,4.0,1.0,0.0,524.0,362.0,3.0,0.0,50.0,0.0,2.0,2.0,0.0,0,0
141534  ,1.0,2.0,29.0,2.0,4.0,4.0,1.0,0.0,524.0,362.0,3.0,0.0,35.0,0.0,2.0,0.0,0.0,0,0
141534  ,1.0,1.0,9.0,5.0,4.0,1.0,4.0,3.0,524.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
