codusu,nro_hogar,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,ipcf,pondera,cat_ocup,pp03d,pp3e_tot,pp3f_tot,pp04a,pp04c,pp10a,pp3e_tot_missing,pp3f_tot_missing
241157  ,1.0,1.0,18.0,5.0,4.0,5.0,3.0,3.0,840.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
241157  ,1.0,2.0,9.0,5.0,4.0,1.0,4.0,3.0,840.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
241157  ,1.0,1.0,16.0,5.0,4.0,3.0,3.0,3.0,840.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
242691  ,1.0,2.0,51.0,4.0,4.0,2.0,1.0,0.0,390.0,132.0,3.0,0.0,48.0,0.0,2.0,0.0,0.0,0,0
242691  ,1.0,1.0,23.0,5.0,1.0,3.0,1.0,0.0,390.0,132.0,3.0,0.0,60.0,0.0,2.0,7.0,0.0,0,0
242691  ,1.0,2.0,18.0,5.0,4.0,3.0,3.0,3.0,390.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
244503  ,1.0,1.0,72.0,3.0,4.0,2.0,3.0,2.0,150.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
244559  ,1.0,1.0,19.0,5.0,1.0,5.0,3.0,3.0,500.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
244719  ,1.0,1.0,27.0,2.0,4.0,5.0,1.0,0.0,262.5,232.0,2.0,0.0,35.0,0.0,2.0,1.0,0.0,0,0
244719  ,1.0,2.0,26.0,2.0,4.0,6.0,1.0,0.0,262.5,232.0,3.0,2.0,29.0,10.0,2.0,5.0,0.0,0,0
244953  ,1.0,1.0,31.0,2.0,1.0,4.0,1.0,0.0,480.0,298.0,3.0,2.0,66.0,20.0,2.0,2.0,0.0,0,0
244953  ,1.0,2.0,31.0,2.0,1.0,3.0,1.0,0.0,480.0,298.0,3.0,0.0,18.0,0.0,2.0,2.0,0.0,0,0
244953  ,1.0,1.0,9.0,5.0,1.0,1.0,4.0,3.0,480.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
244953  ,1.0,2.0,7.0,5.0,1.0,1.0,4.0,3.0,480.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
244953  ,1.0,1.0,5.0,5.0,1.0,7.0,4.0,5.0,480.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
245060  ,1.0,1.0,27.0,1.0,4.0,3.0,1.0,0.0,70.0,188.0,3.0,2.0,20.0,20.0,1.0,99.0,0.0,0,0
245060  ,1.0,2.0,26.0,1.0,1.0,4.0,1.0,0.0,70.0,188.0,3.0,0.0,20.0,0.0,1.0,7.0,0.0,0,0
245060  ,1.0,2.0,7.0,5.0,1.0,1.0,4.0,3.0,70.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
245060  ,1.0,2.0,3.0,5.0,1.0,7.0,4.0,5.0,70.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
245060  ,1.0,1.0,0.0,5.0,1.0,7.0,4.0,5.0,70.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
245241  ,1.0,1.0,34.0,2.0,1.0,5.0,1.0,0.0,625.0,218.0,3.0,0.0,40.0,0.0,1.0,8.0,0.0,0,0
245241  ,1.0,2.0,29.0,2.0,1.0,5.0,1.0,0.0,625.0,218.0,3.0,0.0,40.0,0.0,1.0,2.0,0.0,0,0
245241  ,1.0,2.0,3.0,5.0,1.0,7.0,4.0,5.0,625.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
245241  ,1.0,2.0,1.0,5.0,1.0,7.0,4.0,5.0,625.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
245351  ,1.0,2.0,38.0,3.0,1.0,6.0,1.0,0.0,273.3333333333333,187.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,0,0
245351  ,1.0,1.0,15.0,5.0,1.0,3.0,3.0,3.0,273.3333333333333,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
245351  ,1.0,2.0,11.0,5.0,1.0,1.0,3.0,3.0,273.3333333333333,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
245824  ,1.0,1.0,59.0,2.0,1.0,4.0,3.0,1.0,1040.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
245824  ,1.0,2.0,58.0,2.0,1.0,4.0,1.0,0.0,1040.0,175.0,3.0,0.0,40.0,0.0,1.0,7.0,0.0,0,0
245824  ,1.0,2.0,32.0,2.0,1.0,6.0,1.0,0.0,1040.0,175.0,3.0,0.0,40.0,0.0,2.0,8.0,0.0,0,0
245824  ,1.0,1.0,29.0,5.0,1.0,3.0,1.0,0.0,1040.0,175.0,2.0,0.0,48.0,0.0,2.0,2.0,0.0,0,0
245824  ,1.0,1.0,23.0,5.0,1.0,5.0,3.0,3.0,1040.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
245871  ,1.0,2.0,72.0,3.0,2.0,4.0,3.0,1.0,525.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
246235  ,1.0,1.0,73.0,2.0,1.0,5.0,3.0,1.0,792.6666666666666,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
246235  ,1.0,2.0,69.0,2.0,1.0,2.0,3.0,1.0,792.6666666666666,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
246235  ,1.0,2.0,89.0,4.0,1.0,1.0,3.0,1.0,792.6666666666666,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
246239  ,1.0,2.0,37.0,2.0,4.0,2.0,3.0,4.0,300.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
246239  ,1.0,1.0,7.0,5.0,4.0,1.0,4.0,3.0,300.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
246393  ,1.0,1.0,29.0,5.0,1.0,4.0,1.0,0.0,680.0,222.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0
247839  ,2.0,1.0,29.0,1.0,1.0,3.0,1.0,0.0,1335.0,509.0,3.0,0.0,42.0,0.0,2.0,7.0,0.0,0,0
247839  ,2.0,2.0,30.0,1.0,1.0,5.0,3.0,4.0,1335.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
248134  ,1.0,1.0,59.0,1.0,4.0,3.0,2.0,0.0,40.0,1045.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
248134  ,1.0,2.0,33.0,1.0,4.0,2.0,2.0,0.0,40.0,1045.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
248134  ,1.0,2.0,10.0,5.0,4.0,1.0,3.0,3.0,40.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
248134  ,1.0,2.0,12.0,5.0,4.0,1.0,3.0,3.0,40.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
248134  ,1.0,1.0,0.0,5.0,4.0,7.0,4.0,5.0,40.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
248429  ,1.0,1.0,57.0,2.0,4.0,2.0,1.0,0.0,50.0,215.0,2.0,0.0,44.0,0.0,2.0,2.0,0.0,0,0
248429  ,1.0,2.0,55.0,2.0,4.0,3.0,3.0,4.0,50.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
248429  ,1.0,1.0,15.0,5.0,4.0,3.0,3.0,3.0,50.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
248806  ,1.0,1.0,52.0,2.0,4.0,1.0,1.0,0.0,90.0,314.0,3.0,0.0,50.0,0.0,2.0,2.0,0.0,0,0
248806  ,1.0,2.0,49.0,2.0,4.0,1.0,1.0,0.0,90.0,314.0,3.0,2.0,20.0,0.0,1.0,8.0,0.0,0,0
248806  ,1.0,1.0,10.0,5.0,4.0,1.0,3.0,3.0,90.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
249751  ,1.0,1.0,40.0,2.0,4.0,2.0,1.0,0.0,54.5,233.0,3.0,0.0,24.0,0.0,2.0,2.0,0.0,0,0
249751  ,1.0,2.0,38.0,2.0,1.0,2.0,1.0,0.0,54.5,233.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0,0
249751  ,1.0,1.0,18.0,5.0,4.0,3.0,3.0,3.0,54.5,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
249751  ,1.0,2.0,17.0,5.0,1.0,3.0,3.0,3.0,54.5,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
249751  ,1.0,2.0,16.0,5.0,1.0,3.0,3.0,3.0,54.5,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
249751  ,1.0,1.0,13.0,5.0,1.0,1.0,3.0,3.0,54.5,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
249751  ,1.0,2.0,12.0,5.0,1.0,1.0,3.0,3.0,54.5,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
249751  ,1.0,2.0,19.0,5.0,4.0,3.0,2.0,0.0,54.5,233.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
250464  ,1.0,1.0,33.0,2.0,1.0,5.0,1.0,0.0,1019.5,223.0,3.0,2.0,46.0,,2.0,7.0,0.0,0,1
250464  ,1.0,2.0,26.0,2.0,1.0,6.0,1.0,0.0,1019.5,223.0,3.0,2.0,43.0,4.0,2.0,7.0,0.0,0,0
250940  ,1.0,2.0,28.0,2.0,4.0,3.0,1.0,0.0,300.0,179.0,3.0,0.0,54.0,0.0,2.0,2.0,0.0,0,0
250940  ,1.0,2.0,27.0,2.0,4.0,3.0,2.0,0.0,300.0,179.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0
250940  ,1.0,1.0,7.0,5.0,4.0,1.0,4.0,3.0,300.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
251646  ,1.0,1.0,81.0,2.0,12.0,2.0,3.0,1.0,5227.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
251646  ,1.0,2.0,80.0,2.0,12.0,2.0,3.0,2.0,5227.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
252511  ,1.0,2.0,61.0,3.0,4.0,2.0,2.0,0.0,150.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0
252571  ,1.0,1.0,79.0,5.0,1.0,3.0,3.0,1.0,410.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
253081  ,1.0,2.0,46.0,3.0,4.0,2.0,1.0,0.0,150.0,397.0,3.0,0.0,20.0,0.0,2.0,6.0,0.0,0,0
253081  ,1.0,1.0,16.0,5.0,4.0,2.0,3.0,3.0,150.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
253203  ,1.0,1.0,35.0,3.0,2.0,4.0,1.0,0.0,750.0,520.0,3.0,0.0,48.0,0.0,2.0,4.0,0.0,0,0
253263  ,1.0,2.0,85.0,4.0,12.0,3.0,3.0,1.0,450.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
253263  ,1.0,2.0,57.0,5.0,2.0,4.0,1.0,0.0,450.0,272.0,3.0,0.0,24.0,0.0,2.0,6.0,0.0,0,0
253504  ,1.0,2.0,79.0,4.0,1.0,2.0,3.0,1.0,308.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
253689  ,1.0,1.0,81.0,2.0,1.0,1.0,3.0,1.0,450.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
253689  ,1.0,2.0,80.0,2.0,1.0,1.0,3.0,1.0,450.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
253854  ,1.0,1.0,79.0,2.0,1.0,1.0,3.0,1.0,215.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
253854  ,1.0,2.0,80.0,2.0,1.0,7.0,3.0,4.0,215.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
253854  ,1.0,2.0,38.0,5.0,4.0,3.0,1.0,0.0,215.0,218.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0,0
254000  ,2.0,1.0,34.0,1.0,1.0,6.0,1.0,0.0,950.0,254.0,3.0,0.0,30.0,0.0,1.0,8.0,0.0,0,0
254000  ,2.0,2.0,33.0,1.0,1.0,6.0,1.0,0.0,950.0,254.0,1.0,0.0,32.0,0.0,2.0,2.0,0.0,0,0
254000  ,2.0,1.0,0.0,5.0,1.0,7.0,4.0,5.0,950.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
255284  ,1.0,1.0,35.0,2.0,12.0,5.0,1.0,0.0,350.0,289.0,1.0,0.0,50.0,0.0,2.0,9.0,0.0,0,0
255284  ,1.0,2.0,28.0,2.0,1.0,5.0,1.0,0.0,350.0,289.0,3.0,0.0,44.0,0.0,2.0,2.0,0.0,0,0
256402  ,1.0,1.0,28.0,1.0,1.0,4.0,1.0,0.0,125.0,411.0,3.0,0.0,55.0,0.0,2.0,9.0,0.0,0,0
256402  ,1.0,2.0,27.0,1.0,1.0,4.0,3.0,4.0,125.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
256402  ,1.0,2.0,5.0,5.0,1.0,7.0,4.0,5.0,125.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
256402  ,1.0,1.0,1.0,5.0,1.0,7.0,4.0,5.0,125.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
256896  ,1.0,1.0,67.0,2.0,1.0,4.0,3.0,1.0,450.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
256896  ,1.0,2.0,69.0,2.0,1.0,2.0,3.0,4.0,450.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
257097  ,2.0,2.0,24.0,5.0,12.0,5.0,3.0,3.0,660.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
258216  ,1.0,1.0,49.0,2.0,1.0,2.0,1.0,0.0,693.75,282.0,3.0,0.0,49.0,0.0,2.0,2.0,0.0,0,0
258216  ,1.0,2.0,45.0,2.0,1.0,4.0,3.0,4.0,693.75,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
258216  ,1.0,1.0,21.0,5.0,1.0,3.0,1.0,0.0,693.75,282.0,3.0,0.0,50.0,0.0,2.0,5.0,0.0,0,0
258216  ,1.0,1.0,19.0,5.0,1.0,4.0,1.0,0.0,693.75,282.0,3.0,0.0,40.0,0.0,2.0,2.0,0.0,0,0
259429  ,1.0,1.0,52.0,3.0,4.0,2.0,1.0,0.0,1200.0,241.0,3.0,0.0,48.0,0.0,2.0,99.0,0.0,0,0
259660  ,1.0,1.0,26.0,5.0,2.0,5.0,1.0,0.0,800.0,262.0,3.0,0.0,44.0,0.0,2.0,11.0,0.0,0,0
259834  ,1.0,1.0,38.0,2.0,2.0,4.0,1.0,0.0,240.0,237.0,3.0,0.0,40.0,0.0,2.0,99.0,0.0,0,0
259834  ,1.0,2.0,34.0,2.0,2.0,4.0,1.0,0.0,240.0,237.0,3.0,0.0,25.0,0.0,2.0,2.0,0.0,0,0
259834  ,1.0,2.0,14.0,5.0,2.0,3.0,3.0,3.0,240.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
259834  ,1.0,2.0,12.0,5.0,2.0,1.0,3.0,3.0,240.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
259834  ,1.0,1.0,2.0,5.0,2.0,7.0,4.0,5.0,240.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
259921  ,1.0,2.0,38.0,1.0,4.0,2.0,1.0,0.0,99.75,231.0,3.0,0.0,20.0,0.0,1.0,2.0,0.0,0,0
259921  ,1.0,1.0,32.0,1.0,4.0,3.0,1.0,0.0,99.75,231.0,3.0,0.0,84.0,0.0,2.0,1.0,0.0,0,0
259921  ,1.0,1.0,19.0,5.0,4.0,4.0,1.0,0.0,99.75,231.0,3.0,0.0,40.0,0.0,2.0,6.0,0.0,0,0
259921  ,1.0,1.0,18.0,5.0,4.0,3.0,3.0,3.0,99.75,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
259921  ,1.0,2.0,16.0,5.0,4.0,3.0,3.0,3.0,99.75,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
259921  ,1.0,2.0,14.0,5.0,4.0,3.0,3.0,3.0,99.75,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
259921  ,1.0,2.0,10.0,5.0,4.0,1.0,3.0,3.0,99.75,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
259921  ,1.0,1.0,7.0,5.0,4.0,1.0,4.0,3.0,99.75,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
260599  ,1.0,2.0,84.0,4.0,1.0,1.0,3.0,1.0,448.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
260900  ,1.0,1.0,76.0,2.0,1.0,2.0,3.0,1.0,156.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
260900  ,1.0,2.0,71.0,2.0,1.0,1.0,3.0,4.0,156.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
261945  ,1.0,2.0,37.0,3.0,1.0,3.0,1.0,0.0,225.0,391.0,3.0,0.0,45.0,0.0,2.0,4.0,0.0,0,0
261945  ,1.0,2.0,15.0,5.0,1.0,3.0,3.0,3.0,225.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
261945  ,1.0,2.0,10.0,5.0,1.0,1.0,3.0,3.0,225.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
262435  ,1.0,1.0,42.0,2.0,1.0,6.0,1.0,0.0,200.0,310.0,3.0,0.0,40.0,0.0,2.0,4.0,0.0,0,0
262435  ,1.0,2.0,37.0,2.0,1.0,4.0,3.0,4.0,200.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
262435  ,1.0,1.0,12.0,5.0,1.0,1.0,3.0,3.0,200.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
262435  ,1.0,1.0,4.0,5.0,1.0,7.0,4.0,5.0,200.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
262639  ,1.0,1.0,43.0,2.0,1.0,6.0,1.0,0.0,460.0,233.0,3.0,0.0,84.0,0.0,1.0,5.0,0.0,0,0
262639  ,1.0,2.0,43.0,2.0,1.0,3.0,1.0,0.0,460.0,233.0,2.0,0.0,12.0,0.0,2.0,1.0,0.0,0,0
262639  ,1.0,1.0,17.0,5.0,1.0,5.0,3.0,3.0,460.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
262639  ,1.0,1.0,13.0,5.0,1.0,2.0,3.0,3.0,460.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
262639  ,1.0,2.0,11.0,5.0,1.0,1.0,3.0,3.0,460.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
262894  ,1.0,1.0,49.0,1.0,4.0,3.0,1.0,0.0,466.6666666666667,241.0,2.0,0.0,48.0,0.0,2.0,1.0,0.0,0,0
262894  ,1.0,2.0,39.0,1.0,4.0,4.0,2.0,0.0,466.6666666666667,241.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
262894  ,1.0,1.0,22.0,5.0,4.0,5.0,1.0,0.0,466.6666666666667,241.0,3.0,0.0,0.0,0.0,2.0,7.0,0.0,0,0
262963  ,1.0,2.0,77.0,4.0,12.0,1.0,3.0,1.0,400.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
263001  ,2.0,2.0,69.0,3.0,4.0,2.0,2.0,0.0,300.0,458.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0
263383  ,1.0,1.0,57.0,2.0,1.0,1.0,1.0,0.0,210.0,176.0,3.0,0.0,44.0,0.0,2.0,10.0,0.0,0,0
263383  ,1.0,2.0,56.0,2.0,1.0,1.0,3.0,4.0,210.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
263383  ,1.0,2.0,28.0,5.0,4.0,2.0,1.0,0.0,210.0,176.0,3.0,0.0,20.0,0.0,2.0,0.0,0.0,0,0
263383  ,1.0,1.0,1.0,5.0,4.0,7.0,4.0,5.0,210.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
263383  ,1.0,1.0,5.0,5.0,4.0,1.0,4.0,5.0,210.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
263404  ,1.0,1.0,52.0,2.0,4.0,3.0,1.0,0.0,80.0,140.0,3.0,0.0,40.0,0.0,2.0,99.0,0.0,0,0
263404  ,1.0,2.0,52.0,2.0,4.0,3.0,3.0,4.0,80.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
263404  ,1.0,1.0,26.0,5.0,4.0,6.0,3.0,3.0,80.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
263404  ,1.0,1.0,21.0,5.0,4.0,4.0,3.0,7.0,80.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
263404  ,1.0,2.0,20.0,5.0,4.0,5.0,3.0,3.0,80.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
263803  ,1.0,1.0,68.0,2.0,1.0,2.0,3.0,1.0,750.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
263803  ,1.0,2.0,64.0,2.0,1.0,2.0,3.0,4.0,750.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
264114  ,1.0,1.0,48.0,2.0,1.0,4.0,3.0,1.0,1106.25,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
264114  ,1.0,2.0,47.0,2.0,1.0,5.0,1.0,0.0,1106.25,222.0,3.0,0.0,20.0,0.0,1.0,99.0,0.0,0,0
264114  ,1.0,1.0,22.0,5.0,1.0,5.0,1.0,0.0,1106.25,222.0,3.0,2.0,60.0,0.0,2.0,99.0,0.0,0,0
264114  ,1.0,2.0,17.0,5.0,1.0,5.0,3.0,3.0,1106.25,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
264444  ,1.0,1.0,73.0,2.0,12.0,4.0,3.0,1.0,500.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
264444  ,1.0,2.0,75.0,2.0,12.0,2.0,3.0,1.0,500.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
266242  ,1.0,1.0,44.0,2.0,1.0,6.0,1.0,0.0,320.0,283.0,1.0,2.0,56.0,12.0,2.0,6.0,0.0,0,0
266242  ,1.0,2.0,40.0,2.0,1.0,5.0,1.0,0.0,320.0,283.0,1.0,0.0,42.0,0.0,2.0,6.0,0.0,0,0
266242  ,1.0,2.0,16.0,5.0,1.0,3.0,3.0,3.0,320.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
266242  ,1.0,1.0,14.0,5.0,1.0,3.0,3.0,3.0,320.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
266242  ,1.0,2.0,12.0,5.0,1.0,1.0,3.0,3.0,320.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
266242  ,1.0,1.0,8.0,5.0,1.0,1.0,4.0,3.0,320.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
266242  ,1.0,1.0,4.0,5.0,1.0,7.0,4.0,5.0,320.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
266242  ,1.0,1.0,1.0,5.0,1.0,7.0,4.0,5.0,320.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
266565  ,1.0,1.0,56.0,2.0,1.0,4.0,1.0,0.0,112.5,263.0,2.0,0.0,60.0,0.0,2.0,1.0,0.0,0,0
266565  ,1.0,2.0,54.0,2.0,1.0,4.0,3.0,4.0,112.5,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
266654  ,1.0,1.0,46.0,2.0,1.0,3.0,1.0,0.0,362.5,389.0,3.0,0.0,30.0,0.0,2.0,5.0,0.0,0,0
266654  ,1.0,2.0,44.0,2.0,1.0,4.0,1.0,0.0,362.5,389.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,0,0
266654  ,1.0,2.0,20.0,5.0,4.0,4.0,2.0,0.0,362.5,389.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0
266654  ,1.0,1.0,18.0,5.0,4.0,4.0,2.0,0.0,362.5,389.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0
266676  ,2.0,2.0,35.0,5.0,1.0,6.0,1.0,0.0,366.6666666666667,202.0,3.0,0.0,45.0,0.0,1.0,12.0,0.0,0,0
266676  ,2.0,2.0,13.0,5.0,1.0,3.0,3.0,3.0,366.6666666666667,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
266676  ,2.0,1.0,1.0,5.0,1.0,7.0,4.0,5.0,366.6666666666667,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
267320  ,1.0,1.0,25.0,1.0,4.0,2.0,1.0,0.0,433.3333333333333,243.0,3.0,0.0,40.0,0.0,2.0,99.0,0.0,0,0
267320  ,1.0,2.0,23.0,1.0,4.0,3.0,1.0,0.0,433.3333333333333,243.0,2.0,0.0,48.0,0.0,2.0,2.0,0.0,0,0
267320  ,1.0,1.0,6.0,5.0,4.0,1.0,4.0,3.0,433.3333333333333,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
267320  ,2.0,1.0,36.0,5.0,1.0,2.0,3.0,1.0,1000.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
267398  ,1.0,1.0,44.0,2.0,4.0,3.0,1.0,0.0,214.0,221.0,2.0,0.0,48.0,0.0,2.0,1.0,0.0,0,0
267398  ,1.0,2.0,42.0,2.0,4.0,3.0,1.0,0.0,214.0,221.0,3.0,0.0,25.0,0.0,2.0,0.0,0.0,0,0
267398  ,1.0,2.0,22.0,5.0,4.0,4.0,2.0,0.0,214.0,221.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0
267398  ,1.0,1.0,18.0,5.0,4.0,3.0,1.0,0.0,214.0,221.0,3.0,0.0,6.0,0.0,2.0,99.0,0.0,0,0
267398  ,1.0,1.0,19.0,5.0,4.0,3.0,1.0,0.0,214.0,221.0,3.0,0.0,5.0,0.0,2.0,1.0,0.0,0,0
267523  ,1.0,1.0,40.0,3.0,1.0,5.0,1.0,0.0,564.0,251.0,3.0,2.0,40.0,32.0,1.0,11.0,0.0,0,0
267523  ,1.0,1.0,42.0,5.0,1.0,4.0,1.0,0.0,564.0,251.0,2.0,0.0,72.0,0.0,2.0,2.0,0.0,0,0
267706  ,1.0,1.0,23.0,5.0,12.0,5.0,1.0,0.0,953.3333333333334,234.0,3.0,0.0,44.0,0.0,2.0,12.0,0.0,0,0
267706  ,1.0,1.0,19.0,5.0,12.0,5.0,3.0,3.0,953.3333333333334,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
