codusu,nro_hogar,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,itf,ipcf,pondera,pondih,cat_ocup,pp03d,pp3e_tot,pp3f_tot,pp04a,pp04c,pp10a,pp3e_tot_missing,pp3f_tot_missing
TQRMNORYYHJNKOCDEIKAH00872882,1,1,51,2,1.0,2,1,0,1000000.0,333333.33,714.0,1000.0,3,0.0,0.0,0.0,2.0,12.0,,0,0
TQRMNORYYHJNKOCDEIKAH00872882,1,2,48,2,1.0,4,2,0,1000000.0,333333.33,714.0,1000.0,0,,,,,,5.0,0,0
TQRMNORYYHJNKOCDEIKAH00872882,1,1,15,5,1.0,3,3,3,1000000.0,333333.33,714.0,1000.0,0,,,,,,,0,0
TQRMNOQWTHMMMOCDEGJBF00879045,1,1,65,3,1.0,4,3,4,459400.0,459400.0,616.0,693.0,0,,,,,,,0,0
TQRMNOQRYHLKLMCDEFLID00852029,1,2,38,5,1.0,6,1,0,775000.0,775000.0,399.0,743.0,3,0.0,0.0,0.0,1.0,8.0,,0,0
TQRMNOSYTHMOLMCDEFLID00879076,1,2,74,4,1.0,2,3,1,500000.0,500000.0,301.0,221.0,0,,,,,,,0,0
TQRMNOUXQHMMLNCDEFLID00879077,1,2,56,1,1.0,2,3,4,0.0,0.0,249.0,,0,,,,,,,0,0
TQRMNOUXQHMMLNCDEFLID00879077,1,1,36,1,4.0,4,1,0,0.0,0.0,249.0,,2,0.0,12.0,0.0,2.0,1.0,,0,0
TQRMNOQVPHKOMLCDEGJBF00857433,1,1,76,4,1.0,4,3,1,1500000.0,1500000.0,659.0,663.0,0,,,,,,,0,0
TQRMNOQXTHLOMNCDEGJBF00852858,1,1,40,1,4.0,3,1,0,709866.0,177466.5,716.0,732.0,3,0.0,42.0,0.0,2.0,,,0,0
TQRMNOSTPHLOLMCDEFMDB00852202,1,2,64,2,1.0,4,3,1,1980000.0,660000.0,156.0,260.0,0,,,,,,,0,0
TQRMNOSTPHLOLMCDEFMDB00852202,1,1,28,5,1.0,4,1,0,1980000.0,660000.0,156.0,260.0,3,0.0,25.0,0.0,2.0,6.0,,0,0
TQRMNOSTTHLOLMCDEFMDB00852179,1,1,47,2,1.0,4,1,0,2258000.0,564500.0,226.0,428.0,3,2.0,40.0,25.0,2.0,,,0,0
TQRMNOSTTHLOLMCDEFMDB00852179,1,2,44,2,1.0,5,1,0,2258000.0,564500.0,226.0,428.0,3,5.0,15.0,12.0,2.0,0.0,,0,0
TQRMNOSTTHLOLMCDEFMDB00852179,1,2,23,5,1.0,5,1,0,2258000.0,564500.0,226.0,428.0,3,0.0,24.0,0.0,2.0,2.0,,0,0
TQRMNOSTTHLOLMCDEFMDB00852179,1,1,16,5,1.0,3,3,3,2258000.0,564500.0,226.0,428.0,0,,,,,,,0,0
TQRMNOQXUHMMKTCDEIMBF00879238,1,2,10,5,1.0,1,3,3,1030502.0,257625.5,185.0,248.0,0,,,,,,,0,0
TQRMNOQXYHMMKTCDEIMBF00879239,1,1,51,5,4.0,6,1,0,2265000.0,453000.0,171.0,243.0,2,0.0,30.0,0.0,2.0,1.0,,0,0
TQRMNOQXYHMMKTCDEIMBF00879239,1,2,51,5,1.0,6,1,0,2265000.0,453000.0,171.0,243.0,3,0.0,40.0,0.0,1.0,12.0,,0,0
TQRMNOQXYHMMKTCDEIMBF00879239,1,1,44,3,4.0,6,1,0,2265000.0,453000.0,171.0,243.0,2,0.0,36.0,0.0,2.0,1.0,,0,0
TQRMNOQXYHMMKTCDEIMBF00879239,1,2,15,5,1.0,3,3,3,2265000.0,453000.0,171.0,243.0,0,,,,,,,0,0
TQRMNOQXYHMMKTCDEIMBF00879239,1,1,12,5,1.0,1,3,3,2265000.0,453000.0,171.0,243.0,0,,,,,,,0,0
TQRMNOPYRHMLKSCDEFMDB00879281,1,2,65,2,1.0,6,3,1,4200000.0,1400000.0,275.0,473.0,0,,,,,,,0,0
TQRMNOQWYHKMKNCDEIGED00857021,1,2,16,5,4.0,3,3,3,0.0,0.0,105.0,,0,,,,,,,0,0
TQRMNOPPWHMMKQCDEIGED00879280,1,2,41,5,4.0,3,2,0,48000.0,24000.0,130.0,140.0,3,,,,,,2.0,0,0
TQRMNOPPWHMMKQCDEIGED00879280,1,2,19,5,4.0,5,2,0,48000.0,24000.0,130.0,140.0,3,,,,,,2.0,0,0
TQRMNOPUYHLMKSCDEIGED00854648,3,2,40,1,4.0,4,3,4,540000.0,270000.0,139.0,147.0,0,,,,,,,0,0
TQRMNOPUYHLMKSCDEIGED00854648,3,1,51,1,1.0,4,1,0,540000.0,270000.0,139.0,147.0,2,0.0,40.0,0.0,2.0,1.0,,0,0
TQRMNOSRRHLMKQCDEFMDB00857320,1,1,8,5,1.0,1,4,3,1200000.0,300000.0,192.0,318.0,0,,,,,,,0,0
TQRMNOSRRHLMKQCDEFMDB00857320,1,2,42,3,1.0,6,1,0,1200000.0,300000.0,192.0,318.0,3,0.0,24.0,0.0,1.0,6.0,,0,0
TQRMNOSRRHLMKQCDEFMDB00857320,1,1,14,5,1.0,3,3,3,1200000.0,300000.0,192.0,318.0,0,,,,,,,0,0
TQRMNOSRRHLMKQCDEFMDB00857320,1,2,9,5,1.0,1,4,3,1200000.0,300000.0,192.0,318.0,0,,,,,,,0,0
TQRMNOPYRHMLKSCDEFMDB00879281,1,1,64,2,1.0,4,1,0,4200000.0,1400000.0,275.0,473.0,2,0.0,24.0,0.0,2.0,2.0,,0,0
TQRMNOPYRHMLKSCDEFMDB00879281,1,1,30,5,4.0,5,1,0,4200000.0,1400000.0,275.0,473.0,2,0.0,24.0,0.0,2.0,2.0,,0,0
TQRMNOQYPHMMKOCDEFKID00878936,1,2,14,5,1.0,3,3,3,0.0,0.0,508.0,,0,,,,,,,0,0
TQRMNOQYPHMMKOCDEFKID00878936,1,1,30,1,4.0,3,1,0,0.0,0.0,508.0,,3,0.0,50.0,0.0,2.0,3.0,,0,0
TQRMNORRRHKNLQCDEFMDB00861690,1,2,47,2,1.0,3,3,4,3250000.0,812500.0,203.0,395.0,0,,,,,,,0,0
TQRMNORRRHKNLQCDEFMDB00861690,1,2,24,1,1.0,4,1,0,3250000.0,812500.0,203.0,395.0,2,0.0,24.0,0.0,2.0,1.0,,0,0
TQRMNORRRHKNLQCDEFMDB00861690,1,1,30,1,1.0,4,1,0,3250000.0,812500.0,203.0,395.0,3,0.0,32.0,0.0,2.0,11.0,,0,0
TQRMNOQUYHLMLQCDEFMDB00852170,1,2,45,3,4.0,3,1,0,645600.0,129120.0,146.0,150.0,3,2.0,20.0,4.0,2.0,0.0,,0,0
TQRMNOQUYHLMLQCDEFMDB00852170,1,1,20,5,4.0,5,3,3,645600.0,129120.0,146.0,150.0,0,,,,,,,0,0
TQRMNOPYUHMMLPCDEFMDB00879017,1,1,52,2,1.0,4,1,0,0.0,0.0,282.0,,2,0.0,35.0,0.0,2.0,1.0,,0,0
TQRMNOPYUHMMLPCDEFMDB00879017,1,2,51,2,1.0,6,1,0,0.0,0.0,282.0,,3,0.0,0.0,0.0,1.0,9.0,,0,0
TQRMNOPYUHMMLPCDEFMDB00879017,1,1,21,5,1.0,5,3,3,0.0,0.0,282.0,,0,,,,,,,0,0
TQRMNOPYUHMMLPCDEFMDB00879017,1,2,15,5,1.0,3,3,3,0.0,0.0,282.0,,0,,,,,,,0,0
TQRMNORPUHMOLQCDEFMDB00879018,1,2,68,4,12.0,4,3,1,1070000.0,1070000.0,146.0,160.0,0,,,,,,,0,0
TQRMNORRRHKNLQCDEFMDB00861690,1,1,60,2,1.0,3,1,0,3250000.0,812500.0,203.0,395.0,3,0.0,40.0,0.0,3.0,,,0,0
TQRMNOQPVHMNLNCDEIGED00879047,1,1,69,2,1.0,1,3,1,750000.0,375000.0,107.0,125.0,0,,,,,,,0,0
TQRMNOQPVHMNLNCDEIGED00879047,1,2,63,2,1.0,1,3,6,750000.0,375000.0,107.0,125.0,0,,,,,,,0,0
TQRMNOQYUHLMLQCDEIGED00860692,1,1,49,3,1.0,6,1,0,4700000.0,1566666.67,178.0,166.0,1,0.0,35.0,0.0,2.0,3.0,,0,0
TQRMNOQYUHLMLQCDEIGED00860692,1,1,13,5,1.0,3,3,3,4700000.0,1566666.67,178.0,166.0,0,,,,,,,0,0
TQRMNOQYUHLMLQCDEIGED00860692,1,2,10,5,1.0,1,3,3,4700000.0,1566666.67,178.0,166.0,0,,,,,,,0,0
TQRMNOPPVHKOMLCDEGJBF00860655,1,2,34,5,1.0,6,1,0,3420000.0,570000.0,827.0,744.0,3,0.0,0.0,0.0,1.0,12.0,,0,0
TQRMNOPPVHKOMLCDEGJBF00860655,1,1,15,5,1.0,3,3,3,3420000.0,570000.0,827.0,744.0,0,,,,,,,0,0
TQRMNOPPVHKOMLCDEGJBF00860655,1,2,10,5,1.0,1,3,3,3420000.0,570000.0,827.0,744.0,0,,,,,,,0,0
TQRMNOPPVHKOMLCDEGJBF00860655,1,2,8,5,1.0,1,4,3,3420000.0,570000.0,827.0,744.0,0,,,,,,,0,0
TQRMNOPPVHKOMLCDEGJBF00860655,1,2,6,5,1.0,1,4,3,3420000.0,570000.0,827.0,744.0,0,,,,,,,0,0
TQRMNOSTVHLNLPCDEIGED00854591,1,1,35,3,1.0,4,1,0,1200000.0,600000.0,156.0,151.0,3,0.0,0.0,0.0,1.0,9.0,,0,0
TQRMNOSTVHLNLPCDEIGED00854591,1,1,13,5,1.0,3,3,3,1200000.0,600000.0,156.0,151.0,0,,,,,,,0,0
TQRMNOSVVHMOLNCDEFJAH00879078,1,2,75,2,1.0,2,3,4,985000.0,492500.0,317.0,510.0,0,,,,,,,0,0
TQRMNOTPVHJNLUCDEGJBF00873138,1,2,48,1,1.0,3,3,6,611700.0,203900.0,568.0,636.0,0,,,,,,,0,0
TQRMNOTPVHJNLUCDEGJBF00873138,1,1,50,1,4.0,2,1,0,611700.0,203900.0,568.0,636.0,2,0.0,32.0,0.0,2.0,3.0,,0,0
TQRMNOTPVHJNLUCDEGJBF00873138,1,1,25,5,4.0,1,1,0,611700.0,203900.0,568.0,636.0,3,0.0,8.0,0.0,2.0,3.0,,0,0
TQRMNOQXRHKNKSCDEIKAH00860532,1,2,62,5,1.0,2,3,4,0.0,0.0,868.0,,0,,,,,,,0,0
TQRMNOQXRHKNKSCDEIKAH00860532,1,1,28,3,1.0,4,1,0,0.0,0.0,868.0,,3,0.0,72.0,0.0,1.0,9.0,,0,0
TQRMNOQYYHLMKNCDEIMBF00855864,1,1,58,2,1.0,6,1,0,6850000.0,2283333.33,138.0,190.0,3,0.0,45.0,0.0,2.0,7.0,,0,0
TQRMNOQYYHLMKNCDEIMBF00855864,1,2,56,2,1.0,6,1,0,6850000.0,2283333.33,138.0,190.0,3,0.0,40.0,0.0,2.0,6.0,,0,0
TQRMNOQYYHLMKNCDEIMBF00855864,1,1,28,5,1.0,5,3,3,6850000.0,2283333.33,138.0,190.0,0,,,,,,,0,0
TQRMNOSWVHMMKTCDEIMBF00879079,1,2,43,5,1.0,3,1,0,1360000.0,340000.0,234.0,297.0,3,0.0,48.0,0.0,2.0,7.0,,0,0
TQRMNOSWVHMMKTCDEIMBF00879079,1,1,15,5,1.0,3,3,3,1360000.0,340000.0,234.0,297.0,0,,,,,,,0,0
TQRMNOSWVHMMKTCDEIMBF00879079,1,2,11,5,1.0,1,3,3,1360000.0,340000.0,234.0,297.0,0,,,,,,,0,0
TQRMNOUXQHMMLNCDEFLID00879077,1,2,21,5,4.0,4,3,4,0.0,0.0,249.0,,0,,,,,,,0,0
TQRMNOSVVHMOLNCDEFJAH00879078,1,1,75,2,1.0,3,3,1,985000.0,492500.0,317.0,510.0,0,,,,,,,0,0
TQRMNOSSUHKMMPCDEGJBF00857434,1,1,1,5,1.0,7,4,5,1400000.0,466666.67,1092.0,1253.0,0,,,,,,,0,0
TQRMNOQYVHJMMPCDEGJBF00873063,1,1,69,2,1.0,2,1,0,0.0,0.0,649.0,,2,0.0,18.0,0.0,2.0,2.0,,0,0
TQRMNOQYVHJMMPCDEGJBF00873063,1,2,66,2,1.0,4,1,0,0.0,0.0,649.0,,2,0.0,18.0,0.0,2.0,2.0,,0,0
TQRMNOQYVHJMMPCDEGJBF00873063,1,1,24,1,4.0,4,1,0,0.0,0.0,649.0,,3,0.0,12.0,0.0,2.0,2.0,,0,0
TQRMNOQYVHJMMPCDEGJBF00873063,1,2,22,1,4.0,4,3,7,0.0,0.0,649.0,,0,,,,,,,0,0
TQRMNOQXTHLOMNCDEGJBF00852858,1,2,34,1,4.0,3,1,0,709866.0,177466.5,716.0,732.0,3,0.0,20.0,0.0,2.0,3.0,,0,0
TQRMNOQXTHLOMNCDEGJBF00852858,1,2,15,5,4.0,3,3,3,709866.0,177466.5,716.0,732.0,0,,,,,,,0,0
TQRMNOQXTHLOMNCDEGJBF00852858,1,1,12,5,4.0,1,3,3,709866.0,177466.5,716.0,732.0,0,,,,,,,0,0
TQRMNORXPHKNMOCDEGJBF00860657,1,2,47,1,4.0,4,1,0,1790000.0,895000.0,475.0,538.0,2,0.0,70.0,0.0,2.0,2.0,,0,0
TQRMNORXPHKNMOCDEGJBF00860657,1,1,49,1,4.0,4,1,0,1790000.0,895000.0,475.0,538.0,3,2.0,40.0,28.0,2.0,6.0,,0,0
TQRMNOQSVHLMMOCDEGJBF00860658,1,2,49,5,1.0,6,1,0,200000.0,200000.0,486.0,505.0,3,0.0,0.0,0.0,2.0,,,0,0
TQRMNOSSUHKMMPCDEGJBF00857434,1,1,31,1,1.0,6,1,0,1400000.0,466666.67,1092.0,1253.0,3,2.0,40.0,16.0,2.0,6.0,,0,0
TQRMNOSSUHKMMPCDEGJBF00857434,1,2,36,1,1.0,4,1,0,1400000.0,466666.67,1092.0,1253.0,3,0.0,20.0,0.0,2.0,7.0,,0,0
TQRMNOSYQHMOKPCDEFKID00879127,1,1,69,2,1.0,4,3,1,620000.0,310000.0,771.0,915.0,0,,,,,,,0,0
TQRMNORRYHLMKNCDEFKID00851902,1,1,80,2,1.0,4,3,1,860000.0,430000.0,630.0,832.0,0,,,,,,,0,0
TQRMNOSYQHMOKPCDEFKID00879127,1,2,70,2,1.0,4,3,1,620000.0,310000.0,771.0,915.0,0,,,,,,,0,0
TQRMNORQXHKNKNCDEIMBF00857461,1,1,8,5,1.0,1,4,3,1550000.0,387500.0,137.0,170.0,0,,,,,,,0,0
TQRMNOPWSHMMKQCDEIKAH00496634,1,1,35,5,1.0,5,1,0,0.0,0.0,428.0,,3,0.0,40.0,0.0,2.0,1.0,,0,0
TQRMNOPRRHLMKNCDEIMBF00855855,1,1,80,4,1.0,2,3,1,795000.0,795000.0,109.0,153.0,0,,,,,,,0,0
TQRMNOPYPHKOKMCDEIMBF00859787,2,2,61,3,1.0,4,3,1,430000.0,430000.0,96.0,123.0,0,,,,,,,0,0
TQRMNORQXHKNKNCDEIMBF00857461,1,2,50,1,1.0,4,1,0,1550000.0,387500.0,137.0,170.0,2,0.0,18.0,0.0,2.0,1.0,,0,0
TQRMNORQXHKNKNCDEIMBF00857461,1,1,51,1,1.0,5,1,0,1550000.0,387500.0,137.0,170.0,3,0.0,44.0,0.0,2.0,9.0,,0,0
TQRMNORQXHKNKNCDEIMBF00857461,1,2,15,5,1.0,3,3,3,1550000.0,387500.0,137.0,170.0,0,,,,,,,0,0
TQRMNORSRHKNKNCDEIMBF00860722,1,1,56,3,1.0,5,3,1,700000.0,700000.0,121.0,134.0,0,,,,,,,0,0
TQRMNOQRTHMNKOCDEIMBF00879191,1,2,78,4,1.0,1,3,1,674000.0,674000.0,111.0,148.0,0,,,,,,,0,0
TQRMNOQSRHLOKOCDEIMBF00855889,1,2,47,2,1.0,6,1,0,0.0,0.0,123.0,,3,2.0,20.0,10.0,1.0,9.0,,0,0
TQRMNORRVHKNKNCDEIMBF00860721,1,1,44,2,1.0,5,1,0,1200000.0,300000.0,134.0,182.0,3,0.0,44.0,0.0,2.0,7.0,,0,0
TQRMNORRVHKNKNCDEIMBF00860721,1,2,53,2,1.0,6,1,0,1200000.0,300000.0,134.0,182.0,3,5.0,16.0,16.0,2.0,0.0,,0,0
TQRMNORRVHKNKNCDEIMBF00860721,1,1,15,5,1.0,3,3,3,1200000.0,300000.0,134.0,182.0,0,,,,,,,0,0
TQRMNORRVHKNKNCDEIMBF00860721,1,1,11,5,1.0,1,3,3,1200000.0,300000.0,134.0,182.0,0,,,,,,,0,0
TQRMNOSYYHJMKRCDEGJBF00872560,1,2,37,5,1.0,5,1,0,1200000.0,600000.0,638.0,710.0,3,0.0,35.0,0.0,1.0,,,0,0
TQRMNOSYYHJMKRCDEGJBF00872560,1,1,15,5,1.0,3,3,3,1200000.0,600000.0,638.0,710.0,0,,,,,,,0,0
TQRMNORURHLMMLCDEFIAH00851558,1,1,34,5,1.0,6,1,0,600000.0,600000.0,1059.0,1244.0,3,0.0,40.0,0.0,2.0,4.0,,0,0
TQRMNOQPPHJNLQCDEFMDB00873701,1,1,17,5,1.0,3,3,3,890000.0,222500.0,248.0,295.0,0,,,,,,,0,0
TQRMNOQPPHJNLQCDEFMDB00873701,1,1,13,5,1.0,3,3,3,890000.0,222500.0,248.0,295.0,0,,,,,,,0,0
TQRMNOQPPHJNLQCDEFMDB00873701,1,2,9,5,1.0,1,4,3,890000.0,222500.0,248.0,295.0,0,,,,,,,0,0
TQRMNOSSUHJNLQCDEFMDB00873488,1,2,33,1,4.0,3,1,0,1360000.0,272000.0,388.0,605.0,2,0.0,12.0,0.0,2.0,1.0,,0,0
TQRMNOSSUHJNLQCDEFMDB00873488,1,1,42,1,1.0,3,1,0,1360000.0,272000.0,388.0,605.0,3,0.0,40.0,0.0,1.0,,,0,0
TQRMNOSSUHJNLQCDEFMDB00873488,1,1,4,5,1.0,7,4,5,1360000.0,272000.0,388.0,605.0,0,,,,,,,0,0
TQRMNOSSUHJNLQCDEFMDB00873488,1,2,16,5,1.0,3,3,3,1360000.0,272000.0,388.0,605.0,0,,,,,,,0,0
TQRMNOSSUHJNLQCDEFMDB00873488,1,2,10,5,1.0,1,3,3,1360000.0,272000.0,388.0,605.0,0,,,,,,,0,0
TQRMNORTSHKMKMCDEFMDB00865502,1,2,54,3,1.0,4,1,0,1350000.0,1350000.0,170.0,233.0,3,0.0,48.0,0.0,2.0,5.0,,0,0
TQRMNOQUYHLMLQCDEFMDB00852170,1,1,13,5,4.0,3,3,3,645600.0,129120.0,146.0,150.0,0,,,,,,,0,0
TQRMNOQUYHLMLQCDEFMDB00852170,1,1,11,5,4.0,1,3,3,645600.0,129120.0,146.0,150.0,0,,,,,,,0,0
TQRMNOQUYHLMLQCDEFMDB00852170,1,1,8,5,4.0,1,4,3,645600.0,129120.0,146.0,150.0,0,,,,,,,0,0
TQRMNORUUHLMLQCDEFMDB00852197,1,1,29,5,1.0,5,1,0,0.0,0.0,95.0,,3,0.0,36.0,0.0,2.0,,,0,0
TQRMNOQPPHJNLQCDEFMDB00873701,1,2,40,5,1.0,3,1,0,890000.0,222500.0,248.0,295.0,3,0.0,30.0,0.0,1.0,10.0,,0,0
TQRMNORXSHMKLQCDEIGED00879048,1,1,47,2,1.0,6,1,0,3700000.0,925000.0,292.0,317.0,3,0.0,40.0,0.0,1.0,10.0,,0,0
TQRMNORXSHMKLQCDEIGED00879048,1,2,42,2,1.0,6,1,0,3700000.0,925000.0,292.0,317.0,2,0.0,23.0,0.0,2.0,1.0,,0,0
TQRMNORXSHMKLQCDEIGED00879048,1,1,19,5,1.0,3,3,7,3700000.0,925000.0,292.0,317.0,0,,,,,,,0,0
TQRMNORXSHMKLQCDEIGED00879048,1,1,11,5,1.0,1,3,3,3700000.0,925000.0,292.0,317.0,0,,,,,,,0,0
TQRMNORWYHJOKPCDEFKID00879082,1,2,26,1,4.0,5,3,3,1500000.0,500000.0,969.0,1168.0,0,,,,,,,0,0
TQRMNORWYHJOKPCDEFKID00879082,1,1,29,1,1.0,4,1,0,1500000.0,500000.0,969.0,1168.0,3,0.0,50.0,0.0,2.0,9.0,,0,0
TQRMNORWYHJOKPCDEFKID00879082,1,1,4,5,4.0,7,4,5,1500000.0,500000.0,969.0,1168.0,0,,,,,,,0,0
TQRMNOSWVHMMKTCDEIMBF00879079,1,2,9,5,1.0,1,4,3,1360000.0,340000.0,234.0,297.0,0,,,,,,,0,0
TQRMNOQWSHLKKRCDEFKID00879130,1,2,12,5,12.0,1,3,3,1200000.0,300000.0,1454.0,2275.0,0,,,,,,,0,0
TQRMNOPQVHLMKSCDEFKID00856571,1,1,72,3,1.0,3,3,1,380000.0,380000.0,509.0,552.0,0,,,,,,,0,0
TQRMNOPXWHKMLNCDEFKID00856573,1,2,27,1,4.0,3,1,0,0.0,0.0,896.0,,2,0.0,22.0,0.0,2.0,1.0,,0,0
TQRMNOPXWHKMLNCDEFKID00856573,1,1,33,1,4.0,3,1,0,0.0,0.0,896.0,,3,0.0,36.0,0.0,2.0,6.0,,0,0
TQRMNORRYHLMKNCDEFKID00851902,1,2,80,2,1.0,6,3,1,860000.0,430000.0,630.0,832.0,0,,,,,,,0,0
TQRMNOPWRHJKKSCDEFKID00873339,1,1,76,2,1.0,4,3,1,1400000.0,350000.0,898.0,1461.0,0,,,,,,,0,0
TQRMNOPWRHJKKSCDEFKID00873339,1,2,74,2,1.0,6,3,1,1400000.0,350000.0,898.0,1461.0,0,,,,,,,0,0
TQRMNOPWRHJKKSCDEFKID00873339,1,1,46,5,2.0,4,1,0,1400000.0,350000.0,898.0,1461.0,3,0.0,,0.0,2.0,,,1,0
TQRMNOPWRHJKKSCDEFKID00873339,1,1,46,5,2.0,4,3,7,1400000.0,350000.0,898.0,1461.0,0,,,,,,,0,0
TQRMNORTYHMLKSCDEFKID00879128,1,1,78,5,12.0,2,3,1,610000.0,610000.0,1035.0,945.0,0,,,,,,,0,0
TQRMNOQQRHMLKTCDEFKID00879129,1,2,33,5,4.0,4,1,0,0.0,0.0,2013.0,,3,2.0,20.0,,2.0,,,0,1
TQRMNOQSWHJKLLCDEFKID00873341,1,1,20,5,1.0,5,3,3,500000.0,500000.0,1111.0,1164.0,0,,,,,,,0,0
TQRMNOQWSHLKKRCDEFKID00879130,1,1,51,2,12.0,5,1,0,1200000.0,300000.0,1454.0,2275.0,3,0.0,45.0,0.0,2.0,11.0,,0,0
TQRMNOQWSHLKKRCDEFKID00879130,1,2,50,2,12.0,5,3,4,1200000.0,300000.0,1454.0,2275.0,0,,,,,,,0,0
TQRMNOQWSHLKKRCDEFKID00879130,1,2,18,5,12.0,5,3,3,1200000.0,300000.0,1454.0,2275.0,0,,,,,,,0,0
TQRMNOUQPHKOKNCDEGJBF00860647,1,1,65,1,1.0,1,1,0,1151147.0,383715.67,573.0,614.0,3,0.0,40.0,0.0,2.0,,,0,0
TQRMNOUQPHKOKNCDEGJBF00860647,1,2,59,1,4.0,4,3,4,1151147.0,383715.67,573.0,614.0,0,,,,,,,0,0
TQRMNOQXRHMMKPCDEIMBF00879192,1,2,57,2,1.0,6,1,0,2135000.0,711666.67,132.0,184.0,3,0.0,0.0,0.0,2.0,9.0,,0,0
TQRMNOQXRHMMKPCDEIMBF00879192,1,2,26,5,1.0,5,1,0,2135000.0,711666.67,132.0,184.0,3,0.0,0.0,0.0,1.0,7.0,,0,0
TQRMNOTWPHMMKPCDEIMBF00879193,1,1,60,3,1.0,4,1,0,1500000.0,1500000.0,149.0,204.0,2,0.0,50.0,0.0,2.0,1.0,,0,0
TQRMNOUYYHMMKQCDEIMBF00879194,1,2,66,3,1.0,4,3,2,0.0,0.0,202.0,,0,,,,,,,0,0
TQRMNOSRSHMMKRCDEIMBF00879195,1,2,34,5,1.0,6,1,0,0.0,0.0,105.0,,3,0.0,0.0,0.0,1.0,9.0,,0,0
TQRMNOQUWHJMKQCDEIMBF00875375,1,2,59,3,1.0,4,1,0,380000.0,190000.0,120.0,167.0,3,0.0,20.0,0.0,2.0,0.0,,0,0
TQRMNOQSRHLOKOCDEIMBF00855889,1,1,48,2,1.0,4,1,0,0.0,0.0,123.0,,3,0.0,40.0,0.0,2.0,6.0,,0,0
TQRMNOQSRHLOKOCDEIMBF00855889,1,1,21,5,1.0,5,3,3,0.0,0.0,123.0,,0,,,,,,,0,0
TQRMNOQSRHLOKOCDEIMBF00855889,1,1,15,5,1.0,3,3,3,0.0,0.0,123.0,,0,,,,,,,0,0
TQRMNOQSXHKKKOCDEIMBF00856871,1,1,54,2,1.0,6,1,0,650000.0,162500.0,161.0,273.0,3,0.0,30.0,0.0,1.0,11.0,,0,0
TQRMNOQSXHKKKOCDEIMBF00856871,1,2,51,2,1.0,4,3,4,650000.0,162500.0,161.0,273.0,0,,,,,,,0,0
TQRMNOQSXHKKKOCDEIMBF00856871,1,2,20,5,1.0,5,3,3,650000.0,162500.0,161.0,273.0,0,,,,,,,0,0
TQRMNOQSXHKKKOCDEIMBF00856871,1,1,17,5,1.0,3,3,3,650000.0,162500.0,161.0,273.0,0,,,,,,,0,0
TQRMNOQXRHMMKPCDEIMBF00879192,1,1,57,2,1.0,4,1,0,2135000.0,711666.67,132.0,184.0,3,0.0,40.0,0.0,2.0,6.0,,0,0
TQRMNORYSHKMLRCDEFMDB00856714,1,2,11,5,1.0,1,3,3,0.0,0.0,383.0,,0,,,,,,,0,0
TQRMNORYTHKMLRCDEFMDB00857611,1,1,51,1,1.0,2,1,0,1800000.0,450000.0,194.0,382.0,2,0.0,49.0,0.0,2.0,2.0,,0,0
TQRMNORYTHKMLRCDEFMDB00857611,1,2,49,1,1.0,4,3,4,1800000.0,450000.0,194.0,382.0,0,,,,,,,0,0
TQRMNORYTHKMLRCDEFMDB00857611,1,1,23,5,1.0,5,1,0,1800000.0,450000.0,194.0,382.0,2,0.0,49.0,0.0,2.0,2.0,,0,0
TQRMNORYTHKMLRCDEFMDB00857611,1,1,19,5,1.0,3,3,3,1800000.0,450000.0,194.0,382.0,0,,,,,,,0,0
TQRMNOQRVHKNKOCDEFMDB00856717,1,1,69,2,1.0,4,3,1,0.0,0.0,90.0,,0,,,,,,,0,0
TQRMNOQUTHKMLQCDEFMDB00857610,1,1,20,5,1.0,5,3,3,0.0,0.0,206.0,,0,,,,,,,0,0
TQRMNOQUTHKMLQCDEFMDB00857610,1,1,59,2,1.0,6,1,0,0.0,0.0,206.0,,3,0.0,35.0,0.0,1.0,,,0,0
TQRMNOQUTHKMLQCDEFMDB00857610,1,2,56,2,1.0,6,1,0,0.0,0.0,206.0,,3,0.0,0.0,0.0,2.0,9.0,,0,0
TQRMNOQUTHKMLQCDEFMDB00857610,1,2,24,5,1.0,6,1,0,0.0,0.0,206.0,,2,0.0,20.0,0.0,2.0,1.0,,0,0
TQRMNOQUTHKMLQCDEFMDB00857610,1,1,23,5,1.0,5,3,3,0.0,0.0,206.0,,0,,,,,,,0,0
TQRMNORYSHKMLRCDEFMDB00856714,1,2,43,3,4.0,4,1,0,0.0,0.0,383.0,,3,3.0,30.0,25.0,2.0,0.0,,0,0
TQRMNORYSHKMLRCDEFMDB00856714,1,2,16,5,1.0,3,3,3,0.0,0.0,383.0,,0,,,,,,,0,0
TQRMNORYSHKMLRCDEFMDB00856714,1,2,13,5,1.0,3,3,3,0.0,0.0,383.0,,0,,,,,,,0,0
TQRMNORSYHJLKPCDEIOAH00876084,1,2,57,3,1.0,4,1,0,1300000.0,650000.0,241.0,260.0,2,0.0,48.0,0.0,2.0,1.0,,0,0
TQRMNORSYHJLKPCDEIOAH00876084,1,1,20,5,2.0,5,2,0,1300000.0,650000.0,241.0,260.0,0,,,,,,1.0,0,0
TQRMNORTQHJLKPCDEIOAH00872939,1,2,73,2,1.0,4,3,4,920000.0,460000.0,304.0,402.0,0,,,,,,,0,0
