codusu,nro_hogar,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,itf,ipcf,pondera,pondih,cat_ocup,pp03d,pp3e_tot,pp3f_tot,pp04a,pp04c,pp10a,pp3e_tot_missing,pp3f_tot_missing
TQRMNOPXQHJMKNCDEIOAH00876431,1,2,90,4,1.0,2,3,1,0.0,0.0,167.0,,0,,,,,,,0,0
TQRMNOPUTHKMKOCDEIOAH00856806,1,1,68,2,1.0,2,3,1,1780000.0,890000.0,157.0,216.0,0,,,,,,,0,0
TQRMNOPUTHKMKOCDEIOAH00856806,1,2,62,2,1.0,2,3,4,1780000.0,890000.0,157.0,216.0,0,,,,,,,0,0
TQRMNOSQPHKMKPCDEIOAH00856807,1,2,90,4,1.0,1,3,1,750000.0,750000.0,146.0,188.0,0,,,,,,,0,0
TQRMNOQRSHJMKOCDEIOAH00877981,1,1,82,2,1.0,2,3,1,0.0,0.0,142.0,,0,,,,,,,0,0
TQRMNOQRSHJMKOCDEIOAH00877981,1,2,71,2,1.0,2,3,4,0.0,0.0,142.0,,0,,,,,,,0,0
TQRMNORSTHLMKMCDEIOAH00856104,1,2,64,4,1.0,2,3,4,300000.0,150000.0,79.0,108.0,0,,,,,,,0,0
TQRMNORSTHLMKMCDEIOAH00856104,1,2,23,5,1.0,4,3,7,300000.0,150000.0,79.0,108.0,0,,,,,,,0,0
TQRMNOQTXHMMKOCDEIOAH00877982,1,2,74,4,1.0,6,3,1,0.0,0.0,130.0,,0,,,,,,,0,0
TQRMNOQTPHJOKUCDEIOAH00876482,1,1,48,5,4.0,3,1,0,0.0,0.0,136.0,146.0,3,0.0,42.0,0.0,2.0,7.0,,0,0
TQRMNORXSHJLLLCDEIOAH00876483,1,1,55,2,1.0,4,3,4,675000.0,225000.0,118.0,170.0,0,,,,,,,0,0
TQRMNORXSHJLLLCDEIOAH00876483,1,2,52,2,1.0,4,1,0,675000.0,225000.0,118.0,170.0,3,0.0,35.0,0.0,1.0,10.0,,0,0
TQRMNORXSHJLLLCDEIOAH00876483,1,2,19,5,1.0,5,3,3,675000.0,225000.0,118.0,170.0,0,,,,,,,0,0
TQRMNOTYQHKOLLCDEIOAH00861618,1,2,34,5,1.0,6,1,0,1100000.0,1100000.0,146.0,166.0,2,2.0,60.0,0.0,2.0,1.0,,0,0
TQRMNOSQXHLMKUCDEIOAH00856099,1,1,49,1,4.0,3,3,7,262000.0,65500.0,134.0,197.0,0,,,,,,,0,0
TQRMNOSQXHLMKUCDEIOAH00856099,1,2,48,1,4.0,2,1,0,262000.0,65500.0,134.0,197.0,3,3.0,4.0,4.0,2.0,0.0,,0,0
TQRMNOSQXHLMKUCDEIOAH00856099,1,1,14,5,4.0,3,3,3,262000.0,65500.0,134.0,197.0,0,,,,,,,0,0
TQRMNOSQXHLMKUCDEIOAH00856099,1,2,24,5,4.0,4,2,0,262000.0,65500.0,134.0,197.0,3,,,,,,2.0,0,0
TQRMNOPRSHKMLMCDEIOAH00861620,1,1,64,2,1.0,3,1,0,0.0,0.0,127.0,,2,0.0,30.0,0.0,2.0,1.0,,0,0
TQRMNOPRSHKMLMCDEIOAH00861620,1,2,65,2,1.0,3,3,1,0.0,0.0,127.0,,0,,,,,,,0,0
TQRMNORSQHJMKQCDEGKDB00878036,1,2,17,5,1.0,3,3,3,790000.0,197500.0,95.0,174.0,0,,,,,,,0,0
TQRMNORSQHJMKQCDEGKDB00878036,1,2,12,5,1.0,3,3,3,790000.0,197500.0,95.0,174.0,0,,,,,,,0,0
TQRMNORSQHJMKQCDEGKDB00878036,1,2,2,5,4.0,7,4,5,790000.0,197500.0,95.0,174.0,0,,,,,,,0,0
TQRMNOPPXHLMKOCDEGKDB00853118,2,2,57,3,4.0,2,3,4,0.0,0.0,96.0,,0,,,,,,,0,0
TQRMNOPPXHLMKOCDEGKDB00853118,2,2,22,5,4.0,4,1,0,0.0,0.0,96.0,,3,0.0,56.0,0.0,2.0,5.0,,0,0
TQRMNOPPXHLMKOCDEGKDB00853118,2,2,11,5,4.0,1,3,3,0.0,0.0,96.0,,0,,,,,,,0,0
TQRMNOPPXHLMKOCDEGKDB00853118,2,2,9,5,4.0,1,4,3,0.0,0.0,96.0,,0,,,,,,,0,0
TQRMNOSVYHMMKPCDEGKDB00878037,1,1,68,2,1.0,4,3,1,1830000.0,610000.0,84.0,171.0,0,,,,,,,0,0
TQRMNOSVYHMMKPCDEGKDB00878037,1,2,54,2,1.0,4,1,0,1830000.0,610000.0,84.0,171.0,3,0.0,0.0,0.0,1.0,11.0,,0,0
TQRMNOSVYHMMKPCDEGKDB00878037,1,1,27,5,1.0,4,1,0,1830000.0,610000.0,84.0,171.0,3,0.0,36.0,0.0,1.0,9.0,,0,0
TQRMNORYPHMOKRCDEGKDB00878038,1,1,51,3,1.0,4,1,0,0.0,0.0,131.0,,3,0.0,48.0,0.0,2.0,6.0,,0,0
TQRMNORYPHMOKRCDEGKDB00878038,1,2,83,4,1.0,4,3,1,0.0,0.0,131.0,,0,,,,,,,0,0
TQRMNOPWQHJOKTCDEIOAH00873338,1,1,50,1,2.0,3,1,0,2850000.0,1425000.0,144.0,157.0,3,0.0,0.0,0.0,2.0,,,0,0
TQRMNOPWQHJOKTCDEIOAH00873338,1,2,38,1,2.0,3,2,0,2850000.0,1425000.0,144.0,157.0,3,,,,,,5.0,0,0
TQRMNOQQPHLLKPCDEIOAH00856081,1,2,7,5,1.0,1,4,3,0.0,0.0,140.0,,0,,,,,,,0,0
TQRMNOQQPHLLKPCDEIOAH00856081,1,2,5,5,1.0,7,4,5,0.0,0.0,140.0,,0,,,,,,,0,0
TQRMNOQQSHLLKPCDEIOAH00855986,1,1,65,3,1.0,5,3,1,0.0,0.0,201.0,,0,,,,,,,0,0
TQRMNOPPSHLMKQCDEIOAH00856085,1,2,40,5,3.0,5,1,0,430000.0,215000.0,123.0,156.0,3,0.0,0.0,0.0,2.0,3.0,,0,0
TQRMNOPPSHLMKQCDEIOAH00856085,1,2,7,5,3.0,1,4,3,430000.0,215000.0,123.0,156.0,0,,,,,,,0,0
TQRMNOQUPHLMKQCDEIOAH00856086,1,2,56,2,2.0,4,3,4,2400000.0,600000.0,97.0,160.0,0,,,,,,,0,0
TQRMNOQUPHLMKQCDEIOAH00856086,1,1,33,5,1.0,5,1,0,2400000.0,600000.0,97.0,160.0,3,0.0,45.0,0.0,2.0,7.0,,0,0
TQRMNOQUPHLMKQCDEIOAH00856086,1,2,27,5,1.0,6,1,0,2400000.0,600000.0,97.0,160.0,3,0.0,45.0,0.0,2.0,7.0,,0,0
TQRMNOQUPHLMKQCDEIOAH00856086,1,1,60,2,1.0,6,3,1,2400000.0,600000.0,97.0,160.0,0,,,,,,,0,0
TQRMNORRQHKMKRCDEIOAH00857638,1,2,67,3,1.0,2,1,0,0.0,0.0,149.0,,3,0.0,30.0,0.0,1.0,,,0,0
TQRMNORRQHKMKRCDEIOAH00857638,1,1,43,5,1.0,4,1,0,0.0,0.0,149.0,,3,0.0,30.0,0.0,1.0,,,0,0
TQRMNORRQHKMKRCDEIOAH00857638,1,2,30,5,1.0,4,3,4,0.0,0.0,149.0,,0,,,,,,,0,0
TQRMNORRRHKMKRCDEIOAH00857639,1,1,37,2,4.0,4,1,0,0.0,0.0,181.0,,2,0.0,40.0,0.0,2.0,1.0,,0,0
TQRMNORRRHKMKRCDEIOAH00857639,1,2,48,2,4.0,3,1,0,0.0,0.0,181.0,,2,0.0,40.0,0.0,2.0,1.0,,0,0
TQRMNOQSYHMMKTCDEGKDB00878101,1,1,29,1,4.0,4,1,0,1750000.0,583333.33,89.0,133.0,2,0.0,24.0,0.0,2.0,1.0,,0,0
TQRMNOQSYHMMKTCDEGKDB00878101,1,2,26,1,4.0,4,1,0,1750000.0,583333.33,89.0,133.0,2,0.0,48.0,0.0,2.0,1.0,,0,0
TQRMNOQSYHMMKTCDEGKDB00878101,1,2,7,5,3.0,1,4,3,1750000.0,583333.33,89.0,133.0,0,,,,,,,0,0
TQRMNOQYRHLOKMCDEFKID00857960,1,2,64,2,1.0,2,3,4,0.0,0.0,612.0,,0,,,,,,,0,0
TQRMNORTPHKOMLCDEFIAH00856528,1,2,53,2,1.0,2,3,4,1200000.0,300000.0,1231.0,2531.0,0,,,,,,,0,0
TQRMNORTPHKOMLCDEFIAH00856528,1,1,61,2,1.0,2,1,0,1200000.0,300000.0,1231.0,2531.0,3,0.0,40.0,0.0,1.0,,,0,0
TQRMNORTPHKOMLCDEFIAH00856528,1,2,5,5,1.0,1,4,5,1200000.0,300000.0,1231.0,2531.0,0,,,,,,,0,0
TQRMNORTPHKOMLCDEFIAH00856528,1,2,33,5,1.0,4,1,0,1200000.0,300000.0,1231.0,2531.0,3,0.0,60.0,0.0,1.0,,,0,0
TQRMNORRTHMOMMCDEFIAH00878120,1,1,65,2,1.0,4,1,0,937000.0,234250.0,727.0,1359.0,2,0.0,48.0,0.0,2.0,1.0,,0,0
TQRMNORRTHMOMMCDEFIAH00878120,1,2,53,2,1.0,5,1,0,937000.0,234250.0,727.0,1359.0,3,0.0,30.0,0.0,1.0,9.0,,0,0
TQRMNORRTHMOMMCDEFIAH00878120,1,1,17,5,1.0,3,3,3,937000.0,234250.0,727.0,1359.0,0,,,,,,,0,0
TQRMNORRTHMOMMCDEFIAH00878120,1,1,17,5,1.0,3,3,3,937000.0,234250.0,727.0,1359.0,0,,,,,,,0,0
TQRMNOSSRHMOMMCDEFIAH00878121,1,2,44,5,1.0,3,1,0,383000.0,191500.0,1412.0,1519.0,3,0.0,8.0,0.0,1.0,9.0,,0,0
TQRMNOPXTHKOKTCDEGKDB00857935,1,1,38,1,1.0,4,1,0,1550000.0,387500.0,109.0,233.0,3,0.0,44.0,0.0,2.0,5.0,,0,0
TQRMNOPXTHKOKTCDEGKDB00857935,1,2,43,1,4.0,4,1,0,1550000.0,387500.0,109.0,233.0,2,0.0,44.0,0.0,2.0,1.0,,0,0
TQRMNOUQXHJMLMCDEIOAH00873376,1,1,43,2,1.0,4,1,0,2040000.0,510000.0,113.0,209.0,3,0.0,46.0,0.0,2.0,12.0,,0,0
TQRMNOUQXHJMLMCDEIOAH00873376,1,2,41,2,1.0,4,1,0,2040000.0,510000.0,113.0,209.0,3,0.0,20.0,0.0,2.0,6.0,,0,0
TQRMNOUQXHJMLMCDEIOAH00873376,1,1,17,5,1.0,3,3,3,2040000.0,510000.0,113.0,209.0,0,,,,,,,0,0
TQRMNOUQXHJMLMCDEIOAH00873376,1,2,11,5,1.0,1,3,3,2040000.0,510000.0,113.0,209.0,0,,,,,,,0,0
TQRMNORUYHLOLLCDEIOAH00856100,1,1,45,2,1.0,6,1,0,1600000.0,400000.0,100.0,167.0,3,0.0,40.0,0.0,2.0,,,0,0
TQRMNORUYHLOLLCDEIOAH00856100,1,2,48,2,1.0,4,1,0,1600000.0,400000.0,100.0,167.0,3,0.0,36.0,0.0,1.0,,,0,0
TQRMNORUYHLOLLCDEIOAH00856100,1,1,21,5,4.0,3,3,7,1600000.0,400000.0,100.0,167.0,0,,,,,,,0,0
TQRMNORUYHLOLLCDEIOAH00856100,1,2,17,5,1.0,3,3,3,1600000.0,400000.0,100.0,167.0,0,,,,,,,0,0
TQRMNOQTPHKMKSCDEFMDB00857694,1,2,66,3,1.0,6,3,1,1000000.0,500000.0,183.0,269.0,0,,,,,,,0,0
TQRMNOQTPHKMKSCDEFMDB00857694,1,1,32,5,4.0,5,2,0,1000000.0,500000.0,183.0,269.0,3,,,,,,4.0,0,0
TQRMNOPWSHKNKPCDEFMDB00860945,1,1,42,1,4.0,1,3,4,478000.0,59750.0,159.0,161.0,0,,,,,,,0,0
TQRMNORRRHKMKRCDEIOAH00857639,1,1,12,5,4.0,3,3,3,0.0,0.0,181.0,,0,,,,,,,0,0
TQRMNORRRHKMKRCDEIOAH00857639,1,1,6,5,4.0,1,4,3,0.0,0.0,181.0,,0,,,,,,,0,0
TQRMNORRRHKMKRCDEIOAH00857639,1,1,20,5,4.0,1,3,7,0.0,0.0,181.0,,0,,,,,,,0,0
TQRMNORRRHKMKRCDEIOAH00857639,1,2,10,5,4.0,1,3,3,0.0,0.0,181.0,,0,,,,,,,0,0
TQRMNOPTXHMMKRCDEIOAH00878085,1,1,69,4,1.0,6,3,1,1850000.0,1850000.0,201.0,238.0,0,,,,,,,0,0
TQRMNOPSSHMKLMCDEGKDB00878086,1,2,60,4,1.0,6,1,0,1660000.0,1660000.0,142.0,239.0,1,0.0,54.0,0.0,2.0,3.0,,0,0
TQRMNOPVPHLOLNCDEGKDB00853135,1,2,35,3,4.0,3,1,0,950000.0,237500.0,72.0,101.0,2,0.0,112.0,0.0,2.0,1.0,,0,0
TQRMNOPVPHLOLNCDEGKDB00853135,1,1,17,5,4.0,3,3,3,950000.0,237500.0,72.0,101.0,0,,,,,,,0,0
TQRMNOPVPHLOLNCDEGKDB00853135,1,1,14,5,4.0,3,3,3,950000.0,237500.0,72.0,101.0,0,,,,,,,0,0
TQRMNOQYRHLOKMCDEFKID00857960,1,1,75,2,1.0,2,3,1,0.0,0.0,612.0,,0,,,,,,,0,0
TQRMNOQPWHKOKOCDEFKID00861542,1,2,65,4,4.0,7,3,4,1000000.0,200000.0,842.0,1568.0,0,,,,,,,0,0
TQRMNOQPWHKOKOCDEFKID00861542,1,1,42,5,4.0,1,1,0,1000000.0,200000.0,842.0,1568.0,3,0.0,56.0,0.0,2.0,6.0,,0,0
TQRMNOQPWHKOKOCDEFKID00861542,1,1,40,5,4.0,1,1,0,1000000.0,200000.0,842.0,1568.0,3,0.0,56.0,0.0,2.0,6.0,,0,0
TQRMNOQPWHKOKOCDEFKID00861542,1,2,35,5,4.0,1,1,0,1000000.0,200000.0,842.0,1568.0,3,0.0,32.0,0.0,2.0,7.0,,0,0
TQRMNOQPWHKOKOCDEFKID00861542,1,1,18,5,4.0,3,3,7,1000000.0,200000.0,842.0,1568.0,0,,,,,,,0,0
TQRMNOQPXHKOKOCDEFKID00857818,1,1,46,5,4.0,1,1,0,350000.0,350000.0,847.0,1023.0,3,0.0,0.0,0.0,2.0,4.0,,0,0
TQRMNOQPYHKOKOCDEFKID00860777,1,1,64,2,1.0,2,3,6,620000.0,206666.67,791.0,1090.0,0,,,,,,,0,0
TQRMNOQPYHKOKOCDEFKID00860777,1,2,54,2,4.0,2,3,4,620000.0,206666.67,791.0,1090.0,0,,,,,,,0,0
TQRMNOQPYHKOKOCDEFKID00860777,1,2,32,5,4.0,3,1,0,620000.0,206666.67,791.0,1090.0,3,0.0,168.0,0.0,2.0,0.0,,0,0
TQRMNOSWPHKOKOCDEFKID00878102,1,1,41,1,1.0,4,1,0,1450000.0,483333.33,890.0,1386.0,3,0.0,0.0,0.0,2.0,6.0,,0,0
TQRMNOSWPHKOKOCDEFKID00878102,1,2,42,1,1.0,4,1,0,1450000.0,483333.33,890.0,1386.0,2,0.0,30.0,0.0,2.0,1.0,,0,0
TQRMNOSWPHKOKOCDEFKID00878102,1,2,17,5,1.0,3,3,3,1450000.0,483333.33,890.0,1386.0,0,,,,,,,0,0
TQRMNOPYRHJOKPCDEFKID00876869,1,1,78,2,1.0,3,3,1,890000.0,445000.0,753.0,866.0,0,,,,,,,0,0
TQRMNOQYPHKOMMCDEFIAH00857921,1,1,75,1,1.0,1,3,1,900000.0,450000.0,630.0,1267.0,0,,,,,,,0,0
TQRMNOQYPHKOMMCDEFIAH00857921,1,2,66,1,1.0,2,3,4,900000.0,450000.0,630.0,1267.0,0,,,,,,,0,0
TQRMNOSSRHMOMMCDEFIAH00878121,1,1,7,5,4.0,1,4,3,383000.0,191500.0,1412.0,1519.0,0,,,,,,,0,0
TQRMNOPXTHKOKTCDEGKDB00857935,1,1,13,5,1.0,3,3,3,1550000.0,387500.0,109.0,233.0,0,,,,,,,0,0
TQRMNOPXTHKOKTCDEGKDB00857935,1,2,7,5,1.0,1,4,3,1550000.0,387500.0,109.0,233.0,0,,,,,,,0,0
TQRMNOPXVHKOKTCDEGKDB00861156,1,1,41,5,1.0,3,1,0,0.0,0.0,101.0,,3,0.0,44.0,0.0,2.0,5.0,,0,0
TQRMNOPXVHKOKTCDEGKDB00861156,1,1,15,5,1.0,3,3,3,0.0,0.0,101.0,,0,,,,,,,0,0
TQRMNORUPHKOKTCDEGKDB00857936,1,1,39,2,1.0,4,1,0,0.0,0.0,108.0,,3,0.0,48.0,0.0,2.0,3.0,,0,0
TQRMNORUPHKOKTCDEGKDB00857936,1,2,33,2,1.0,5,1,0,0.0,0.0,108.0,,3,0.0,30.0,0.0,2.0,0.0,,0,0
TQRMNORUPHKOKTCDEGKDB00857936,1,2,8,5,1.0,1,4,3,0.0,0.0,108.0,,0,,,,,,,0,0
TQRMNOPUSHMOKUCDEGKDB00878143,1,2,74,3,1.0,2,3,1,1050000.0,525000.0,105.0,174.0,0,,,,,,,0,0
TQRMNOPUSHMOKUCDEGKDB00878143,1,1,25,5,1.0,4,1,0,1050000.0,525000.0,105.0,174.0,3,0.0,48.0,0.0,2.0,2.0,,0,0
TQSMNOPUTHMOKUCDEGKDB00878144,1,1,43,1,4.0,2,1,0,780000.0,111428.57,108.0,185.0,3,0.0,48.0,0.0,2.0,5.0,,0,0
TQSMNOPUTHMOKUCDEGKDB00878144,1,2,39,1,4.0,1,3,4,780000.0,111428.57,108.0,185.0,0,,,,,,,0,0
TQSMNOPUTHMOKUCDEGKDB00878144,1,2,22,5,4.0,3,3,4,780000.0,111428.57,108.0,185.0,0,,,,,,,0,0
TQSMNOPUTHMOKUCDEGKDB00878144,1,2,17,5,3.0,3,3,3,780000.0,111428.57,108.0,185.0,0,,,,,,,0,0
TQSMNOPUTHMOKUCDEGKDB00878144,1,2,14,5,3.0,3,3,3,780000.0,111428.57,108.0,185.0,0,,,,,,,0,0
TQRMNOQRTHMNKSCDEIOAH00877955,1,2,42,1,4.0,3,3,4,0.0,0.0,117.0,,0,,,,,,,0,0
TQRMNOQRTHMNKSCDEIOAH00877955,1,1,43,1,4.0,2,1,0,0.0,0.0,117.0,,3,0.0,30.0,0.0,2.0,8.0,,0,0
TQRMNOQRTHMNKSCDEIOAH00877955,1,1,18,5,4.0,3,3,7,0.0,0.0,117.0,,0,,,,,,,0,0
TQRMNOQRTHMNKSCDEIOAH00877955,1,2,15,5,4.0,3,3,3,0.0,0.0,117.0,,0,,,,,,,0,0
TQRMNOQRTHMNKSCDEIOAH00877955,1,1,12,5,4.0,3,3,3,0.0,0.0,117.0,,0,,,,,,,0,0
TQRMNORWXHMNKSCDEIOAH00877956,1,1,46,1,1.0,2,1,0,0.0,0.0,97.0,,3,0.0,30.0,0.0,2.0,4.0,,0,0
TQRMNOQYVHMMMNCDEFKID00878042,1,2,76,4,12.0,4,3,1,245000.0,245000.0,659.0,820.0,0,,,,,,,0,0
TQRMNOSYXHMMMNCDEFKID00878043,1,2,41,5,1.0,5,1,0,0.0,0.0,667.0,,3,0.0,30.0,0.0,2.0,3.0,,0,0
TQRMNOPWSHKNKPCDEFMDB00860945,1,2,40,1,4.0,1,3,4,478000.0,59750.0,159.0,161.0,0,,,,,,,0,0
TQRMNOPWSHKNKPCDEFMDB00860945,1,2,16,5,3.0,3,3,3,478000.0,59750.0,159.0,161.0,0,,,,,,,0,0
TQRMNOPWSHKNKPCDEFMDB00860945,1,2,10,5,3.0,1,3,3,478000.0,59750.0,159.0,161.0,0,,,,,,,0,0
TQRMNOPWSHKNKPCDEFMDB00860945,1,2,12,5,3.0,1,3,3,478000.0,59750.0,159.0,161.0,0,,,,,,,0,0
TQRMNOPWSHKNKPCDEFMDB00860945,1,2,4,5,3.0,7,4,5,478000.0,59750.0,159.0,161.0,0,,,,,,,0,0
TQRMNOPWSHKNKPCDEFMDB00860945,1,1,14,5,3.0,3,3,3,478000.0,59750.0,159.0,161.0,0,,,,,,,0,0
TQRMNOPWSHKNKPCDEFMDB00860945,1,2,5,5,3.0,1,4,5,478000.0,59750.0,159.0,161.0,0,,,,,,,0,0
TQRMNORTVHKNKPCDEFMDB00861601,1,1,45,1,4.0,2,1,0,0.0,0.0,90.0,,3,0.0,84.0,0.0,2.0,7.0,,0,0
TQRMNORTVHKNKPCDEFMDB00861601,1,2,44,1,4.0,2,1,0,0.0,0.0,90.0,,3,0.0,6.0,0.0,2.0,0.0,,0,0
TQRMNORTVHKNKPCDEFMDB00861601,1,1,22,5,4.0,3,3,7,0.0,0.0,90.0,,0,,,,,,,0,0
TQRMNORTVHKNKPCDEFMDB00861601,1,1,15,5,4.0,3,3,3,0.0,0.0,90.0,,0,,,,,,,0,0
TQRMNOPVXHKOKNCDEFMDB00856538,1,1,36,1,4.0,3,1,0,0.0,0.0,96.0,,2,0.0,40.0,0.0,2.0,1.0,,0,0
TQRMNOPVXHKOKNCDEFMDB00856538,1,2,37,1,4.0,3,1,0,0.0,0.0,96.0,,2,0.0,105.0,0.0,2.0,1.0,,0,0
TQRMNOPQSHKOKOCDEFMDB00860926,1,1,28,1,4.0,3,1,0,986000.0,197200.0,120.0,126.0,2,0.0,40.0,0.0,2.0,1.0,,0,0
TQRMNOPVPHLOLNCDEGKDB00853135,1,1,6,5,1.0,1,4,3,950000.0,237500.0,72.0,101.0,0,,,,,,,0,0
TQRMNORSSHLOLNCDEGKDB00853037,1,1,49,1,4.0,4,1,0,0.0,0.0,81.0,,2,0.0,60.0,0.0,2.0,1.0,,0,0
TQRMNORSSHLOLNCDEGKDB00853037,1,2,48,1,4.0,3,1,0,0.0,0.0,81.0,,2,0.0,48.0,0.0,2.0,1.0,,0,0
TQRMNORSSHLOLNCDEGKDB00853037,1,2,17,5,4.0,3,3,3,0.0,0.0,81.0,,0,,,,,,,0,0
TQRMNORSSHLOLNCDEGKDB00853037,1,2,10,5,4.0,1,3,3,0.0,0.0,81.0,,0,,,,,,,0,0
TQRMNOPRXHKMLLCDEGKDB00859257,2,1,41,1,1.0,4,1,0,0.0,0.0,207.0,,1,0.0,48.0,0.0,2.0,6.0,,0,0
TQRMNOPRXHKMLLCDEGKDB00859257,2,2,20,1,1.0,4,1,0,0.0,0.0,207.0,,3,0.0,20.0,0.0,2.0,,,0,0
TQRMNOQYWHKMLQCDEGKDB00857706,1,1,20,5,4.0,3,1,0,1040000.0,260000.0,83.0,172.0,2,0.0,18.0,0.0,2.0,2.0,,0,0
TQRMNOQYWHKMLQCDEGKDB00857706,1,1,8,5,4.0,1,4,3,1040000.0,260000.0,83.0,172.0,0,,,,,,,0,0
TQRMNOQYWHKMLQCDEGKDB00857706,1,1,42,1,4.0,2,1,0,1040000.0,260000.0,83.0,172.0,2,0.0,18.0,0.0,2.0,2.0,,0,0
TQRMNOQYWHKMLQCDEGKDB00857706,1,2,41,1,4.0,4,1,0,1040000.0,260000.0,83.0,172.0,3,0.0,12.0,0.0,1.0,6.0,,0,0
TQRMNOPXYHKNKPCDEGKDB00857708,1,1,66,2,1.0,2,3,1,955000.0,477500.0,100.0,117.0,0,,,,,,,0,0
TQRMNOPXYHKNKPCDEGKDB00857708,1,2,63,2,1.0,2,3,4,955000.0,477500.0,100.0,117.0,0,,,,,,,0,0
TQRMNORSSHKNKQCDEGKDB00857709,1,1,48,5,4.0,2,2,0,270000.0,270000.0,141.0,109.0,2,,,,,,2.0,0,0
TQRMNOPYRHJOKPCDEFKID00876869,1,2,72,2,1.0,1,3,4,890000.0,445000.0,753.0,866.0,0,,,,,,,0,0
TQRMNOQVVHMOKPCDEFKID00878103,1,1,47,1,4.0,2,1,0,800000.0,200000.0,832.0,856.0,3,0.0,44.0,0.0,2.0,5.0,,0,0
TQRMNOQVVHMOKPCDEFKID00878103,1,2,33,1,4.0,2,3,4,800000.0,200000.0,832.0,856.0,0,,,,,,,0,0
TQRMNOQVVHMOKPCDEFKID00878103,1,1,12,5,4.0,3,3,3,800000.0,200000.0,832.0,856.0,0,,,,,,,0,0
TQRMNOQVVHMOKPCDEFKID00878103,1,1,7,5,4.0,1,4,3,800000.0,200000.0,832.0,856.0,0,,,,,,,0,0
TQRMNOSYRHMOKPCDEFKID00878104,1,1,70,2,1.0,2,3,1,2260000.0,753333.33,813.0,1120.0,0,,,,,,,0,0
TQRMNOSYRHMOKPCDEFKID00878104,1,2,70,2,1.0,6,3,1,2260000.0,753333.33,813.0,1120.0,0,,,,,,,0,0
TQRMNOSYRHMOKPCDEFKID00878104,1,1,45,5,1.0,4,1,0,2260000.0,753333.33,813.0,1120.0,3,0.0,48.0,0.0,2.0,12.0,,0,0
TQSMNOPUTHMOKUCDEGKDB00878144,1,1,10,5,3.0,1,3,3,780000.0,111428.57,108.0,185.0,0,,,,,,,0,0
TQSMNOPUTHMOKUCDEGKDB00878144,1,2,6,5,3.0,1,4,3,780000.0,111428.57,108.0,185.0,0,,,,,,,0,0
TQRMNOPUTHMOKUCDEGKDB00878145,2,2,30,1,4.0,4,3,4,0.0,0.0,93.0,,0,,,,,,,0,0
TQRMNOPUTHMOKUCDEGKDB00878145,2,1,26,1,4.0,4,1,0,0.0,0.0,93.0,,3,0.0,48.0,0.0,2.0,5.0,,0,0
TQRMNOPUTHMOKUCDEGKDB00878145,2,1,4,5,3.0,7,4,5,0.0,0.0,93.0,,0,,,,,,,0,0
TQRMNOPUTHMOKUCDEGKDB00878145,2,2,9,5,3.0,1,4,3,0.0,0.0,93.0,,0,,,,,,,0,0
TQRMNOQWVHMOKUCDEGKDB00878146,1,1,32,2,1.0,4,1,0,0.0,0.0,103.0,,3,0.0,56.0,0.0,2.0,4.0,,0,0
TQRMNOQWVHMOKUCDEGKDB00878146,1,2,34,2,1.0,5,3,3,0.0,0.0,103.0,,0,,,,,,,0,0
TQRMNOQWVHMOKUCDEGKDB00878146,1,2,0,5,1.0,7,4,5,0.0,0.0,103.0,,0,,,,,,,0,0
TQRMNOPTPHMOLLCDEGKDB00878147,1,1,40,1,1.0,2,1,0,1000000.0,166666.67,121.0,230.0,3,0.0,0.0,0.0,1.0,9.0,,0,0
TQRMNOPTPHMOLLCDEGKDB00878147,1,2,38,1,4.0,5,3,3,1000000.0,166666.67,121.0,230.0,0,,,,,,,0,0
TQRMNOPTPHMOLLCDEGKDB00878147,1,2,19,5,1.0,5,3,3,1000000.0,166666.67,121.0,230.0,0,,,,,,,0,0
TQRMNOPTPHMOLLCDEGKDB00878147,1,2,16,5,1.0,3,3,3,1000000.0,166666.67,121.0,230.0,0,,,,,,,0,0
TQRMNOPTPHMOLLCDEGKDB00878147,1,1,13,5,1.0,3,3,3,1000000.0,166666.67,121.0,230.0,0,,,,,,,0,0
TQRMNOPTPHMOLLCDEGKDB00878147,1,2,9,5,4.0,1,4,3,1000000.0,166666.67,121.0,230.0,0,,,,,,,0,0
TQRMNORWXHMNKSCDEIOAH00877956,1,2,41,1,1.0,4,1,0,0.0,0.0,97.0,,2,0.0,6.0,0.0,2.0,1.0,,0,0
TQRMNORWXHMNKSCDEIOAH00877956,1,2,20,5,1.0,5,1,0,0.0,0.0,97.0,,2,0.0,6.0,0.0,2.0,1.0,,0,0
TQRMNORWXHMNKSCDEIOAH00877956,1,1,18,5,1.0,1,3,3,0.0,0.0,97.0,,0,,,,,,,0,0
TQRMNORWXHMNKSCDEIOAH00877956,1,2,16,5,1.0,3,3,3,0.0,0.0,97.0,,0,,,,,,,0,0
TQRMNORWXHMNKSCDEIOAH00877956,1,2,13,5,1.0,3,3,3,0.0,0.0,97.0,,0,,,,,,,0,0
TQRMNORQQHLOKOCDEFMDB00861700,1,1,53,2,1.0,6,1,0,0.0,0.0,243.0,,2,0.0,40.0,0.0,2.0,1.0,,0,0
TQRMNORQQHLOKOCDEFMDB00861700,1,2,47,2,1.0,6,1,0,0.0,0.0,243.0,,2,0.0,30.0,0.0,2.0,1.0,,0,0
